,Type,Site,Impurity,AB,(-2/-3)_DFT,train_mean,train_std
85,IV-IV,M_B,Te,SnC,2.68933,2.761459037205939,0.029099602996234545
86,IV-IV,M_i_B,F,GeC,3.4688879999999997,3.2400116560175976,0.06770081359884253
87,II-VI,M_i_neut,Cs,ZnSe,3.283547,3.4978984431576565,0.051663603598871045
88,IV-IV,M_A,Pb,SnC,2.524943,2.413156248403073,0.03676359555188584
89,II-VI,M_i_B,Ir,CdS,2.814996,3.2159854488197177,0.026335353052612604
90,II-VI,M_i_B,Bi,ZnSe,3.141839,3.3759126539985878,0.02824926221702394
91,II-VI,M_i_B,Mg,ZnS,4.560525,4.42908253517956,0.03517798296650516
92,II-VI,M_B,Sr,CdTe,2.396041,2.5537599511962252,0.018224101787955277
93,II-VI,M_i_neut,Na,ZnO,4.183408,4.10835524799094,0.0334463770036147
94,IV-IV,M_i_neut,Zn,SiC,3.73717,3.724932956914408,0.025186350012901267
95,IV-IV,M_i_B,Al,SiC,3.668305,3.731537886079798,0.02869579309017517
96,II-VI,M_B,I,ZnO,4.423181,4.380814732345591,0.05590200355739932
97,IV-IV,M_A,Rh,GeC,2.943355,3.105801246770535,0.03393366917328114
98,II-VI,M_B,Ca,CdTe,2.277767,2.519752994388566,0.021186734965833377
99,II-VI,M_i_neut,Ir,ZnS,4.1869,4.170911134855888,0.031178420730266034
100,IV-IV,M_i_B,C,SiGe,1.217235,1.1392070422660143,0.02452219879739386
101,IV-IV,M_B,Re,SnC,2.517011,2.50996241674297,0.03338517307074228
102,III-V,M_i_B,C,AlAs,2.7,2.4088833241056724,0.028448454937023346
103,III-V,M_A,Te,BP,2.707594,2.9784717673477545,0.03905541568670779
104,II-VI,M_i_B,C,CdTe,2.317307,2.0387902436516976,0.02131345648279096
105,III-V,M_i_neut,Pb,AlP,3.01114,3.0363491540418606,0.03407984024192703
106,IV-IV,M_B,Li,GeC,2.55306,3.299707493885961,0.05583559268077224
107,II-VI,M_i_B,Y,CdO,2.769374,2.750594204289645,0.03135078931646181
108,II-VI,M_i_A,C,CdTe,1.92534,2.0322323655481176,0.021949301020691488
109,II-VI,M_i_A,W,CdTe,2.3400830000000004,2.306637501897996,0.01706256944993685
110,IV-IV,M_A,As,SnC,2.403295,2.35997969829429,0.036653256878995503
111,III-V,M_i_B,Pb,GaP,2.723523,2.61390885233014,0.052181446476131606
112,IV-IV,M_i_neut,W,SnC,2.328823,2.2790779990376335,0.03715426289858565
113,II-VI,M_i_A,C,ZnTe,1.780857,2.2617660669236708,0.04431064302155008
114,II-VI,M_i_neut,W,ZnTe,2.5761950000000002,2.5678499674365147,0.046430241194380564
115,II-VI,M_i_neut,In,CdO,2.706236,2.562990080159483,0.03176983432101075
116,II-VI,M_i_B,Sb,CdTe,2.107519,2.3836018657163747,0.015222559265359543
117,II-VI,M_i_A,Re,CdTe,2.377885,2.4033450369911593,0.022164169346287694
118,II-VI,M_B,Os,CdTe,2.09305,2.0626535287576186,0.015853711659095118
119,II-VI,M_i_neut,C,CdTe,2.4444169999999996,2.0326137414521197,0.0213442573050042
120,IV-IV,M_B,Bi,GeC,3.7220089999999995,3.443778734587446,0.03662919852912762
121,II-VI,M_i_B,Re,CdTe,2.254604,2.4389024397760495,0.026277250229070414
122,II-VI,M_B,Ru,CdTe,2.091637,2.1379485942981655,0.016286612536751892
123,II-VI,M_A,O,CdS,2.719215,2.8281956020526247,0.03482115244702284
124,II-VI,M_i_A,Al,CdS,3.3759330000000003,3.2141470451333682,0.02956440965313081
125,II-VI,M_A,Ru,CdO,2.44188,2.387454501159307,0.031059048929692613
126,II-VI,M_i_A,Pb,CdO,2.776866,2.391721520609826,0.03207754342729903
127,II-VI,M_B,Tc,CdTe,2.210972,2.1959007064714955,0.0197666696843749
128,II-VI,M_B,V,CdTe,2.033583,2.2476304272269227,0.016675116794090988
129,II-VI,M_B,Rh,CdTe,2.127071,2.1161924871927575,0.016572013178460056
130,II-VI,M_i_B,Zr,CdTe,2.446561,2.5111529267320885,0.0162018114356314
131,II-VI,M_i_B,W,CdTe,2.441653,2.3446435544598985,0.022538266730292588
132,IV-IV,M_i_neut,Sr,Si,1.7061080000000002,1.8993466397073384,0.029979084645711116
133,II-VI,M_i_A,Be,CdS,3.34164,3.125675821691307,0.032932780556642435
134,II-VI,M_i_neut,La,CdTe,2.578718,2.544607960469811,0.02298118984300738
135,IV-IV,M_i_A,C,Si,1.288743,1.3071327969105089,0.028060332228969035
136,II-VI,M_i_A,Sb,CdTe,2.117354,2.3594239249987026,0.016730974421113935
137,II-VI,M_i_neut,W,CdTe,2.292494,2.2870104870982315,0.019553388380325984
138,II-VI,M_i_neut,Sb,CdTe,2.383843,2.348877368232458,0.016070459862466347
139,III-V,M_i_A,Tc,InP,1.9951720000000002,2.0079385570149553,0.02606340154266735
140,IV-IV,M_B,Au,GeC,3.1181400000000004,3.348930718429891,0.041043078379309074
141,III-V,M_i_B,Ti,BAs,2.293191,2.284154122443271,0.03317469420308382
142,II-VI,M_i_B,La,CdSe,3.07324,2.936901811591277,0.025422634904264038
143,III-V,M_i_B,Mg,GaN,5.127205,4.846502197850453,0.1358088074036652
144,II-VI,M_i_neut,Zr,CdTe,2.226891,2.4798983459027673,0.015226406440727602
145,II-VI,M_B,Cd,CdS,2.91876,3.1795182997481524,0.03161838738875325
146,II-VI,M_i_A,Sn,CdS,3.3047940000000002,3.1342014996644885,0.026406035938755904
147,II-VI,M_B,Hf,CdTe,2.175641,2.285080100871145,0.02175967741222745
148,II-VI,M_i_B,Rb,CdS,3.571989,3.5170737032127826,0.03199373576644973
149,II-VI,M_i_B,Os,CdTe,2.104975,2.3418386502133783,0.018760652205100477
150,II-VI,M_i_neut,Y,CdTe,2.574491,2.54896164163024,0.01578947658008247
151,II-VI,M_B,Zn,CdS,2.784595,3.1496617026118576,0.03553703201789225
152,II-VI,M_i_B,Be,ZnO,4.147583,3.9897312536886558,0.04044209520847464
153,II-VI,M_i_neut,Nb,CdTe,2.437003,2.3963373477059307,0.016821752391056047
154,IV-IV,M_i_A,Pb,Si,1.788904,1.6445912443304151,0.03444204845737152
155,II-VI,M_B,C,CdTe,1.9156419999999998,1.9302126561067667,0.022356797184558283
156,II-VI,M_i_A,Mo,CdTe,2.430486,2.324346350118586,0.0159606860741246
157,II-VI,M_B,Rh,ZnSe,3.09555,3.111197641239677,0.030814831317145717
158,II-VI,M_i_B,Nb,CdTe,2.416249,2.4287094803333424,0.016757219828553084
159,III-V,M_i_neut,Sr,AlAs,2.727993,2.6752105021547212,0.03498845447007584
160,IV-IV,M_i_A,Fe,SnC,2.540655,2.4347314290637256,0.027768603246509475
161,II-VI,M_i_neut,Re,CdTe,2.291897,2.384226979064523,0.023239298968326914
162,II-VI,M_i_B,La,CdTe,2.7099599999999997,2.5926226048576764,0.025514353720155532
163,II-VI,M_B,C,ZnSe,2.846282,2.893068595799556,0.034044036123446766
164,II-VI,M_i_A,Os,CdTe,2.353152,2.3077167763571325,0.017632255061457037
165,IV-IV,M_i_neut,Ta,SiGe,2.0,1.4739205492329683,0.019003472378480157
166,II-VI,M_i_B,Ag,ZnO,4.24242,4.146878339186673,0.02461432069385382
167,II-VI,M_i_B,Sr,CdO,2.812395,2.912192888160375,0.03287065368677189
168,III-V,M_i_B,Hf,InP,2.196743,2.209997648359986,0.02891369019273327
169,II-VI,M_i_B,Ta,CdTe,2.356633,2.4664830836701546,0.02527120167999959
170,II-VI,M_B,Cr,CdTe,2.051452,2.252332133566343,0.018348104420274493
171,IV-IV,M_B,Pd,SiC,3.8841349999999997,3.7642050806230594,0.034974923585129956
172,III-V,M_i_B,B,AlP,2.806816,2.7574780800554866,0.028873113443077466
173,II-VI,M_i_A,Nb,CdTe,2.341123,2.408161316979599,0.018088376416825334
174,III-V,M_i_B,Ta,InAs,1.6457439999999999,1.6374936309178139,0.03931546802811799
175,III-V,M_i_B,W,InAs,1.630435,1.5362388347508433,0.033831656497068326
176,III-V,M_i_A,Te,AlAs,2.610303,2.7971736228810338,0.030467949189856788
177,II-VI,M_i_B,Ti,CdS,3.381648,3.263933626070034,0.02713354126444726
178,II-VI,M_i_A,Zr,ZnTe,2.58507,2.749476532126046,0.048772243082177265
179,II-VI,M_i_A,Zr,CdTe,2.59645,2.4916804602769664,0.015661500004545897
180,III-V,M_i_neut,Mo,AlP,2.546037,2.831784571727827,0.02020018913356839
181,III-V,M_B,Mg,GaP,1.985212,2.269600954126091,0.06255799637213566
182,II-VI,M_A,Sb,ZnO,4.244441999999999,4.037283056076863,0.03708770343681806
183,II-VI,M_B,Rb,CdTe,2.569753,2.485202430759445,0.016986800881476423
184,II-VI,M_A,Ir,CdO,2.511734,2.323216258883015,0.03338264563098188
185,II-VI,M_i_B,Rh,CdS,2.81127,3.173724253678503,0.029555593033592443
186,II-VI,M_i_neut,Ta,CdTe,1.079331,2.4023182039979427,0.016316295779828318
187,IV-IV,M_A,Bi,SiC,3.758488,3.570989289575549,0.03539984507900025
188,II-VI,M_i_neut,Sc,CdTe,2.5665270000000002,2.4654903472570324,0.014176680025916957
189,II-VI,M_B,Fe,CdTe,2.898275,2.240369670694352,0.013646130007585357
190,II-VI,M_i_B,As,ZnSe,2.658819,3.247023393573508,0.021911064244843733
191,II-VI,M_B,Co,CdTe,2.086062,2.2158098534242816,0.014320523154977265
192,II-VI,M_i_neut,Ga,CdS,3.373706,3.2441081179372007,0.030529058292928745
193,II-VI,M_i_neut,Mo,CdTe,2.361259,2.3150564219707186,0.015436441066208813
194,II-VI,M_i_neut,Co,CdO,2.571491,2.4285278119471254,0.030486536716181793
195,II-VI,M_B,K,CdTe,2.549674,2.4865251094533996,0.01882191202517006
196,II-VI,M_i_B,Y,CdTe,2.7255409999999998,2.5793588095401763,0.01853783011008117
197,II-VI,M_i_A,Te,ZnSe,3.248464,3.260310289681294,0.02821842329189934
198,II-VI,M_B,B,CdTe,1.057379,2.1473955862654615,0.019970475345199443
199,II-VI,M_B,Be,CdTe,1.5720100000000001,2.2240854429087227,0.02680602724915477
200,III-V,M_i_neut,W,GaSb,0.820047,0.9853964146392663,0.036005650045902594
201,II-VI,M_i_A,Zn,ZnS,4.485951999999999,4.359818434915843,0.028189063287364414
202,II-VI,M_A,Zr,CdS,3.3051180000000002,3.256393930159919,0.02848481925137804
203,II-VI,M_B,Li,ZnTe,2.118866,2.4175411723614575,0.05343574039310351
204,II-VI,M_i_neut,Ba,CdTe,2.650286,2.6912905149099466,0.015595116642579185
205,II-VI,M_i_neut,As,CdS,2.804982,3.060685873681951,0.02653749348115761
206,III-V,M_B,Hf,InSb,1.1915440000000002,0.9304538939960217,0.03509242917216775
207,II-VI,M_i_B,Mo,CdTe,2.649126,2.3489443020795244,0.018151602924157795
208,II-VI,M_i_A,Ta,CdTe,2.355066,2.4343476903960495,0.026080652350235912
209,III-V,M_i_A,Cl,GaP,2.546306,2.4751240049951764,0.055823941547046986
210,IV-IV,M_i_neut,La,Ge,1.088535,1.1143748212879125,0.028492454483218993
211,II-VI,M_B,Mg,CdTe,2.041787,2.377806401659151,0.024023185939339418
212,II-VI,M_B,Mn,CdTe,2.11173,2.306369200361716,0.02106581471799786
213,II-VI,M_i_B,B,CdSe,2.795287,2.5595352400350375,0.02645923814334976
214,IV-IV,M_B,Rh,SiC,3.961979,3.763792341639319,0.029321230255143504
215,II-VI,M_i_A,La,CdTe,2.584216,2.5602244228612507,0.02374364105891297
216,II-VI,M_i_neut,Os,CdTe,2.2623580000000003,2.2859918512360764,0.01870241462793253
217,IV-IV,M_B,Rb,SiGe,1.110645,1.5308962877053642,0.03518817200385638
218,II-VI,M_B,Cs,CdTe,2.065381,2.332804035095264,0.04128916155948622
219,III-V,M_i_B,Zr,InN,3.081378,2.86421535277848,0.03400149078409069
220,II-VI,M_B,Si,CdSe,2.176329,2.4365721661937427,0.026816488697862927
221,II-VI,M_B,Ir,CdTe,2.132198,2.037777291814531,0.018861868747754862
222,II-VI,M_i_B,Ti,CdTe,2.5085439999999997,2.4360860367595194,0.013470717417749255
223,II-VI,M_i_A,B,CdTe,2.130558,2.25595350302957,0.023280373220960993
224,III-V,M_i_neut,Ir,InP,2.0379680000000002,2.0055244270696706,0.028770629009395
225,II-VI,M_i_B,Ru,CdTe,2.179221,2.340906370997577,0.012155061925034252
226,II-VI,M_i_neut,I,ZnSe,3.511829,3.381757529741468,0.03459732016967912
227,IV-IV,M_i_neut,Zr,Ge,1.0353569999999999,1.054963626777426,0.01888713248666152
228,II-VI,M_i_A,Y,CdTe,2.55478,2.5621019021231737,0.014301265009649818
229,II-VI,M_i_B,Sc,CdTe,2.6745740000000002,2.4796015293703126,0.017996080578963652
230,III-V,M_i_B,In,AlAs,2.692723,2.741423517279957,0.027232244510080845
231,II-VI,M_i_neut,B,CdTe,2.335843,2.252736184309504,0.021252337390037478
232,III-V,M_i_B,Os,GaSb,0.7778010000000001,1.0427361581638894,0.03717594156385709
233,II-VI,M_i_neut,Ti,CdTe,2.573397,2.419978848935384,0.012507580580044284
234,II-VI,M_B,Tl,ZnSe,2.804377,3.3184298639179692,0.029372364924237542
235,IV-IV,M_i_neut,Rb,SiSn,1.5232700000000001,1.471435198152325,0.02741385618029652
236,II-VI,M_i_neut,Cd,CdS,3.4895169999999998,3.258653574449595,0.02872589501869564
237,IV-IV,M_i_B,As,SiGe,1.318191,1.3458577821756599,0.022042066014979926
238,II-VI,M_A,C,CdSe,2.607941,2.3371360821869467,0.0242731121998092
239,III-V,M_i_B,Zn,BSb,1.9446729999999999,1.742529905725076,0.04206440082687291
240,II-VI,M_i_neut,Sr,CdTe,2.6855700000000002,2.713652442014625,0.014323890707092212
241,II-VI,M_i_A,Bi,CdSe,2.621547,2.674847561885457,0.025979485819315078
242,II-VI,M_i_neut,K,CdO,2.7073240000000003,2.688830760042273,0.03297268585473184
243,II-VI,M_i_A,Sc,CdTe,2.520083,2.468501253475377,0.014293000683136572
244,II-VI,M_i_B,Ba,CdTe,2.799496,2.7368179138056887,0.018178737070467764
245,II-VI,M_B,Li,CdTe,1.9633080000000003,2.182558077383378,0.05312206269318002
246,II-VI,M_i_B,Rh,CdTe,2.163712,2.320450270875033,0.01434906686110725
247,IV-IV,M_i_B,P,SiGe,1.230359,1.2334831819307501,0.019428901562379478
248,II-VI,M_i_A,Cu,ZnO,4.17957,3.9856735789961006,0.025750157152499342
249,II-VI,M_i_neut,Se,ZnS,4.15536,4.047384248886458,0.03056540482276961
250,II-VI,M_i_A,Rh,CdTe,2.247275,2.298612226346106,0.01227260812706707
251,II-VI,M_i_B,Br,CdO,2.2902560000000003,2.5869066311805478,0.047207355012856174
252,II-VI,M_i_B,B,CdTe,2.421351,2.2617317234035164,0.022242759771014538
253,IV-IV,M_i_B,N,GeC,3.537153,3.060796090769469,0.04041977038654667
254,II-VI,M_i_neut,Ru,CdTe,2.2294709999999998,2.309673036488081,0.01116996707007346
255,II-VI,M_i_A,Ru,CdTe,2.3567720000000003,2.320812277619973,0.011933922207761741
256,IV-IV,M_i_A,Tl,SiGe,1.688005,1.6396368805864814,0.02913703300025502
257,II-VI,M_i_B,Te,CdS,2.838851,3.246019749713041,0.020660866323056328
258,II-VI,M_i_B,Tc,CdTe,2.343128,2.395657918069889,0.02089856751202252
259,II-VI,M_A,C,CdTe,2.173102,2.031613802965522,0.02266844672379021
260,II-VI,M_i_A,Tc,CdTe,2.282274,2.3786370599610867,0.02084120452360352
261,III-V,M_i_B,Cd,GaP,2.712768,2.5107078801887357,0.04430709826150644
262,II-VI,M_B,Na,CdTe,2.2830209999999997,2.3447539002350153,0.029404885407578425
263,II-VI,M_i_A,Li,ZnS,4.641594,4.210788495812518,0.047612947393300006
264,III-V,M_i_B,B,AlSb,1.9532169999999998,1.9779990253966537,0.09069581823309016
265,II-VI,M_i_B,Mn,ZnS,4.4565339999999996,4.392086861837585,0.030074218853391455
266,III-V,M_B,Os,AlSb,1.6260139999999998,1.8620726821627869,0.09751645812661132
267,III-V,M_i_neut,In,InN,2.823434,2.8114238659621718,0.0422518734550325
268,III-V,M_i_A,Mn,BSb,1.9289049999999999,1.7558662209558271,0.04086914737749234
269,II-VI,M_i_A,Cd,CdS,3.4799919999999998,3.26977164789689,0.02628164947125718
270,II-VI,M_B,Al,CdTe,1.562686,2.2986325706966997,0.018329122467823936
271,II-VI,M_i_A,Ti,CdTe,2.5623,2.4270359108260577,0.013802535896099597
272,II-VI,M_i_B,S,ZnTe,2.151077,2.2887533296351776,0.04507864772131821
273,IV-IV,M_i_B,O,SiSn,0.988347,0.9250159830764207,0.03964204784712574
274,II-VI,M_i_B,Cd,CdS,3.53326,3.3919405262554023,0.03407382932672735
275,III-V,M_i_A,S,InP,1.975484,1.9769962637389475,0.025743595374949232
276,II-VI,M_i_A,Ir,CdTe,2.143062,2.284445338603244,0.01877219226903951
277,II-VI,M_B,Cd,CdSe,2.480143,2.62618801631871,0.01633131795827225
278,II-VI,M_B,Ni,CdTe,2.085702,2.1881402065973394,0.0139246825502896
279,II-VI,M_A,Rh,CdO,2.441405,2.366628029235733,0.030087893622032527
280,II-VI,M_i_neut,Pt,CdS,3.35301,3.0529173176975037,0.026700870940225774
281,II-VI,M_i_neut,Sb,ZnTe,2.6076650000000003,2.5891130731501493,0.04868269946809901
282,II-VI,M_i_A,Ca,ZnTe,2.757532,2.896977291688167,0.04922206133898971
283,II-VI,M_i_B,Na,ZnTe,2.815497,2.6986714249074373,0.04243907338897732
284,II-VI,M_i_B,Bi,CdTe,2.25849,2.439787514012194,0.024423348980574272
285,II-VI,M_i_B,S,CdS,2.657089,2.951528815924687,0.025793760546558943
286,II-VI,M_i_B,Ir,CdTe,2.1021,2.323443188397457,0.021272340020165575
287,II-VI,M_i_neut,Rh,CdTe,2.311384,2.288383734172253,0.011354783485314613
288,III-V,M_i_neut,Br,InP,2.147064,2.246269323384438,0.026112634740723114
289,IV-IV,M_i_A,Os,GeSn,0.732386,0.8463835992260533,0.01864985336129187
290,II-VI,M_A,P,ZnS,4.035572,4.11875572544807,0.029786710452538435
291,II-VI,M_B,Sb,CdTe,2.287954,2.1664823793390933,0.018881412591949198
292,II-VI,M_i_neut,Ca,CdSe,2.9913220000000003,2.937042110804385,0.018550274414051666
293,IV-IV,M_i_neut,Mn,GeC,3.009623,3.2836863275299257,0.034243739055672365
294,II-VI,M_i_neut,Ca,CdTe,2.646398,2.646674128880176,0.015151299456288235
295,II-VI,M_B,Zn,CdTe,1.9066319999999999,2.296382646127868,0.015398880879786081
296,IV-IV,M_A,W,GeC,3.304637,3.0313191053538824,0.037792505119221
297,III-V,M_i_A,Pd,InN,2.862658,2.641800701097435,0.043857843544797014
298,II-VI,M_i_B,N,CdTe,2.3551,2.098844976739114,0.03322968077023833
299,III-V,M_i_B,Nb,InSb,1.236566,1.2141177916010872,0.02684364165497881
300,II-VI,M_i_B,Cs,CdTe,2.812783,2.5885867287263715,0.03763409624181847
301,IV-IV,M_i_A,Ta,Ge,0.959542,0.9972913063325514,0.02793656836046568
302,II-VI,M_i_A,K,ZnSe,3.7358849999999997,3.5778137714548186,0.023054284634998225
303,II-VI,M_i_neut,Cd,CdO,2.603353,2.5414542732871093,0.032781200909466734
304,II-VI,M_A,Sb,CdTe,2.485635,2.262109136518723,0.015387731361346243
305,II-VI,M_i_neut,N,CdTe,2.163623,2.092309568160604,0.03313892384790324
306,II-VI,M_i_B,Hf,CdTe,2.5049259999999998,2.563213163875392,0.022868954709000217
307,III-V,M_i_B,La,GaSb,1.379529,1.1284436578892483,0.044110663507303915
308,II-VI,M_i_A,V,CdTe,1.066608,2.381591780811686,0.014384451545225045
309,II-VI,M_i_B,Sr,CdSe,3.0458380000000003,3.0688629880198,0.022468480515662956
310,II-VI,M_i_B,V,CdTe,2.4138919999999997,2.3975911672265373,0.017626144240364395
311,IV-IV,M_A,Na,GeSn,0.625262,0.8146978421526617,0.02832314294723153
312,II-VI,M_i_neut,Tc,CdTe,2.280864,2.3632959274159533,0.018937764902828547
313,IV-IV,M_A,Os,SiC,3.439861,3.4212913268161564,0.03742687687183199
314,IV-IV,M_i_B,As,SiSn,1.199292,1.1014778958283122,0.024976157803794346
315,III-V,M_B,Hg,BSb,1.310093,1.5767856503653692,0.04232351723922766
