,Type,Site,Impurity,AB,(+2/+1)_DFT,train_mean,train_std
27,III-V,M_i_A,S,BAs,-0.023791,-0.07686912687109963,0.05541783325336397
28,III-V,M_B,Zr,AlP,0.699954,0.6914311071787896,0.06940986933816418
29,IV-IV,M_B,Nb,SnC,-0.027769,0.1052020409411969,0.11215005309557367
30,II-VI,M_i_A,Ta,CdS,1.362955,1.1129794092282674,0.04602214216116517
31,II-VI,M_i_A,Y,ZnS,1.934607,1.8195647171443785,0.048564173415709996
32,IV-IV,M_i_B,Ir,SiC,-0.798557,0.5779283655193013,0.057161894593923145
33,III-V,M_i_A,Au,BP,-0.383868,-0.43390122880230936,0.07356457494864502
34,IV-IV,M_i_B,Ru,GeC,0.07901799999999999,0.5211527965304146,0.05854863123999445
35,IV-IV,M_i_B,Ta,SnC,1.029305,0.9647945309828213,0.04917941715481509
36,IV-IV,M_i_B,Si,SnC,0.941161,0.7094807429980707,0.04297284476171854
37,II-VI,M_i_B,Ga,ZnO,1.081754,0.5034871714478087,0.053377739343343035
38,II-VI,M_B,Na,CdS,1.156852,0.318374060887619,0.08710379324263245
39,II-VI,M_i_A,Mo,CdS,1.3714309999999998,0.6600708894099432,0.038499891248437564
40,II-VI,M_i_neut,Pb,ZnS,1.5442040000000001,0.9904615199313346,0.046037103092264185
41,IV-IV,M_B,I,SiC,1.425399,0.4069016203531623,0.08388426163675017
42,II-VI,M_i_neut,La,ZnSe,1.547015,1.4428274235406584,0.057728017851584865
43,II-VI,M_i_A,Tc,CdO,1.025888,0.46574750098480433,0.05545401610509404
44,II-VI,M_B,Zr,CdTe,-0.141797,0.17638331985143202,0.036787164894718775
45,II-VI,M_B,La,CdTe,0.46399799999999997,0.5639757059457114,0.05100444791655855
46,II-VI,M_B,W,CdTe,0.43958800000000003,-0.13870711504103586,0.04967250372431533
47,IV-IV,M_i_A,Ru,SiC,1.147693,0.4704311378115943,0.054836382708645943
48,III-V,M_i_neut,Cl,BSb,-0.440594,-0.23136714818507417,0.08684288676277079
49,II-VI,M_i_B,Al,ZnS,1.53579,0.974488916341533,0.047352629169147495
50,IV-IV,M_i_B,Al,GeC,1.54559,0.7734839257509076,0.05258517894699019
51,III-V,M_i_neut,Pt,BP,-0.335081,-0.0753255033047604,0.05890462844273801
52,III-V,M_i_neut,Ag,BP,-0.318707,-0.6293379876142311,0.07495308893310419
53,III-V,M_i_A,Ba,GaP,1.082864,1.0560489788843999,0.0727274139291555
54,II-VI,M_B,Nb,CdTe,-0.222165,-0.0038988762489886473,0.02475147194182117
55,IV-IV,M_i_A,Tc,SiC,-0.135876,0.5664721590354471,0.0434145535977208
56,II-VI,M_B,Y,CdTe,0.307621,0.6197073269016742,0.05230837176432788
57,III-V,M_i_B,I,AlP,0.23291900000000001,0.5214943884519024,0.07286957270693994
58,II-VI,M_B,Ca,CdSe,1.109877,0.7475931926903118,0.11472671686399956
59,III-V,M_i_A,Be,GaN,1.59832,1.1019806188817352,0.08523758759306468
60,III-V,M_B,I,InN,0.8675879999999999,1.4170633828946748,0.1360533325748594
61,IV-IV,M_i_A,B,SiC,0.345966,0.2752900723995075,0.06900571960785713
62,II-VI,M_B,Co,ZnS,-0.758458,0.17987338281208054,0.04628635139512156
63,III-V,M_i_A,W,BP,-0.139606,-0.16383769379442004,0.06393305613786933
64,III-V,M_B,Ba,InP,1.172959,0.2745588517247808,0.06624144562952873
65,III-V,M_B,La,GaAs,0.208497,-0.0006807462536687198,0.06521832204454091
66,II-VI,M_B,Si,ZnS,-0.41597,0.24474683188928376,0.0584819929947745
67,II-VI,M_i_B,Sn,CdO,0.966959,0.6711701276746228,0.0376247728632616
68,III-V,M_i_B,Tc,BAs,-0.37057199999999996,-0.23789589339431116,0.06537914774909899
69,II-VI,M_B,Os,CdSe,-0.58324,-0.21022182516401172,0.05366170691873562
70,II-VI,M_B,Mo,CdTe,0.016602000000000002,-0.21669382989289457,0.03431286010501596
71,II-VI,M_B,Re,CdTe,-0.46622299999999994,0.06216149954163468,0.04941185691167673
72,II-VI,M_i_A,Ba,ZnSe,1.54524,1.4617606876926221,0.06583939587120188
73,II-VI,M_B,Ti,CdTe,-0.16609200000000002,0.0470045939983018,0.0340261510084453
74,II-VI,M_B,Sc,CdTe,0.0014810000000000001,0.41993821673035453,0.0515792183442948
75,II-VI,M_i_A,Cl,ZnO,-0.45910500000000004,-0.4989251741646893,0.0948194869195322
76,II-VI,M_B,Ta,CdTe,-0.300721,0.21411839684242223,0.03874741144450456
77,II-VI,M_B,Ba,CdTe,1.08301,0.6683782343984098,0.06627378478002914
78,IV-IV,M_i_neut,O,GeC,-0.829643,0.10186044405257902,0.08026072959664474
79,II-VI,M_i_A,Sc,ZnS,1.8399,1.6376460665729098,0.0539389216568532
80,II-VI,M_i_neut,Ti,ZnS,1.452345,1.3842781702423987,0.04615953054710628
81,IV-IV,M_B,Sb,SiC,0.025472,0.3442979425609246,0.08563264764247024
82,III-V,M_A,Hf,BAs,-0.445454,0.038007010837407165,0.10234685035788994
83,II-VI,M_i_neut,Cs,CdS,-0.24619899999999997,0.3740082336367822,0.09219456702598469
84,IV-IV,M_i_B,C,SnC,-0.270398,0.0009756993111284942,0.07066098376495512
85,IV-IV,M_B,Te,SnC,1.1541139999999999,0.13578819702939576,0.11801267715013793
86,IV-IV,M_i_B,F,GeC,-0.801856,0.3828906150604843,0.09505702370379918
87,II-VI,M_i_neut,Cs,ZnSe,-0.260784,0.18584083741122825,0.09093160696512552
88,IV-IV,M_A,Pb,SnC,-0.64685,-0.3502290285033952,0.059475046942778595
89,II-VI,M_i_B,Ir,CdS,0.7508060000000001,0.5648634481335383,0.03991341726013291
90,II-VI,M_i_B,Bi,ZnSe,1.258895,0.8927333867993241,0.03264352857415312
91,II-VI,M_i_B,Mg,ZnS,2.03071,1.8413143066392166,0.05384041123640652
92,II-VI,M_B,Sr,CdTe,0.988283,0.7742374236091206,0.06740021246763665
93,II-VI,M_i_neut,Na,ZnO,-0.724644,-0.500856269865841,0.10451328835400892
94,IV-IV,M_i_neut,Zn,SiC,1.0171059999999998,0.7643537835997662,0.06334097900342046
95,IV-IV,M_i_B,Al,SiC,1.313648,0.7132959878189754,0.053867550700694725
96,II-VI,M_B,I,ZnO,-0.501996,-0.1939721924182303,0.09480103523887447
97,IV-IV,M_A,Rh,GeC,-0.8523440000000001,-0.5404783586726948,0.07466747982790962
98,II-VI,M_B,Ca,CdTe,0.797962,0.7579608549760553,0.06907917127128041
99,II-VI,M_i_neut,Ir,ZnS,0.008024,0.5640854668772832,0.0436403712632021
100,IV-IV,M_i_B,C,SiGe,0.645027,-0.20665234194489335,0.06642885940427459
101,IV-IV,M_B,Re,SnC,-0.247081,0.094373024834324,0.112729855808668
102,III-V,M_i_B,C,AlAs,0.7640819999999999,-0.21885956693052905,0.06258610676641613
103,III-V,M_A,Te,BP,0.439867,0.6717356474068065,0.12652903603315505
104,II-VI,M_i_B,C,CdTe,0.5931270000000001,-0.35376264013377007,0.05029967889236491
105,III-V,M_i_neut,Pb,AlP,1.261571,0.8590141636628594,0.04432557798622972
106,IV-IV,M_B,Li,GeC,0.47500299999999995,-0.20291606289826758,0.11880912080460494
107,II-VI,M_i_B,Y,CdO,0.713163,1.1751184288245766,0.04797508844340189
108,II-VI,M_i_A,C,CdTe,-0.288564,-0.37413539934045253,0.06825776564486877
109,II-VI,M_i_A,W,CdTe,0.820782,0.3303001713493095,0.0427300788488306
110,IV-IV,M_A,As,SnC,-0.5885670000000001,-0.5278425513654837,0.060247955976367194
111,III-V,M_i_B,Pb,GaP,1.34514,0.6372772146795574,0.05584424485737553
112,IV-IV,M_i_neut,W,SnC,0.37891199999999997,0.6224649239104231,0.054263275099689125
113,II-VI,M_i_A,C,ZnTe,-0.24450500000000003,-0.3498220074447942,0.06684646774054359
114,II-VI,M_i_neut,W,ZnTe,0.502154,0.4871510866305385,0.04410598074885269
115,II-VI,M_i_neut,In,CdO,0.458618,0.6890104683430673,0.04833593141833708
116,II-VI,M_i_B,Sb,CdTe,0.852759,0.5949217365548318,0.02754724205865929
117,II-VI,M_i_A,Re,CdTe,0.29133600000000004,0.62081847986673,0.039620034771235775
118,II-VI,M_B,Os,CdTe,-1.3417540000000001,-0.3287981133339276,0.03957706344086789
119,II-VI,M_i_neut,C,CdTe,0.33,-0.37106587032327143,0.07144711447914073
120,IV-IV,M_B,Bi,GeC,-0.12308599999999999,0.14581983912830906,0.10531158293414541
121,II-VI,M_i_B,Re,CdTe,0.9085719999999999,0.6698454778023362,0.04476581394528355
122,II-VI,M_B,Ru,CdTe,-0.491832,-0.450083147955306,0.03802276022401142
123,II-VI,M_A,O,CdS,-0.327369,-0.46090678677665675,0.05575888728510938
124,II-VI,M_i_A,Al,CdS,0.6676989999999999,0.8230428561491214,0.051685768587252046
125,II-VI,M_A,Ru,CdO,0.274543,-0.1442231921902312,0.04468308426588283
126,II-VI,M_i_A,Pb,CdO,0.769054,0.6195813815142655,0.04836137519601161
127,II-VI,M_B,Tc,CdTe,-0.33363000000000004,-0.21270389707937015,0.03652796818451475
128,II-VI,M_B,V,CdTe,-0.136312,-0.11133009328818833,0.031587297634213286
129,II-VI,M_B,Rh,CdTe,-0.544451,-0.46115516895917086,0.03249238069117565
130,II-VI,M_i_B,Zr,CdTe,1.118627,0.7893937841491601,0.029105446139550517
131,II-VI,M_i_B,W,CdTe,0.520338,0.36998672271539745,0.03768234721403476
132,IV-IV,M_i_neut,Sr,Si,0.38416300000000003,0.18712471302680087,0.0757726790450186
133,II-VI,M_i_A,Be,CdS,1.105041,0.9114579428803846,0.059169198019692386
134,II-VI,M_i_neut,La,CdTe,1.08936,1.0720172686872764,0.03730397311632974
135,IV-IV,M_i_A,C,Si,-0.26928,-0.3572992896569348,0.07344332321546664
136,II-VI,M_i_A,Sb,CdTe,0.706997,0.5714210380323368,0.02563595288703098
137,II-VI,M_i_neut,W,CdTe,0.578331,0.3574972281155008,0.039353603924069204
138,II-VI,M_i_neut,Sb,CdTe,0.25309,0.5935352384797776,0.024098581900464534
139,III-V,M_i_A,Tc,InP,0.096198,0.4131854835420417,0.04285568333989825
140,IV-IV,M_B,Au,GeC,0.799966,-0.19604773793280236,0.11156517324787026
141,III-V,M_i_B,Ti,BAs,0.125378,0.004035210387558058,0.06826369360131111
142,II-VI,M_i_B,La,CdSe,1.216485,1.1934026262206858,0.040033937816668745
143,III-V,M_i_B,Mg,GaN,1.6860330000000001,1.3122756570135565,0.09498045122034629
144,II-VI,M_i_neut,Zr,CdTe,0.977191,0.7869542141004212,0.02759380660761222
145,II-VI,M_B,Cd,CdS,1.342753,0.4902206512713122,0.07382661703285649
146,II-VI,M_i_A,Sn,CdS,1.517659,0.9351553131443676,0.030099332163285204
147,II-VI,M_B,Hf,CdTe,-0.20947,0.2769562722338205,0.0385867611516967
148,II-VI,M_i_B,Rb,CdS,-0.30447199999999996,0.3497464063356982,0.055809758372033696
149,II-VI,M_i_B,Os,CdTe,0.358293,0.18333829971530388,0.03127674934468481
150,II-VI,M_i_neut,Y,CdTe,1.09134,1.0958099994070378,0.03855836783219378
151,II-VI,M_B,Zn,CdS,1.289857,0.43152084766702126,0.06161138042813562
152,II-VI,M_i_B,Be,ZnO,0.706328,1.1238148984412863,0.07473201445174298
153,II-VI,M_i_neut,Nb,CdTe,1.053943,0.5897088616228575,0.026213421096254075
154,IV-IV,M_i_A,Pb,Si,0.504459,-0.033523450023463644,0.05771640455874113
155,II-VI,M_B,C,CdTe,-0.6180979999999999,-0.7780768024203031,0.05424246525963035
156,II-VI,M_i_A,Mo,CdTe,0.466553,0.26594253330134665,0.02866135990726478
157,II-VI,M_B,Rh,ZnSe,-0.504033,-0.36126029517780284,0.05954938385883822
158,II-VI,M_i_B,Nb,CdTe,0.8639450000000001,0.595462564555867,0.027043094370618474
159,III-V,M_i_neut,Sr,AlAs,1.325201,0.761714011610973,0.07757819632911582
160,IV-IV,M_i_A,Fe,SnC,0.251772,0.7181372495651507,0.04740610424559925
161,II-VI,M_i_neut,Re,CdTe,0.51408,0.6658869360366411,0.0403363691782755
162,II-VI,M_i_B,La,CdTe,1.1963489999999999,1.071899431998821,0.04645517270066702
163,II-VI,M_B,C,ZnSe,-0.765305,-0.6399172980488356,0.06696693496891337
164,II-VI,M_i_A,Os,CdTe,0.594282,0.1472175026434261,0.027920454309747125
165,IV-IV,M_i_neut,Ta,SiGe,0.050461,0.20861310878691555,0.047595143793087005
166,II-VI,M_i_B,Ag,ZnO,-0.555833,-0.17766190687326117,0.05432064255748445
167,II-VI,M_i_B,Sr,CdO,0.44020299999999996,1.0852128435412545,0.06357004826341216
168,III-V,M_i_B,Hf,InP,1.123518,0.7277520490110507,0.038584291936456815
169,II-VI,M_i_B,Ta,CdTe,1.052096,0.7679882050605419,0.03545942152059722
170,II-VI,M_B,Cr,CdTe,-0.094329,-0.2138197559088062,0.03764913686264844
171,IV-IV,M_B,Pd,SiC,1.346731,-0.11776402277655598,0.09317095607554798
172,III-V,M_i_B,B,AlP,0.339683,0.019034440880335495,0.08455406868693204
173,II-VI,M_i_A,Nb,CdTe,0.969525,0.5756454189176503,0.022281005874917267
174,III-V,M_i_B,Ta,InAs,0.766763,0.40930928250672416,0.04940120606416952
175,III-V,M_i_B,W,InAs,0.604434,-0.005117938790293107,0.051561128931440124
176,III-V,M_i_A,Te,AlAs,0.52063,0.5378359942691172,0.04871626722734376
177,II-VI,M_i_B,Ti,CdS,1.433617,1.0696794094266822,0.03636153079135655
178,II-VI,M_i_A,Zr,ZnTe,0.616394,1.0303402011759828,0.05399566586441741
179,II-VI,M_i_A,Zr,CdTe,0.763865,0.7643673497867175,0.028803779686309438
180,III-V,M_i_neut,Mo,AlP,0.23025500000000002,0.5286067413060256,0.043507940374092904
181,III-V,M_B,Mg,GaP,0.375981,0.44125811947955607,0.06826433609164982
182,II-VI,M_A,Sb,ZnO,-0.098812,-0.18088601379581148,0.07557396235005467
183,II-VI,M_B,Rb,CdTe,1.3812799999999998,0.1402586221214542,0.060851092499246064
184,II-VI,M_A,Ir,CdO,0.39258899999999997,-0.10527626109664925,0.06340819068939212
185,II-VI,M_i_B,Rh,CdS,0.506184,0.44266054295769364,0.035296539134356264
186,II-VI,M_i_neut,Ta,CdTe,1.01359,0.7595010660873325,0.033700137256521115
187,IV-IV,M_A,Bi,SiC,-0.679389,-0.3324894991697779,0.07274036570353985
188,II-VI,M_i_neut,Sc,CdTe,1.0442870000000002,0.9216168841963311,0.03778095425449714
189,II-VI,M_B,Fe,CdTe,-0.41184799999999994,-0.15930739091531712,0.029852124829637745
190,II-VI,M_i_B,As,ZnSe,0.9031889999999999,0.7156845041963618,0.027044834461417446
191,II-VI,M_B,Co,CdTe,-0.491435,-0.20793999976507438,0.0316775712182651
192,II-VI,M_i_neut,Ga,CdS,0.5776680000000001,0.7869596478211301,0.035399693305241085
193,II-VI,M_i_neut,Mo,CdTe,0.240517,0.28241422505065944,0.029282366424251867
194,II-VI,M_i_neut,Co,CdO,-0.225505,0.2680082034769213,0.0379215643684407
195,II-VI,M_B,K,CdTe,1.225882,0.16920726988158877,0.06308534793486656
196,II-VI,M_i_B,Y,CdTe,1.282534,1.1044779649580767,0.04047631805251416
197,II-VI,M_i_A,Te,ZnSe,0.41061899999999996,0.38016927738333184,0.029500705374558168
198,II-VI,M_B,B,CdTe,-0.557723,-0.2953702117153434,0.07120251980876263
199,II-VI,M_B,Be,CdTe,0.192383,0.18298834889629492,0.06039762257338769
200,III-V,M_i_neut,W,GaSb,0.023424,-0.11666624343964989,0.05430195757942098
201,II-VI,M_i_A,Zn,ZnS,1.144212,1.1355848277879648,0.043211195835846934
202,II-VI,M_A,Zr,CdS,1.212885,0.6224107275945738,0.05094569602748824
203,II-VI,M_B,Li,ZnTe,0.394805,-0.303419875806172,0.2044371261230153
204,II-VI,M_i_neut,Ba,CdTe,1.191054,0.9354159508778015,0.05869809564618426
205,II-VI,M_i_neut,As,CdS,0.635781,0.8122634877697686,0.03461663501380829
206,III-V,M_B,Hf,InSb,-0.32206999999999997,0.04642708155053464,0.07376856219329306
207,II-VI,M_i_B,Mo,CdTe,0.248383,0.28520835866199207,0.030209102935573832
208,II-VI,M_i_A,Ta,CdTe,0.994433,0.7249965757203394,0.0322285978686955
209,III-V,M_i_A,Cl,GaP,-0.42879799999999996,-0.3264778049815286,0.08888581352648871
210,IV-IV,M_i_neut,La,Ge,0.204209,0.40994172704999327,0.05683342171354301
211,II-VI,M_B,Mg,CdTe,0.700176,0.3379582599354811,0.05670265682912485
212,II-VI,M_B,Mn,CdTe,0.107217,-0.2015785870952195,0.03140887545143138
213,II-VI,M_i_B,B,CdSe,1.509491,0.09522264033512724,0.055955638284758094
214,IV-IV,M_B,Rh,SiC,-0.528389,-0.03570591737854887,0.09117669577067022
215,II-VI,M_i_A,La,CdTe,1.14782,1.0419443746185748,0.0378507184947354
216,II-VI,M_i_neut,Os,CdTe,0.115854,0.18056548567467262,0.03284589615782426
217,IV-IV,M_B,Rb,SiGe,0.045813,0.07517897942329091,0.0887575469026009
218,II-VI,M_B,Cs,CdTe,1.2665959999999998,0.17898995392028402,0.07744790880932764
219,III-V,M_i_B,Zr,InN,1.3189950000000001,1.3242730478723896,0.06521951517809264
220,II-VI,M_B,Si,CdSe,-0.359744,0.015633994886650977,0.047348627215374625
221,II-VI,M_B,Ir,CdTe,-0.526791,-0.19749058669204897,0.03707867517241883
222,II-VI,M_i_B,Ti,CdTe,1.1718790000000001,0.6816789537225625,0.027464279865243107
223,II-VI,M_i_A,B,CdTe,-0.43830699999999995,-0.08081176558926532,0.07532265025516649
224,III-V,M_i_neut,Ir,InP,0.243702,0.32811269827525186,0.05833605970075487
225,II-VI,M_i_B,Ru,CdTe,0.135382,0.13541363535920464,0.02570412373658476
226,II-VI,M_i_neut,I,ZnSe,0.194456,-0.14938369021441486,0.05701062274320763
227,IV-IV,M_i_neut,Zr,Ge,0.117651,0.1477006666460225,0.039758126756555955
228,II-VI,M_i_A,Y,CdTe,1.1852690000000001,1.0823217442857131,0.04004346540363084
229,II-VI,M_i_B,Sc,CdTe,1.261539,0.9195603504757844,0.04180971853666895
230,III-V,M_i_B,In,AlAs,0.652046,0.42224881775997625,0.04009523610743503
231,II-VI,M_i_neut,B,CdTe,-0.24558400000000002,-0.0808537169829395,0.07746515785811672
232,III-V,M_i_B,Os,GaSb,-0.060677999999999996,-0.18969810836090342,0.04808766186577916
233,II-VI,M_i_neut,Ti,CdTe,0.982007,0.6791550038795984,0.026859571712480355
234,II-VI,M_B,Tl,ZnSe,0.8667239999999999,0.3437849529272035,0.05891838347048598
235,IV-IV,M_i_neut,Rb,SiSn,-0.15953299999999998,-0.07241721446665203,0.08209963659185388
236,II-VI,M_i_neut,Cd,CdS,1.1386,0.9885802555685095,0.03868107223089963
237,IV-IV,M_i_B,As,SiGe,0.089318,0.2596455681306305,0.04979431434486977
238,II-VI,M_A,C,CdSe,0.317474,-0.7238749066434457,0.05940588249336938
239,III-V,M_i_B,Zn,BSb,0.108083,-0.11075193572836128,0.06010464120860865
240,II-VI,M_i_neut,Sr,CdTe,1.138978,1.0050998855062172,0.046780038230377775
241,II-VI,M_i_A,Bi,CdSe,1.148915,0.7580959765268357,0.04299615063560803
242,II-VI,M_i_neut,K,CdO,-0.386811,-0.017605154673435035,0.05656947321928476
243,II-VI,M_i_A,Sc,CdTe,1.020046,0.9123927747811738,0.04106335093108682
244,II-VI,M_i_B,Ba,CdTe,1.181095,0.9349199923579972,0.06285392076059826
245,II-VI,M_B,Li,CdTe,0.39112399999999997,-0.2878440740164028,0.07958257640886746
246,II-VI,M_i_B,Rh,CdTe,0.07774099999999999,0.07648859361653047,0.020975687105179344
247,IV-IV,M_i_B,P,SiGe,-0.039968000000000004,0.32330045253281553,0.0472182414022186
248,II-VI,M_i_A,Cu,ZnO,-0.360142,-0.15911598569254815,0.05927333410372182
249,II-VI,M_i_neut,Se,ZnS,0.763452,0.38297664549966404,0.0469144518195506
250,II-VI,M_i_A,Rh,CdTe,-0.352086,0.05420656605306403,0.024681197590478814
251,II-VI,M_i_B,Br,CdO,-0.19964500000000002,0.10898574453862368,0.07243759578788261
252,II-VI,M_i_B,B,CdTe,0.243596,-0.0607209624522167,0.0686489568652349
253,IV-IV,M_i_B,N,GeC,0.218914,0.1698901302958031,0.06499937387571884
254,II-VI,M_i_neut,Ru,CdTe,-0.129613,0.13128337974142576,0.02264082573208628
255,II-VI,M_i_A,Ru,CdTe,-0.152951,0.11150008940177294,0.026514546728986323
256,IV-IV,M_i_A,Tl,SiGe,-0.195278,-0.07426685697383237,0.04124182018380325
257,II-VI,M_i_B,Te,CdS,0.49813900000000005,0.7033585024168355,0.03615319092533733
258,II-VI,M_i_B,Tc,CdTe,0.756898,0.3747102978841685,0.03381941897547741
259,II-VI,M_A,C,CdTe,-0.200525,-0.9125856994640958,0.06389857671183168
260,II-VI,M_i_A,Tc,CdTe,0.20532899999999998,0.3554921942214328,0.031228617338347725
261,III-V,M_i_B,Cd,GaP,0.9950049999999999,0.5891366687838565,0.0541334697753956
262,II-VI,M_B,Na,CdTe,0.566575,0.10341180522519525,0.06719581336493448
263,II-VI,M_i_A,Li,ZnS,-0.675687,-0.002759645241891992,0.1799138029396894
264,III-V,M_i_B,B,AlSb,-0.37695300000000004,-0.33750072349373916,0.08444519293773482
265,II-VI,M_i_B,Mn,ZnS,1.43066,1.0686138772809706,0.0435349209245142
266,III-V,M_B,Os,AlSb,-0.602757,-0.2757067891250921,0.06689857794739994
267,III-V,M_i_neut,In,InN,0.7389100000000001,1.0458348615142747,0.06556138675040633
268,III-V,M_i_A,Mn,BSb,-0.188047,-0.41329901988040607,0.055248111013280726
269,II-VI,M_i_A,Cd,CdS,1.152173,0.9756930653888606,0.04083717289014425
270,II-VI,M_B,Al,CdTe,-0.027261,0.02049188061389859,0.03830348552870231
271,II-VI,M_i_A,Ti,CdTe,0.514043,0.6640063665758544,0.027413732043077003
272,II-VI,M_i_B,S,ZnTe,0.19325699999999998,-0.16047277702948085,0.049798469311808716
273,IV-IV,M_i_B,O,SiSn,-0.632921,-0.2407537585749382,0.0750375737340465
274,II-VI,M_i_B,Cd,CdS,1.295034,0.9701155661037386,0.0395581660280014
275,III-V,M_i_A,S,InP,-0.170292,-0.008858065590472485,0.05866704665667378
276,II-VI,M_i_A,Ir,CdTe,-0.041877,0.18876753277258268,0.035980665518237656
277,II-VI,M_B,Cd,CdSe,0.983392,0.5541775637854155,0.048414304039691755
278,II-VI,M_B,Ni,CdTe,-0.5472239999999999,-0.35079985881906706,0.03768823412464037
279,II-VI,M_A,Rh,CdO,0.191633,-0.2961565489676723,0.05243856996556441
280,II-VI,M_i_neut,Pt,CdS,0.205382,0.5371236892081954,0.04173002331301947
281,II-VI,M_i_neut,Sb,ZnTe,0.24063800000000002,0.7636457046624183,0.02547872734300977
282,II-VI,M_i_A,Ca,ZnTe,1.299167,1.484698070808746,0.062330667149937964
283,II-VI,M_i_B,Na,ZnTe,-0.409174,-0.4583618872466678,0.13816538445761264
284,II-VI,M_i_B,Bi,CdTe,0.9280950000000001,0.6605921262122665,0.034339773969042545
285,II-VI,M_i_B,S,CdS,-0.075682,0.3656505190168507,0.04837653035882696
286,II-VI,M_i_B,Ir,CdTe,0.24716300000000002,0.22344101072673045,0.027664712323806826
287,II-VI,M_i_neut,Rh,CdTe,-0.164965,0.0723919835067908,0.020189863963966728
288,III-V,M_i_neut,Br,InP,0.12798299999999999,-0.019021577113494205,0.06598190396094458
289,IV-IV,M_i_A,Os,GeSn,0.025660000000000002,-0.29882308184272005,0.04162575602084635
290,II-VI,M_A,P,ZnS,-0.14036600000000002,0.23662066739754958,0.06466369960282904
291,II-VI,M_B,Sb,CdTe,-0.42458,0.02601211542418159,0.03698056166882442
292,II-VI,M_i_neut,Ca,CdSe,1.0420989999999999,1.04161485048651,0.04513400401184401
293,IV-IV,M_i_neut,Mn,GeC,0.571183,0.606069800413626,0.05209561643930277
294,II-VI,M_i_neut,Ca,CdTe,1.096303,0.8970325154687815,0.03512265117392833
295,II-VI,M_B,Zn,CdTe,0.736855,0.2038059515946558,0.03595099603043589
296,IV-IV,M_A,W,GeC,0.08619600000000001,-0.4070913679015983,0.07746042137684013
297,III-V,M_i_A,Pd,InN,0.29893800000000004,0.5877181449729194,0.07471958826113546
298,II-VI,M_i_B,N,CdTe,0.29625100000000004,-0.3701191696237018,0.058767817105733006
299,III-V,M_i_B,Nb,InSb,0.32351199999999997,0.12628113828635262,0.03802599714173993
300,II-VI,M_i_B,Cs,CdTe,-0.219394,-0.007054172961682051,0.08624801299836397
301,IV-IV,M_i_A,Ta,Ge,0.029913,0.2019974268269913,0.04048154878705353
302,II-VI,M_i_A,K,ZnSe,-0.42436499999999994,0.04585550745976741,0.06077353386322164
303,II-VI,M_i_neut,Cd,CdO,0.277549,0.7019206037793848,0.03960974466085204
304,II-VI,M_A,Sb,CdTe,-0.346042,-0.060028596207095754,0.029673078307679526
305,II-VI,M_i_neut,N,CdTe,0.101688,-0.36933238081978315,0.059877138419373116
306,II-VI,M_i_B,Hf,CdTe,1.271815,0.8311343752232652,0.03911538368094153
307,III-V,M_i_B,La,GaSb,0.633364,0.5797384711134217,0.05305434228637898
