,Type,Site,Impurity,AB,∆H (B-rich)_DFT,train_mean,train_std
45,III-V,M_i_A,Ba,GaP,8.311112,5.7381924878281865,0.39551156738825133
46,II-VI,M_B,Nb,CdTe,8.266,7.674550523478823,0.10263130925486387
47,IV-IV,M_i_A,Tc,SiC,8.192969,7.603145818896723,0.21327352731096055
48,II-VI,M_B,Y,CdTe,8.189,7.650455601993443,0.1281125214503723
49,III-V,M_i_B,I,AlP,8.180603,8.012628006531628,0.2608656293032512
50,II-VI,M_B,Ca,CdSe,8.176685,7.330591676430041,0.16306247455996947
51,III-V,M_i_A,Be,GaN,8.159421,5.774488912914683,0.4490400767499066
52,IV-IV,M_i_A,B,SiC,8.043847,7.19440883998667,0.26386200637492435
53,III-V,M_i_A,W,BP,7.924508,9.177644787101508,0.35450238791841315
54,III-V,M_B,Ba,InP,7.916874000000001,4.401739551853652,0.5090928803432923
55,III-V,M_B,La,GaAs,7.901258,4.4496709611321315,0.4029856551448042
56,III-V,M_i_B,Tc,BAs,7.729577000000001,7.783947105983252,0.35924575265853353
57,II-VI,M_B,Os,CdSe,7.718526,7.346572196564702,0.12937872139610213
58,II-VI,M_B,Mo,CdTe,7.7170000000000005,7.699656386451721,0.1307414019064565
59,II-VI,M_B,Re,CdTe,7.6979999999999995,8.378552182102553,0.1346127015196259
60,II-VI,M_i_A,Ba,ZnSe,7.676982000000001,7.356196855856197,0.21874221530773055
61,II-VI,M_B,Ti,CdTe,7.655,6.120382454485633,0.11869017737880591
62,II-VI,M_B,Sc,CdTe,7.62,6.139901484213776,0.16421147457988924
63,II-VI,M_i_A,Cl,ZnO,7.616961,6.076500600369868,0.32506557834368127
64,II-VI,M_B,Ta,CdTe,7.585,8.406466365705619,0.18718276890414554
65,II-VI,M_B,Ba,CdTe,7.574,7.28584345084421,0.29367532965552573
66,IV-IV,M_i_neut,O,GeC,7.517438,8.427022151704184,0.3397692732258388
67,II-VI,M_i_A,Sc,ZnS,7.5110850000000005,8.311729275721461,0.250287601719429
68,IV-IV,M_B,Sb,SiC,7.388986999999999,6.688543539689124,0.4319692466557083
69,III-V,M_A,Hf,BAs,7.386991,4.9429963904539616,0.4577548526590563
70,II-VI,M_i_neut,Cs,CdS,7.371510000000001,6.132417982336692,0.16092511080762656
71,IV-IV,M_i_B,C,SnC,7.362067,8.170404882454216,0.26208141972504556
72,IV-IV,M_B,Te,SnC,7.3602479999999995,9.301284225053141,0.4549495525868153
73,IV-IV,M_i_B,F,GeC,7.333756,8.082653520569291,0.2824036009710584
74,II-VI,M_i_neut,Cs,ZnSe,7.297979,6.928118977751123,0.24654026737263565
75,II-VI,M_i_B,Ir,CdS,7.268053999999999,4.66288067349142,0.1276821101467701
76,II-VI,M_i_B,Bi,ZnSe,7.242951,6.219638489046391,0.16910818538113145
77,II-VI,M_i_B,Mg,ZnS,7.236806,5.436751239439711,0.32257717726310325
78,II-VI,M_B,Sr,CdTe,7.229,7.3407992743033414,0.15756504309045416
79,II-VI,M_i_neut,Na,ZnO,7.191727,7.299965921250402,0.3099885380155123
80,IV-IV,M_i_neut,Zn,SiC,7.156721000000001,7.256608583241606,0.30136345419429844
81,IV-IV,M_i_B,Al,SiC,7.109779,7.915408241413478,0.2567390388486639
82,IV-IV,M_A,Rh,GeC,7.072358,5.542349396916822,0.37199977936243533
83,II-VI,M_B,Ca,CdTe,7.0489999999999995,6.5263917490164784,0.2124131495772865
84,II-VI,M_i_neut,Ir,ZnS,7.044389,5.650261116751816,0.2857456285114112
85,IV-IV,M_i_B,C,SiGe,7.029664,5.31096259858438,0.22811084093555928
86,III-V,M_i_B,C,AlAs,6.978333999999999,6.03624018130937,0.30060904560266644
87,III-V,M_A,Te,BP,6.957153999999999,6.408198875407199,0.47100395141504875
88,II-VI,M_i_B,C,CdTe,6.943,6.165773137513338,0.10501300033982643
89,III-V,M_i_neut,Pb,AlP,6.935306,7.73670618991045,0.25237698245613355
90,II-VI,M_i_B,Y,CdO,6.894886,7.295315638254377,0.2531583697621725
91,II-VI,M_i_A,C,CdTe,6.861000000000001,6.209862329714383,0.09856917488539026
92,II-VI,M_i_A,W,CdTe,6.851,6.016925704088654,0.151546924519384
93,III-V,M_i_B,Pb,GaP,6.811591,7.892698164930988,0.2147500116614065
94,II-VI,M_i_A,C,ZnTe,6.789039999999999,5.825841129430839,0.1575505154748633
95,II-VI,M_i_neut,W,ZnTe,6.695950999999999,5.844225319232868,0.23141877693006385
96,II-VI,M_i_neut,In,CdO,6.683149,5.269891574418393,0.203539671204069
97,II-VI,M_i_B,Sb,CdTe,6.681,4.157969802406837,0.1040696540423132
98,II-VI,M_i_A,Re,CdTe,6.667999999999999,6.203890274181991,0.10590382125056177
99,II-VI,M_B,Os,CdTe,6.666,6.667007953381213,0.1581889185239131
100,II-VI,M_i_neut,C,CdTe,6.662999999999999,6.213606410686796,0.10341161796883275
101,IV-IV,M_B,Bi,GeC,6.642875,5.648736133499163,0.5302743356073141
102,II-VI,M_i_B,Re,CdTe,6.642,6.392483631687083,0.1365723101348428
103,II-VI,M_B,Ru,CdTe,6.612,6.552513206098686,0.13094337397986186
104,II-VI,M_i_A,Al,CdS,6.578055,4.9761023312655634,0.11149668584066437
105,II-VI,M_A,Ru,CdO,6.5520510000000005,5.501772630690167,0.23557388005291818
106,II-VI,M_i_A,Pb,CdO,6.54363,5.9920051604690325,0.19756074373700097
107,II-VI,M_B,Tc,CdTe,6.5360000000000005,6.74697161435289,0.11260447372212253
108,II-VI,M_B,V,CdTe,6.523,5.964593048122869,0.15268515970758048
109,II-VI,M_B,Rh,CdTe,6.481,5.80846067772862,0.13340723069395966
110,II-VI,M_i_B,Zr,CdTe,6.475,5.9496357157264645,0.09867354535458035
111,II-VI,M_i_B,W,CdTe,6.415,6.165491813762683,0.1604092099108427
112,IV-IV,M_i_neut,Sr,Si,6.397273,5.408986255626923,0.3348140530876646
113,II-VI,M_i_A,Be,CdS,6.3890839999999995,4.892550859434318,0.12708670293904134
114,II-VI,M_i_neut,La,CdTe,6.379,6.081399196150455,0.14555144583843999
115,IV-IV,M_i_A,C,Si,6.357864,5.584366179464136,0.3481148086657179
116,II-VI,M_i_A,Sb,CdTe,6.332999999999999,3.9403437587570798,0.11318593606829992
117,II-VI,M_i_neut,W,CdTe,6.27,5.94429841802842,0.14317546880881063
118,II-VI,M_i_neut,Sb,CdTe,6.223,3.899334949470618,0.07511269379385918
119,III-V,M_i_A,Tc,InP,6.217023999999999,5.302503356910177,0.21919137394027396
120,IV-IV,M_B,Au,GeC,6.2141779999999995,7.81143988768267,0.516534604490279
121,III-V,M_i_B,Ti,BAs,6.201029,7.440747796393879,0.3553805742551581
122,II-VI,M_i_B,La,CdSe,6.173819,6.413922188260917,0.11767890268591419
123,III-V,M_i_B,Mg,GaN,6.168469,7.52602634430441,0.5540530392440491
124,II-VI,M_i_neut,Zr,CdTe,6.155,6.051938488737667,0.11244742263077023
125,II-VI,M_B,Cd,CdS,6.1344959999999995,4.015487291572439,0.15525764869622669
126,II-VI,M_i_A,Sn,CdS,6.13124,5.224139356171042,0.11603712928922835
127,II-VI,M_B,Hf,CdTe,6.107,8.192104283637228,0.2450005945674367
128,II-VI,M_i_B,Rb,CdS,6.097848,4.896065065767634,0.12834931086612758
129,II-VI,M_i_B,Os,CdTe,6.07,4.865093858988513,0.13084561549848842
130,II-VI,M_i_neut,Y,CdTe,6.059,5.837356048547576,0.07127150803618167
131,II-VI,M_B,Zn,CdS,6.048001999999999,3.7353238968263,0.13011359808719317
132,II-VI,M_i_B,Be,ZnO,6.034982,6.52942774910853,0.3819874693548012
133,II-VI,M_i_neut,Nb,CdTe,6.0329999999999995,6.282464262234968,0.07514005682728056
134,IV-IV,M_i_A,Pb,Si,6.0305919999999995,6.715231760437933,0.3690406201900308
135,II-VI,M_B,C,CdTe,6.007999999999999,7.308176719601372,0.16485678853084898
136,II-VI,M_i_A,Mo,CdTe,5.995,5.967506849917884,0.06610339566922378
137,II-VI,M_B,Rh,ZnSe,5.993703,7.006580659218446,0.23092304561512594
138,II-VI,M_i_B,Nb,CdTe,5.956,6.200040118738708,0.09564938062862975
139,III-V,M_i_neut,Sr,AlAs,5.929858,4.398435354416316,0.35106102077652407
140,IV-IV,M_i_A,Fe,SnC,5.929035,7.651127152726639,0.3540902055052223
141,II-VI,M_i_neut,Re,CdTe,5.922000000000001,6.190543180883189,0.12227078255422107
142,II-VI,M_i_B,La,CdTe,5.912000000000001,6.146823543076462,0.1187631450259016
143,II-VI,M_B,C,ZnSe,5.911153,7.852325083938257,0.27387141952486777
144,II-VI,M_i_A,Os,CdTe,5.862,4.6564562422934745,0.11796887261767411
145,IV-IV,M_i_neut,Ta,SiGe,5.840308,6.014813036969505,0.23501803445237812
146,II-VI,M_i_B,Ag,ZnO,5.834783,6.762059388212601,0.24500589008560436
147,II-VI,M_i_B,Sr,CdO,5.810501,4.978711373233681,0.3855077537196861
148,III-V,M_i_B,Hf,InP,5.794212,4.683854885024958,0.2699460430582358
149,II-VI,M_i_B,Ta,CdTe,5.774,6.655720975531992,0.15093162983305272
150,II-VI,M_B,Cr,CdTe,5.765,4.904865072726512,0.13772886533194037
151,IV-IV,M_B,Pd,SiC,5.755425,5.77476755370863,0.43148481158042623
152,III-V,M_i_B,B,AlP,5.7467690000000005,4.79365906874488,0.24709535769267552
153,II-VI,M_i_A,Nb,CdTe,5.727,6.2172575073586245,0.08115377257708302
154,III-V,M_i_B,Ta,InAs,5.724173,5.746078520711995,0.25187909412372794
155,III-V,M_i_B,Co,GaN,5.698535,5.783022394607319,0.5536287116716174
156,III-V,M_i_B,W,InAs,5.684196,5.649939250202392,0.22888119836939796
157,III-V,M_i_A,Te,AlAs,5.670371,6.313079985574332,0.19705887442939626
158,II-VI,M_i_B,Ti,CdS,5.659346,5.912970718197757,0.09227835875334392
159,II-VI,M_i_A,Zr,ZnTe,5.640255000000001,6.534470623235481,0.20494534907858297
160,II-VI,M_i_A,Zr,CdTe,5.638999999999999,5.976742398713596,0.10726609109353967
161,III-V,M_i_neut,Mo,AlP,5.636163,6.02933350671253,0.2108136733125956
162,III-V,M_B,Mg,GaP,5.5889050000000005,3.5355755166410296,0.4286858791584059
163,II-VI,M_A,Sb,ZnO,5.586536,4.692454855310417,0.3358367866755604
164,II-VI,M_B,Rb,CdTe,5.574,5.450661558866568,0.18921753222359072
165,II-VI,M_A,Ir,CdO,5.56046,4.722170456143322,0.36969325891493976
166,II-VI,M_i_B,Rh,CdS,5.551328,5.067029827788938,0.10110287304728811
167,II-VI,M_i_neut,Ta,CdTe,5.547999999999999,6.463742607749994,0.1300249633345352
168,IV-IV,M_A,Bi,SiC,5.492596,5.230565765467597,0.3440860440404484
169,II-VI,M_i_neut,Sc,CdTe,5.473,4.65584259764748,0.10304947462718456
170,II-VI,M_B,Fe,CdTe,5.465,5.153740930979696,0.1351262427984964
171,II-VI,M_i_B,As,ZnSe,5.464378,5.17499906343717,0.1536127544016284
172,II-VI,M_B,Co,CdTe,5.46,4.893046088894787,0.1400491623845266
173,II-VI,M_i_neut,Ga,CdS,5.459708,4.774753197895462,0.10124134415298273
174,II-VI,M_i_neut,Mo,CdTe,5.454,5.996173171941578,0.06780387751760225
175,II-VI,M_i_neut,Co,CdO,5.443811,5.83778748094022,0.1704251422835525
176,II-VI,M_B,K,CdTe,5.436,5.00473156641101,0.19719379252304686
177,II-VI,M_i_B,Y,CdTe,5.435,5.729756631825354,0.06805234569314277
178,II-VI,M_i_A,Te,ZnSe,5.434063,4.846184389563809,0.12606237579321697
179,II-VI,M_B,B,CdTe,5.428,6.282865352416044,0.18472790698536423
180,II-VI,M_B,Be,CdTe,5.421,6.134403318734814,0.24251971459218608
181,III-V,M_i_neut,W,GaSb,5.420782,5.187629218340092,0.27196589915903996
182,II-VI,M_i_A,Zn,ZnS,5.417896,5.3314316082153725,0.1456528461196167
183,II-VI,M_A,Zr,CdS,5.4005019999999995,3.3089035852624002,0.12596079302950017
184,II-VI,M_B,Li,ZnTe,5.394522,5.0018004051756435,0.26322452389168616
185,II-VI,M_i_neut,Ba,CdTe,5.391,4.6533530990808725,0.12818451029108097
186,II-VI,M_i_neut,As,CdS,5.382434,4.692566704532308,0.07837066554156664
187,III-V,M_B,Hf,InSb,5.364508,3.6407165613966455,0.3224772970078973
188,II-VI,M_i_B,Mo,CdTe,5.353,5.933386315600951,0.08697260086492055
189,II-VI,M_i_A,Ta,CdTe,5.343,6.456746267210059,0.10338538465818493
190,III-V,M_i_A,Cl,GaP,5.326942,6.131002374869281,0.29036341554534556
191,IV-IV,M_i_neut,La,Ge,5.326147,6.048709857790191,0.28215740266716227
192,II-VI,M_B,Mg,CdTe,5.31,4.883236162302995,0.22371886314071837
193,II-VI,M_B,Mn,CdTe,5.28,4.282551650058936,0.137789521724419
194,II-VI,M_i_B,B,CdSe,5.273931,4.705991381772454,0.11703430040683702
195,IV-IV,M_B,Rh,SiC,5.2733360000000005,6.192891256348895,0.3894920768785204
196,II-VI,M_i_A,La,CdTe,5.266,5.995090656471523,0.1415622549825117
197,II-VI,M_i_neut,Os,CdTe,5.263999999999999,4.5808523214348735,0.11578693981780167
198,IV-IV,M_B,Rb,SiGe,5.256082,4.674068678938532,0.38511691655830005
199,II-VI,M_B,Cs,CdTe,5.25,7.336492231778365,0.4436221711091203
200,III-V,M_i_B,Zr,InN,5.24444,7.478959048924952,0.44312378273461034
201,II-VI,M_B,Si,CdSe,5.235698,4.909618918993464,0.13554364362691992
202,II-VI,M_B,Ir,CdTe,5.231,5.4629913767659115,0.1405645022881389
203,II-VI,M_i_B,Ti,CdTe,5.215,4.715333966975405,0.0996630311182403
204,II-VI,M_i_A,B,CdTe,5.207000000000001,4.7446109018223765,0.15385238025975004
205,III-V,M_i_neut,Ir,InP,5.168292,5.4899480038650035,0.25905032071987
206,II-VI,M_i_B,Ru,CdTe,5.156000000000001,4.668755946120718,0.08836449424969951
207,II-VI,M_i_neut,I,ZnSe,5.114387000000001,4.365748265777457,0.17126727744300008
208,IV-IV,M_i_neut,Zr,Ge,5.098876000000001,4.089796820969194,0.3068696336384007
209,II-VI,M_i_A,Y,CdTe,5.082,5.729843098836291,0.07450031874910436
210,II-VI,M_i_B,Sc,CdTe,5.067,4.381998348510293,0.11140714451647105
211,III-V,M_i_B,In,AlAs,5.054657,5.177437335526895,0.22840097192228007
212,II-VI,M_i_neut,B,CdTe,5.052,4.7541658790238,0.14481968596124378
213,III-V,M_i_B,Os,GaSb,5.039499,4.515778605611343,0.26064285584130165
214,II-VI,M_i_neut,Ti,CdTe,5.015,4.945990529022325,0.09317730351054279
215,II-VI,M_B,Tl,ZnSe,4.992494000000001,6.252452189080997,0.24675848260370073
216,IV-IV,M_i_neut,Rb,SiSn,4.989315,4.284854745038054,0.30744560550520283
217,II-VI,M_i_neut,Cd,CdS,4.977344,3.8857142372664,0.08060662819711668
218,IV-IV,M_i_B,As,SiGe,4.959747,3.9989759999779295,0.21670677032604857
219,II-VI,M_A,C,CdSe,4.955438,5.645814727534832,0.1637503601998592
220,III-V,M_i_B,Zn,BSb,4.931979,5.261116191952266,0.3040086473234465
221,II-VI,M_i_neut,Sr,CdTe,4.919,4.76909570073168,0.09810206385521432
222,II-VI,M_i_A,Bi,CdSe,4.912889,3.845964375091474,0.10639918707323119
223,II-VI,M_i_neut,K,CdO,4.908647,5.592375877255135,0.2449918987543751
224,II-VI,M_i_A,Sc,CdTe,4.902,4.551762847432704,0.10547292431353673
225,II-VI,M_i_B,Ba,CdTe,4.895,4.6777152500880215,0.10744628227111004
226,II-VI,M_B,Li,CdTe,4.877,3.400749609725571,0.22479521406119746
227,II-VI,M_i_B,Rh,CdTe,4.877,3.8546443308353746,0.07288677891265055
228,IV-IV,M_i_B,P,SiGe,4.876417,3.5852624156470583,0.23833160177590484
229,II-VI,M_i_A,Cu,ZnO,4.876162,6.183315787739094,0.2212266420249361
230,II-VI,M_i_neut,Se,ZnS,4.8505650000000005,5.362982706587802,0.1319625333283212
231,II-VI,M_i_A,Rh,CdTe,4.845,3.907884618378236,0.07003492854627207
232,II-VI,M_i_B,Br,CdO,4.8434800000000005,5.9736570454620725,0.2806991361070444
233,II-VI,M_i_B,B,CdTe,4.843,4.67092702934823,0.12176701959529927
234,IV-IV,M_i_B,N,GeC,4.841501999999999,7.886352767976438,0.31954791581562747
235,II-VI,M_i_neut,Ru,CdTe,4.822,4.704126712955377,0.08753356352516974
236,II-VI,M_i_A,Ru,CdTe,4.817,4.680397907282225,0.08668555012159654
237,IV-IV,M_i_A,Tl,SiGe,4.810553,5.368368386491193,0.20351564315485818
238,II-VI,M_i_B,Te,CdS,4.805296,4.829352847504759,0.12662596750795815
239,II-VI,M_i_B,Tc,CdTe,4.78,4.953122142521669,0.09278466613734132
240,II-VI,M_A,C,CdTe,4.76,5.4900380333404035,0.1625345534480983
241,II-VI,M_i_A,Tc,CdTe,4.754,4.98025013971998,0.07461835099178041
242,III-V,M_i_B,Cd,GaP,4.747673000000001,5.011118346680678,0.18968151829419047
243,II-VI,M_B,Na,CdTe,4.747,4.020656068901782,0.2044318181673707
244,II-VI,M_i_A,Li,ZnS,4.7375169999999995,5.625825869031088,0.27397073797405463
245,III-V,M_i_B,B,AlSb,4.713025,2.470249321011523,0.2079566325242968
246,II-VI,M_i_B,Mn,ZnS,4.705481,4.986922760437651,0.22166647989783447
247,III-V,M_B,Os,AlSb,4.70151,3.963858363069356,0.2967600694376137
248,III-V,M_i_neut,In,InN,4.700876,7.190487006730194,0.4093624886840066
249,III-V,M_i_A,Mn,BSb,4.694458,4.6908463102168865,0.4097570657318128
250,II-VI,M_i_A,Cd,CdS,4.6935139999999995,3.867803221146315,0.07877975368048093
251,II-VI,M_B,Al,CdTe,4.6930000000000005,4.821399905486151,0.16457622534317068
252,II-VI,M_i_A,Ti,CdTe,4.684,4.884860530829774,0.09655409665218156
253,II-VI,M_i_B,S,ZnTe,4.679561,2.6703793855472453,0.18466112918813393
254,IV-IV,M_i_B,O,SiSn,4.666316999999999,2.831751902135321,0.2531355210215192
255,II-VI,M_i_B,Cd,CdS,4.657436,3.8011816164853314,0.09139971479209177
256,III-V,M_i_A,S,InP,4.651991000000001,4.44204466335726,0.2345033997240329
257,II-VI,M_i_A,Ir,CdTe,4.6419999999999995,3.3055440968766874,0.08393051547765411
258,II-VI,M_B,Cd,CdSe,4.621263,3.6210908657678127,0.15001222883181228
259,II-VI,M_B,Ni,CdTe,4.61,4.410888671634167,0.1567540327854197
260,II-VI,M_A,Rh,CdO,4.60746,4.877615312898742,0.24768678758549423
261,II-VI,M_i_neut,Pt,CdS,4.5891519999999995,4.254168328019956,0.10869061670556555
262,II-VI,M_i_neut,Sb,ZnTe,4.577339,4.836440636932561,0.16746804780556182
263,II-VI,M_i_A,Ca,ZnTe,4.5689589999999995,6.039746584601334,0.2672795815151786
264,II-VI,M_i_B,Na,ZnTe,4.564971,3.544179952000394,0.2117603162969345
265,II-VI,M_i_B,Bi,CdTe,4.558,3.8860157136278772,0.12417723826153819
266,II-VI,M_i_B,S,CdS,4.554437,3.7255155609833537,0.11470035164949662
267,II-VI,M_i_B,Ir,CdTe,4.553,3.4975816982990438,0.12795710267692326
268,II-VI,M_i_neut,Rh,CdTe,4.523,3.8246659131950125,0.07101803379555797
269,III-V,M_i_neut,Br,InP,4.510883,5.59209460232459,0.30217336986448357
270,IV-IV,M_i_A,Os,GeSn,4.497376,3.6323993962351495,0.15592766453770956
271,II-VI,M_A,P,ZnS,4.496569999999999,4.08534338311823,0.24821774298291677
272,II-VI,M_B,Sb,CdTe,4.495,2.5004049364298906,0.2149728697907153
273,II-VI,M_i_neut,Ca,CdSe,4.494395,4.591805463727543,0.1036107884740834
274,IV-IV,M_i_neut,Mn,GeC,4.479184,7.369414429182669,0.2588827860716268
275,II-VI,M_i_neut,Ca,CdTe,4.47,4.217467445781129,0.11776296267258647
276,II-VI,M_B,Zn,CdTe,4.463,2.9996860369961755,0.13239085319478308
277,IV-IV,M_A,W,GeC,4.432193,6.0698077053640365,0.3591794586905438
278,III-V,M_i_A,Pd,InN,4.4274949999999995,6.741082123342929,0.42300673384394144
279,II-VI,M_i_B,N,CdTe,4.422,3.4946687058347647,0.15219024330401107
280,III-V,M_i_B,Nb,InSb,4.400841000000001,6.181029868939384,0.23658042870614948
281,II-VI,M_i_B,Cs,CdTe,4.4,4.781883479892988,0.20090691270549949
282,IV-IV,M_i_A,Ta,Ge,4.374966000000001,4.919800629630089,0.2683063929131188
283,II-VI,M_i_A,K,ZnSe,4.37218,5.410615050286143,0.1966978792927737
284,II-VI,M_i_neut,Cd,CdO,4.3570150000000005,4.2145720321335345,0.19190268150103235
285,II-VI,M_A,Sb,CdTe,4.346,1.4260970136714863,0.1286765344664477
286,II-VI,M_i_neut,N,CdTe,4.342,3.562223984675387,0.1520688396028545
287,II-VI,M_i_B,Hf,CdTe,4.315,5.825428335361723,0.14448990816674517
288,III-V,M_i_B,La,GaSb,4.309508,5.879095294312366,0.42290563585555113
289,II-VI,M_i_A,V,CdTe,4.309,4.839146687657262,0.0717771511193409
290,II-VI,M_i_B,Sr,CdSe,4.2930019999999995,4.829165989039095,0.1102969871738484
291,II-VI,M_i_B,V,CdTe,4.284,4.662332514963852,0.08203857837610064
292,IV-IV,M_A,Na,GeSn,4.28204,3.0919567713285936,0.4535597453193744
293,II-VI,M_i_neut,Tc,CdTe,4.277,5.023631271537276,0.07694979336733895
294,IV-IV,M_A,Os,SiC,4.272365,4.848444369017001,0.3998375253000638
295,IV-IV,M_i_B,As,SiSn,4.2711190000000006,3.4235208688606193,0.2233632250031415
296,III-V,M_B,Hg,BSb,4.269662,5.6979895049744185,0.7540759593242625
297,II-VI,M_i_neut,Pb,CdTe,4.255,3.4518525672885674,0.10792054157635507
298,III-V,M_i_A,La,AlSb,4.251396,4.867689610383725,0.498043457865154
299,II-VI,M_i_A,N,CdTe,4.25,3.5502191074621896,0.1689145037475969
300,II-VI,M_i_B,Sr,CdTe,4.245,4.67104326055229,0.0975620512704854
301,II-VI,M_B,Ge,CdSe,4.240703,4.505770267987218,0.15176538512931242
302,II-VI,M_i_A,Ba,CdTe,4.223,4.548127454908249,0.12818818495143502
303,II-VI,M_i_neut,V,CdTe,4.223,4.859359155678878,0.06954240325401939
304,IV-IV,M_B,I,SiGe,4.216976,2.717432598889233,0.4260983282158993
305,III-V,M_i_neut,Ru,AlAs,4.209639,3.6663434474430616,0.21457897487444225
306,II-VI,M_A,Ba,ZnS,4.208519,3.138650463369202,0.21008851461780728
307,II-VI,M_i_neut,Al,CdTe,4.205,4.188411041106555,0.13717681822715855
308,II-VI,M_i_A,Fe,CdTe,4.187,3.467452667345382,0.08435826592489815
309,III-V,M_i_A,Cl,AlAs,4.170788,4.830399592815546,0.28403300257962016
310,II-VI,M_i_B,Be,ZnTe,4.159579,3.5429761874174064,0.34003079351564997
311,II-VI,M_B,Zn,ZnTe,4.15456,3.2596876386131797,0.23678738542974131
312,III-V,M_B,O,AlAs,4.140954,3.567462739308467,0.3310278449125798
313,II-VI,M_i_A,S,CdS,4.1297559999999995,3.879694842977763,0.11885317274774314
314,II-VI,M_i_A,Bi,CdTe,4.128,3.559647654906139,0.12066701012554992
315,IV-IV,M_i_neut,Tl,SiSn,4.120821,4.763011141679695,0.23820145414454438
316,III-V,M_i_A,Ir,GaSb,4.116324,2.8100101619841586,0.21636132938008584
317,II-VI,M_A,Bi,ZnS,4.107218,2.9270145361773023,0.2499029143088476
318,IV-IV,M_i_B,K,SiGe,4.105738,3.5712787475180066,0.32695974112942283
319,II-VI,M_i_neut,Be,CdTe,4.104,3.8684675198250273,0.13546256171304089
320,IV-IV,M_i_B,Hf,GeSn,4.102451,3.809074511028103,0.22370764207712865
