,Type,Site,Impurity,AB,(-1/-2)_DFT,train_mean,train_std
66,II-VI,M_B,Si,ZnS,1.9715200000000002,3.0884723713564313,0.06676742393705369
67,II-VI,M_i_B,Sn,CdO,2.396583,2.2533237746736887,0.0364926518036168
68,III-V,M_i_B,Tc,BAs,1.6639580000000003,1.7988730647017293,0.053854988891126554
69,II-VI,M_B,Os,CdSe,1.8707470000000002,1.6530200400025106,0.05830048110511346
70,II-VI,M_B,Mo,CdTe,1.425733,1.6385207736747833,0.0285653878529446
71,II-VI,M_B,Re,CdTe,1.7442990000000003,1.452843115238073,0.039184952160718885
72,II-VI,M_i_A,Ba,ZnSe,3.293708,3.431386522091702,0.055034916640471124
73,II-VI,M_B,Ti,CdTe,1.39895,1.8650018219668947,0.025076720801986686
74,II-VI,M_B,Sc,CdTe,1.660697,1.8921344940654035,0.026116680595872143
75,II-VI,M_i_A,Cl,ZnO,2.815788,2.991697380250923,0.06652026592610351
76,II-VI,M_B,Ta,CdTe,1.4090129999999998,1.6148350605248332,0.029556410435156423
77,II-VI,M_B,Ba,CdTe,2.0860689999999997,2.010170327485071,0.027731083175588624
78,IV-IV,M_i_neut,O,GeC,0.715697,2.01999196771155,0.0552938276178529
79,II-VI,M_i_A,Sc,ZnS,3.794865,3.8257285255385995,0.05080436380846218
80,II-VI,M_i_neut,Ti,ZnS,3.691995,3.7815927543573986,0.05785295964253684
81,IV-IV,M_B,Sb,SiC,3.225696,3.3603312431352683,0.045964393063654393
82,III-V,M_A,Hf,BAs,2.096178,2.003074970104893,0.04964042108418092
83,II-VI,M_i_neut,Cs,CdS,3.0634740000000003,2.914651486509423,0.0576139316336476
84,IV-IV,M_i_B,C,SnC,2.010536,1.9190893439969816,0.06181128683193735
85,IV-IV,M_B,Te,SnC,2.454275,2.2659302210195174,0.06016394028643174
86,IV-IV,M_i_B,F,GeC,2.683869,2.4513354550315234,0.1023187404876513
87,II-VI,M_i_neut,Cs,ZnSe,3.317415,3.4444306856130202,0.06893961093855233
88,IV-IV,M_A,Pb,SnC,2.179812,1.8939741111026234,0.07918637128970492
89,II-VI,M_i_B,Ir,CdS,2.265716,2.679511379827184,0.04711756241190495
90,II-VI,M_i_B,Bi,ZnSe,2.6872580000000004,2.775361841739219,0.05956023588315066
91,II-VI,M_i_B,Mg,ZnS,4.208352,3.7984132871441787,0.052120593034742695
92,II-VI,M_B,Sr,CdTe,1.985532,2.0155356056183322,0.024938022050539962
93,II-VI,M_i_neut,Na,ZnO,3.5529800000000002,3.578433693716856,0.05728903314935195
94,IV-IV,M_i_neut,Zn,SiC,3.174117,3.1611568776121284,0.04623140857708613
95,IV-IV,M_i_B,Al,SiC,3.130156,3.1089651577316326,0.05340608505707363
96,II-VI,M_B,I,ZnO,3.777396,3.6484338859189336,0.10440693426559793
97,IV-IV,M_A,Rh,GeC,2.2193009999999997,2.2666312414990406,0.07575131967628324
98,II-VI,M_B,Ca,CdTe,1.848559,2.0688456742411576,0.025447295098230557
99,II-VI,M_i_neut,Ir,ZnS,3.4895660000000004,3.421496714650737,0.048709551425042207
100,IV-IV,M_i_B,C,SiGe,0.756983,0.9552843627315092,0.044948147090165196
101,IV-IV,M_B,Re,SnC,2.026084,1.937880911808217,0.055732009608416865
102,III-V,M_i_B,C,AlAs,1.698216,1.8052360049303318,0.05643139957786883
103,III-V,M_A,Te,BP,2.347328,2.4634290344717757,0.0699145201941049
104,II-VI,M_i_B,C,CdTe,1.8858990000000002,1.5282457513358414,0.043054496434199535
105,III-V,M_i_neut,Pb,AlP,2.607391,2.6241749177206297,0.04492222221648784
106,IV-IV,M_B,Li,GeC,1.8387470000000001,2.576803404517505,0.07432859733034934
107,II-VI,M_i_B,Y,CdO,2.420577,2.3349596287521797,0.03750865662526891
108,II-VI,M_i_A,C,CdTe,1.616738,1.5183001035493013,0.04199560493962563
109,II-VI,M_i_A,W,CdTe,1.986989,1.9019408050293207,0.024769459647652023
110,IV-IV,M_A,As,SnC,2.046465,1.9083530703740756,0.07199083181954695
111,III-V,M_i_B,Pb,GaP,2.4351700000000003,2.296170414097445,0.07691126567675695
112,IV-IV,M_i_neut,W,SnC,2.16598,1.9890271297642932,0.06941593414446375
113,II-VI,M_i_A,C,ZnTe,1.350499,1.4059287279524397,0.09353089739486932
114,II-VI,M_i_neut,W,ZnTe,2.258779,2.1360537499955212,0.04269579016471551
115,II-VI,M_i_neut,In,CdO,2.2540259999999996,2.1567454752380315,0.04014349432028601
116,II-VI,M_i_B,Sb,CdTe,1.7494459999999998,2.0332766050096787,0.022117632692143688
117,II-VI,M_i_A,Re,CdTe,1.8364779999999998,1.9683205117706837,0.03298844159499256
118,II-VI,M_B,Os,CdTe,1.463419,1.3891450386138187,0.039100085773206034
119,II-VI,M_i_neut,C,CdTe,1.886039,1.526594133195098,0.04484511813397513
120,IV-IV,M_B,Bi,GeC,2.9441919999999997,2.666795689286819,0.05835418875509272
121,II-VI,M_i_B,Re,CdTe,1.77777,1.9754694367277146,0.03522643986671751
122,II-VI,M_B,Ru,CdTe,1.4358950000000001,1.5701131986182644,0.03266549447348718
123,II-VI,M_A,O,CdS,2.07995,1.913473505595464,0.05677435304657615
124,II-VI,M_i_A,Al,CdS,3.0340740000000004,2.7821809450277284,0.03882903312118005
125,II-VI,M_A,Ru,CdO,2.07777,1.901193930963482,0.05269609959258408
126,II-VI,M_i_A,Pb,CdO,2.4126279999999998,2.1594823590520495,0.04643681169051203
127,II-VI,M_B,Tc,CdTe,1.7526830000000002,1.580172958233697,0.02773979775370585
128,II-VI,M_B,V,CdTe,1.733701,1.7512182073302385,0.024307230131556265
129,II-VI,M_B,Rh,CdTe,1.730015,1.5259901909278555,0.02737495063509909
130,II-VI,M_i_B,Zr,CdTe,2.196184,2.236105969773689,0.021141378645378867
131,II-VI,M_i_B,W,CdTe,2.092259,1.9112223151213954,0.029111524852769192
132,IV-IV,M_i_neut,Sr,Si,1.44038,1.3347271796324165,0.04194608283592327
133,II-VI,M_i_A,Be,CdS,2.6483220000000003,2.674743403658553,0.045853648354735946
134,II-VI,M_i_neut,La,CdTe,2.249895,2.2466826598405065,0.04077059852525609
135,IV-IV,M_i_A,C,Si,0.904148,1.0185568422802105,0.03736473959373808
136,II-VI,M_i_A,Sb,CdTe,1.8009279999999999,2.0298613601656115,0.021859825439941322
137,II-VI,M_i_neut,W,CdTe,2.031557,1.9046321325924382,0.02297963565625333
138,II-VI,M_i_neut,Sb,CdTe,2.0124009999999997,2.033457553649814,0.02220229412305347
139,III-V,M_i_A,Tc,InP,1.665057,1.6583755548199524,0.05606875792399979
140,IV-IV,M_B,Au,GeC,2.615014,2.519476771970479,0.07559600998118725
141,III-V,M_i_B,Ti,BAs,1.894653,1.9529650701473535,0.056787757644124005
142,II-VI,M_i_B,La,CdSe,2.7344310000000003,2.4779104826087623,0.03899089187791292
143,III-V,M_i_B,Mg,GaN,4.5119739999999995,4.407535334173108,0.15370057755414251
144,II-VI,M_i_neut,Zr,CdTe,2.089487,2.231827746678114,0.020058720438700564
145,II-VI,M_B,Cd,CdS,2.3993919999999997,2.570598287088238,0.046897309962507065
146,II-VI,M_i_A,Sn,CdS,3.025235,2.747371738587964,0.031107913419913567
147,II-VI,M_B,Hf,CdTe,1.3888479999999999,1.6751648436526871,0.031073345131789408
148,II-VI,M_i_B,Rb,CdS,3.2276599999999998,3.1095405746044085,0.04852921333524984
149,II-VI,M_i_B,Os,CdTe,1.9197950000000001,1.9471229340877247,0.024139843686474947
150,II-VI,M_i_neut,Y,CdTe,2.193402,2.2267480883141664,0.019270330920762278
151,II-VI,M_B,Zn,CdS,2.232239,2.5539921336568567,0.0466766866747181
152,II-VI,M_i_B,Be,ZnO,3.507357,3.1780151257328613,0.060775186363503104
153,II-VI,M_i_neut,Nb,CdTe,2.097759,2.109116108597278,0.014442890920120707
154,IV-IV,M_i_A,Pb,Si,1.50406,1.42522423168928,0.033373922117481636
155,II-VI,M_B,C,CdTe,0.322891,1.3081478533340927,0.04909384634238227
156,II-VI,M_i_A,Mo,CdTe,2.0893650000000004,1.9473515089613413,0.022241746337245162
157,II-VI,M_B,Rh,ZnSe,2.5822599999999998,2.3913320834091545,0.07754227348440994
158,II-VI,M_i_B,Nb,CdTe,2.03383,2.1122610167305167,0.01653743644917714
159,III-V,M_i_neut,Sr,AlAs,2.440962,2.0135938752563773,0.08557029587051448
160,IV-IV,M_i_A,Fe,SnC,2.23248,2.099540520891072,0.05558264553934941
161,II-VI,M_i_neut,Re,CdTe,1.9064709999999998,1.9708183704992728,0.031854440899845175
162,II-VI,M_i_B,La,CdTe,2.4052029999999998,2.264679374178756,0.046729686466935066
163,II-VI,M_B,C,ZnSe,0.6326390000000001,1.8706433102552715,0.0709955243184114
164,II-VI,M_i_A,Os,CdTe,1.908196,1.9410853754223283,0.02378336148908764
165,IV-IV,M_i_neut,Ta,SiGe,2.0,1.1758975504423574,0.036794335824229404
166,II-VI,M_i_B,Ag,ZnO,3.5569129999999998,3.3847013168628366,0.05400597777327416
167,II-VI,M_i_B,Sr,CdO,2.383832,2.3690865340644223,0.03694895275130023
168,III-V,M_i_B,Hf,InP,1.915879,1.9427241431966387,0.06756661474699065
169,II-VI,M_i_B,Ta,CdTe,1.994363,2.147302737591857,0.016907862819604352
170,II-VI,M_B,Cr,CdTe,1.590006,1.7867128957691143,0.02356481573947362
171,IV-IV,M_B,Pd,SiC,3.1794700000000002,3.038595905239539,0.05146333069949292
172,III-V,M_i_B,B,AlP,2.525787,2.3539439484893547,0.05709150591128741
173,II-VI,M_i_A,Nb,CdTe,2.204728,2.107172300023835,0.01464390722280036
174,III-V,M_i_B,Ta,InAs,1.450297,1.4324433454667402,0.050147235006744076
175,III-V,M_i_B,W,InAs,1.340062,1.307746458626318,0.04047357322416122
176,III-V,M_i_A,Te,AlAs,1.738936,2.1769398945123513,0.062402741768236444
177,II-VI,M_i_B,Ti,CdS,3.065039,2.908707658488348,0.03456491115342832
178,II-VI,M_i_A,Zr,ZnTe,2.288992,2.4922359882859273,0.04844197821600707
179,II-VI,M_i_A,Zr,CdTe,2.1457040000000003,2.230204571556979,0.0188980667617388
180,III-V,M_i_neut,Mo,AlP,2.095523,2.3049539553551504,0.04122819014619458
181,III-V,M_B,Mg,GaP,1.6075700000000002,1.9078797923272746,0.08254199144258709
182,II-VI,M_A,Sb,ZnO,3.4947239999999997,3.2657211450184653,0.05353929136194893
183,II-VI,M_B,Rb,CdTe,2.287602,2.0779825553534907,0.03415463370816463
184,II-VI,M_A,Ir,CdO,1.9678259999999999,1.8002414204485546,0.060630670347806
185,II-VI,M_i_B,Rh,CdS,2.3031349999999997,2.6468294633583898,0.04825292619975111
186,II-VI,M_i_neut,Ta,CdTe,2.092156,2.1434562382408133,0.023236137460545855
187,IV-IV,M_A,Bi,SiC,3.207871,3.1362648831040496,0.060010665336604485
188,II-VI,M_i_neut,Sc,CdTe,2.163615,2.138135091622277,0.02380829386604466
189,II-VI,M_B,Fe,CdTe,1.657574,1.729969224260757,0.02489685529016519
190,II-VI,M_i_B,As,ZnSe,2.281319,2.5269912094797387,0.04746988350924232
191,II-VI,M_B,Co,CdTe,1.587807,1.590323427528451,0.029541193504571083
192,II-VI,M_i_neut,Ga,CdS,2.991164,2.688505554335525,0.03090156699160793
193,II-VI,M_i_neut,Mo,CdTe,2.0051509999999997,1.9473897373071822,0.022000755869703795
194,II-VI,M_i_neut,Co,CdO,2.139425,1.8741104358071023,0.03936431804603559
195,II-VI,M_B,K,CdTe,2.213833,2.0484410251825773,0.027152569685280466
196,II-VI,M_i_B,Y,CdTe,2.4414830000000003,2.235041776603574,0.022198038763167144
197,II-VI,M_i_A,Te,ZnSe,2.06412,2.572279254105149,0.044775363049439805
198,II-VI,M_B,B,CdTe,0.660665,1.4882155069578118,0.04176331908161243
199,II-VI,M_B,Be,CdTe,1.123679,1.6850258458311669,0.04139210440926546
200,III-V,M_i_neut,W,GaSb,0.820047,0.9264572526098483,0.08222440912229402
201,II-VI,M_i_A,Zn,ZnS,3.809917,3.6196946410604967,0.04883237471992914
202,II-VI,M_A,Zr,CdS,2.7500709999999997,2.955166228416881,0.04035320913533101
203,II-VI,M_B,Li,ZnTe,1.739409,2.0912815051677733,0.08996987976608191
204,II-VI,M_i_neut,Ba,CdTe,2.326003,2.3602774585736106,0.026651003681664034
205,II-VI,M_i_neut,As,CdS,2.487714,2.5971676463239897,0.0318652168001676
206,III-V,M_B,Hf,InSb,0.7883939999999999,0.5778235246943927,0.08783210367465466
207,II-VI,M_i_B,Mo,CdTe,2.157433,1.9554724761932398,0.022512147300322607
208,II-VI,M_i_A,Ta,CdTe,2.2714090000000002,2.143841902007728,0.020683570563104468
209,III-V,M_i_A,Cl,GaP,2.1246709999999998,1.9035187764873278,0.06568288089661979
210,IV-IV,M_i_neut,La,Ge,0.8784120000000001,0.9301363318768285,0.05596733719824934
211,II-VI,M_B,Mg,CdTe,1.5605069999999999,1.977912879215527,0.03441460675849968
212,II-VI,M_B,Mn,CdTe,1.576849,1.7731925725275162,0.02582118592972681
213,II-VI,M_i_B,B,CdSe,2.524871,1.9376598106514422,0.05013249388630663
214,IV-IV,M_B,Rh,SiC,3.0842099999999997,3.030253210611762,0.05205997906706267
215,II-VI,M_i_A,La,CdTe,2.261479,2.251262453836729,0.04144756430706654
216,II-VI,M_i_neut,Os,CdTe,1.9694630000000002,1.9412539895927357,0.022605415843489865
217,IV-IV,M_B,Rb,SiGe,0.736234,0.9925591986658044,0.0460344918635773
218,II-VI,M_B,Cs,CdTe,1.797447,1.874661330539866,0.05071456281526777
219,III-V,M_i_B,Zr,InN,2.462416,2.4759255187812754,0.06532544285360826
220,II-VI,M_B,Si,CdSe,1.068368,1.9571248163014339,0.0695028551406364
221,II-VI,M_B,Ir,CdTe,1.7183549999999999,1.3396099380400524,0.03828234858241582
222,II-VI,M_i_B,Ti,CdTe,2.193137,2.118545610632885,0.01595185570382954
223,II-VI,M_i_A,B,CdTe,1.658986,1.7041634903589675,0.042152651863513774
224,III-V,M_i_neut,Ir,InP,1.7039830000000002,1.6411495839888026,0.052785976712399055
225,II-VI,M_i_B,Ru,CdTe,2.031489,1.914403869074151,0.024903610024918844
226,II-VI,M_i_neut,I,ZnSe,2.907334,2.682508824469727,0.04994920342967663
227,IV-IV,M_i_neut,Zr,Ge,0.870302,0.9102993820729985,0.03357796083659522
228,II-VI,M_i_A,Y,CdTe,2.26021,2.228476187815488,0.020652450507624483
229,II-VI,M_i_B,Sc,CdTe,2.335259,2.1429418466324117,0.021768620428972457
230,III-V,M_i_B,In,AlAs,2.38089,2.178434270015728,0.05961908992189692
231,II-VI,M_i_neut,B,CdTe,2.0074110000000003,1.7050705745020298,0.04564606728138098
232,III-V,M_i_B,Os,GaSb,0.613161,0.9016122617637095,0.05908150659289
233,II-VI,M_i_neut,Ti,CdTe,2.157861,2.116937701515954,0.01461599402933856
234,II-VI,M_B,Tl,ZnSe,2.341133,2.500453346051354,0.06524149226274062
235,IV-IV,M_i_neut,Rb,SiSn,1.2,1.0602684869567536,0.03928282448288115
236,II-VI,M_i_neut,Cd,CdS,2.7628220000000003,2.8648985213316416,0.034481816032354215
237,IV-IV,M_i_B,As,SiGe,1.038329,1.2189725115385281,0.034472290795157644
238,II-VI,M_A,C,CdSe,1.911994,1.7644523324760706,0.042498061645282595
239,III-V,M_i_B,Zn,BSb,1.7222119999999999,1.5434780602104838,0.05959383114223348
240,II-VI,M_i_neut,Sr,CdTe,2.322479,2.2716671065953635,0.028438516915993257
241,II-VI,M_i_A,Bi,CdSe,2.214091,2.23577852453909,0.038454148144860284
242,II-VI,M_i_neut,K,CdO,2.28612,2.2505413570286787,0.03915464930473559
243,II-VI,M_i_A,Sc,CdTe,2.152307,2.1348417459815137,0.021840837384165587
244,II-VI,M_i_B,Ba,CdTe,2.532009,2.371164254892291,0.03003685535458763
245,II-VI,M_B,Li,CdTe,1.6473080000000002,1.7687984701518638,0.05696276228620405
246,II-VI,M_i_B,Rh,CdTe,1.858803,1.872400729405269,0.02252805759713099
247,IV-IV,M_i_B,P,SiGe,0.910092,0.9289110763673349,0.03808946346103503
248,II-VI,M_i_A,Cu,ZnO,3.5214160000000003,3.1675123349060486,0.04186622292137469
249,II-VI,M_i_neut,Se,ZnS,2.6660169999999996,3.0312102916098134,0.06525913380787826
250,II-VI,M_i_A,Rh,CdTe,1.8526759999999998,1.8639258524409335,0.01986465694473953
251,II-VI,M_i_B,Br,CdO,1.6670049999999998,2.051634530998672,0.050211564340162294
252,II-VI,M_i_B,B,CdTe,2.099068,1.714388766036229,0.0433025713484547
253,IV-IV,M_i_B,N,GeC,2.5,2.1832762787279547,0.11005409040760623
254,II-VI,M_i_neut,Ru,CdTe,1.9779220000000002,1.9162553296360194,0.02153758392998107
255,II-VI,M_i_A,Ru,CdTe,1.9908029999999999,1.9124529508191699,0.02381722414881821
256,IV-IV,M_i_A,Tl,SiGe,1.4393799999999999,1.3563397205136472,0.03339248759337611
257,II-VI,M_i_B,Te,CdS,2.091758,2.683509433315426,0.035828418717034696
258,II-VI,M_i_B,Tc,CdTe,1.9521669999999998,1.8920977662191987,0.023027830793850148
259,II-VI,M_A,C,CdTe,1.776847,1.5506633066909652,0.04172462216605122
260,II-VI,M_i_A,Tc,CdTe,1.9330470000000002,1.887131340516111,0.02047563288819313
261,III-V,M_i_B,Cd,GaP,2.374029,2.2401994078695684,0.05916963707726503
262,II-VI,M_B,Na,CdTe,2.0032799999999997,1.9502988513774853,0.04718194656298309
263,II-VI,M_i_A,Li,ZnS,3.9243580000000002,3.6463782976116894,0.06974855343080531
264,III-V,M_i_B,B,AlSb,1.615912,1.608940794963201,0.08976317441079273
265,II-VI,M_i_B,Mn,ZnS,3.720425,3.631759059310531,0.05066398985429435
266,III-V,M_B,Os,AlSb,1.307776,1.2243753449190264,0.10546468870959318
267,III-V,M_i_neut,In,InN,2.454529,2.4604324128365365,0.06743046452973943
268,III-V,M_i_A,Mn,BSb,1.355128,1.3984820000057738,0.046448879029057824
269,II-VI,M_i_A,Cd,CdS,2.7898169999999998,2.8734376333352443,0.033357027894277316
270,II-VI,M_B,Al,CdTe,1.1859879999999998,1.7802376355696985,0.031013489584120528
271,II-VI,M_i_A,Ti,CdTe,2.1382380000000003,2.1165098452101,0.015657576720079742
272,II-VI,M_i_B,S,ZnTe,0.904,1.2923181216955555,0.05081124173957455
273,IV-IV,M_i_B,O,SiSn,0.20850900000000003,0.6367776454568925,0.05877236012560751
274,II-VI,M_i_B,Cd,CdS,2.745788,2.9574373264249822,0.0454727030301214
275,III-V,M_i_A,S,InP,0.8451049999999999,1.364892734700303,0.06644072705520881
276,II-VI,M_i_A,Ir,CdTe,1.819777,1.8936957624127093,0.026298539639553704
277,II-VI,M_B,Cd,CdSe,2.002148,2.0856629630222527,0.06360585444196229
278,II-VI,M_B,Ni,CdTe,1.600273,1.5757025523881338,0.02696279975231655
279,II-VI,M_A,Rh,CdO,1.692304,1.8440089076776822,0.04911856948745394
280,II-VI,M_i_neut,Pt,CdS,2.5384290000000003,2.6007503980088273,0.03902597556893853
281,II-VI,M_i_neut,Sb,ZnTe,2.106929,2.095721779436804,0.056986139383803924
282,II-VI,M_i_A,Ca,ZnTe,2.476969,2.532874461375247,0.05447692886333662
283,II-VI,M_i_B,Na,ZnTe,2.531431,2.396352622776172,0.04909052703206078
284,II-VI,M_i_B,Bi,CdTe,1.8749939999999998,2.1005517058954757,0.033109055010450174
285,II-VI,M_i_B,S,CdS,1.563124,2.1446568038153493,0.042467472630772905
286,II-VI,M_i_B,Ir,CdTe,1.7172479999999999,1.8985855155873899,0.02945681012093981
287,II-VI,M_i_neut,Rh,CdTe,1.8906150000000002,1.867423493373574,0.017934671247339516
288,III-V,M_i_neut,Br,InP,1.748793,1.793385112979352,0.06444404000287568
289,IV-IV,M_i_A,Os,GeSn,0.525704,0.6955187436610503,0.02888480900433065
290,II-VI,M_A,P,ZnS,3.5464279999999997,2.9490218747201267,0.0850298027179039
291,II-VI,M_B,Sb,CdTe,1.8309360000000001,1.6783659466706815,0.031141332031205407
292,II-VI,M_i_neut,Ca,CdSe,2.668965,2.4567777055042344,0.044863032257316
293,IV-IV,M_i_neut,Mn,GeC,2.565387,2.5101138629875615,0.07774400018695976
294,II-VI,M_i_neut,Ca,CdTe,2.2987439999999997,2.25670326061064,0.021151561638365943
295,II-VI,M_B,Zn,CdTe,1.420383,1.834603041538586,0.030073652162692307
296,IV-IV,M_A,W,GeC,2.7212549999999998,2.2796818074701966,0.07931856041741064
297,III-V,M_i_A,Pd,InN,1.9481130000000002,2.1291974388958472,0.06213245940305427
298,II-VI,M_i_B,N,CdTe,1.9865849999999998,1.3697832730333261,0.04170444813447561
299,III-V,M_i_B,Nb,InSb,1.04582,0.9725232331392517,0.05250113284100649
300,II-VI,M_i_B,Cs,CdTe,2.379696,2.2416552662166778,0.05095588838162707
301,IV-IV,M_i_A,Ta,Ge,0.727521,0.8155721301495571,0.040455296879071956
302,II-VI,M_i_A,K,ZnSe,3.153177,3.3319929990557853,0.07032300233033609
303,II-VI,M_i_neut,Cd,CdO,2.205752,2.1769117483666127,0.039120371280058894
304,II-VI,M_A,Sb,CdTe,2.124484,1.797958557645203,0.025072269686729935
305,II-VI,M_i_neut,N,CdTe,1.836097,1.3657648829023958,0.042115098222786154
306,II-VI,M_i_B,Hf,CdTe,2.214798,2.189392408901349,0.022513711747711294
307,III-V,M_i_B,La,GaSb,1.201765,1.1040561359550451,0.06121055438740916
308,II-VI,M_i_A,V,CdTe,2.571429,1.9823692228752965,0.01541659558113806
309,II-VI,M_i_B,Sr,CdSe,2.773493,2.491346407260236,0.03946670861040109
310,II-VI,M_i_B,V,CdTe,2.047152,1.982637795025406,0.017097091506206284
311,IV-IV,M_A,Na,GeSn,0.543848,0.6734471667152462,0.058641234828832337
312,II-VI,M_i_neut,Tc,CdTe,2.03892,1.8891189182608052,0.01972948617179367
