,Type,Site,Impurity,AB,(-2/-3)_DFT,train_mean,train_std
98,II-VI,M_B,Ca,CdTe,2.277767,2.5498753204918545,0.017602792279851006
99,II-VI,M_i_neut,Ir,ZnS,4.1869,4.161081560135925,0.03261392024748274
100,IV-IV,M_i_B,C,SiGe,1.217235,1.2039121951303424,0.021681891260562813
101,IV-IV,M_B,Re,SnC,2.517011,2.518168126898134,0.029708504723437636
102,III-V,M_i_B,C,AlAs,2.7,2.374295758557109,0.028669103467242826
103,III-V,M_A,Te,BP,2.707594,3.025433830911363,0.03046141904248541
104,II-VI,M_i_B,C,CdTe,2.317307,2.0773690552136452,0.01966507352256657
105,III-V,M_i_neut,Pb,AlP,3.01114,3.0020974801559412,0.030463301923310964
106,IV-IV,M_B,Li,GeC,2.55306,3.2992929430103084,0.053148786416113994
107,II-VI,M_i_B,Y,CdO,2.769374,2.703937686565568,0.027083961907170384
108,II-VI,M_i_A,C,CdTe,1.92534,2.0724472512201517,0.019773565290808717
109,II-VI,M_i_A,W,CdTe,2.3400830000000004,2.2954319693358856,0.016436477052282353
110,IV-IV,M_A,As,SnC,2.403295,2.332918664231521,0.030198904942610662
111,III-V,M_i_B,Pb,GaP,2.723523,2.645196047166702,0.041601654921486465
112,IV-IV,M_i_neut,W,SnC,2.328823,2.3207925094176085,0.02936437707769188
113,II-VI,M_i_A,C,ZnTe,1.780857,2.3455287738178625,0.030792504453024054
114,II-VI,M_i_neut,W,ZnTe,2.5761950000000002,2.5830063142011164,0.03473559777168851
115,II-VI,M_i_neut,In,CdO,2.706236,2.5638530854699986,0.025432732710021073
116,II-VI,M_i_B,Sb,CdTe,2.107519,2.369964733302915,0.015005566992818247
117,II-VI,M_i_A,Re,CdTe,2.377885,2.374360722252095,0.01953602135538194
118,II-VI,M_B,Os,CdTe,2.09305,2.117030535406008,0.015780260938926316
119,II-VI,M_i_neut,C,CdTe,2.4444169999999996,2.072291761108036,0.01860903361671268
120,IV-IV,M_B,Bi,GeC,3.7220089999999995,3.523034144295336,0.03356946821617406
121,II-VI,M_i_B,Re,CdTe,2.254604,2.4036311078703205,0.023764502536332707
122,II-VI,M_B,Ru,CdTe,2.091637,2.173779656856017,0.01376249498978184
123,II-VI,M_A,O,CdS,2.719215,2.8039684740061235,0.03112925070783043
124,II-VI,M_i_A,Al,CdS,3.3759330000000003,3.2045953439108303,0.027953744654492033
125,II-VI,M_A,Ru,CdO,2.44188,2.377445626315122,0.027833698849731046
126,II-VI,M_i_A,Pb,CdO,2.776866,2.4546724764512375,0.028763260737582733
127,II-VI,M_B,Tc,CdTe,2.210972,2.204883555574105,0.018670460044596483
128,II-VI,M_B,V,CdTe,2.033583,2.2535131579268275,0.01564630842502681
129,II-VI,M_B,Rh,CdTe,2.127071,2.1562053091078983,0.013639334491433317
130,II-VI,M_i_B,Zr,CdTe,2.446561,2.474823808502178,0.01548990883110571
131,II-VI,M_i_B,W,CdTe,2.441653,2.3270359530693936,0.02040945170572835
132,IV-IV,M_i_neut,Sr,Si,1.7061080000000002,1.8933864142719643,0.02516494872725854
133,II-VI,M_i_A,Be,CdS,3.34164,3.1456283560481966,0.031048146297062713
134,II-VI,M_i_neut,La,CdTe,2.578718,2.5460226958293446,0.020948302907801843
135,IV-IV,M_i_A,C,Si,1.288743,1.3431734756418456,0.0225429713242629
136,II-VI,M_i_A,Sb,CdTe,2.117354,2.349855326344182,0.013757813288274596
137,II-VI,M_i_neut,W,CdTe,2.292494,2.2814776241044123,0.01858382651130366
138,II-VI,M_i_neut,Sb,CdTe,2.383843,2.3429003488353812,0.013704952723110337
139,III-V,M_i_A,Tc,InP,1.9951720000000002,2.0066113923989697,0.023767108308630006
140,IV-IV,M_B,Au,GeC,3.1181400000000004,3.4290295857899067,0.03547272420077235
141,III-V,M_i_B,Ti,BAs,2.293191,2.3175472804680703,0.028238320751881568
142,II-VI,M_i_B,La,CdSe,3.07324,2.9108589180015625,0.02166676007059013
143,III-V,M_i_B,Mg,GaN,5.127205,4.828746322301625,0.08551264791812511
144,II-VI,M_i_neut,Zr,CdTe,2.226891,2.4502049339945167,0.014996862144252972
145,II-VI,M_B,Cd,CdS,2.91876,3.2199853740693505,0.027992250384231466
146,II-VI,M_i_A,Sn,CdS,3.3047940000000002,3.144574728669211,0.02414794539744381
147,II-VI,M_B,Hf,CdTe,2.175641,2.3126050134394136,0.019777020899313408
148,II-VI,M_i_B,Rb,CdS,3.571989,3.4920306337962215,0.028031125857236515
149,II-VI,M_i_B,Os,CdTe,2.104975,2.322289819212675,0.01738176379915286
150,II-VI,M_i_neut,Y,CdTe,2.574491,2.541703581135855,0.015080858844965914
151,II-VI,M_B,Zn,CdS,2.784595,3.1862589521338203,0.0306843163961064
152,II-VI,M_i_B,Be,ZnO,4.147583,3.97736789383488,0.04137849850001486
153,II-VI,M_i_neut,Nb,CdTe,2.437003,2.3660403430705608,0.014160796464711517
154,IV-IV,M_i_A,Pb,Si,1.788904,1.638573831032898,0.027631855051198743
155,II-VI,M_B,C,CdTe,1.9156419999999998,1.980933858950482,0.019928096401710522
156,II-VI,M_i_A,Mo,CdTe,2.430486,2.3053872584994117,0.014414577446643843
157,II-VI,M_B,Rh,ZnSe,3.09555,3.172981471454544,0.029398841408961283
158,II-VI,M_i_B,Nb,CdTe,2.416249,2.391853627090945,0.0158072521767861
159,III-V,M_i_neut,Sr,AlAs,2.727993,2.623240400984558,0.033201001960054044
160,IV-IV,M_i_A,Fe,SnC,2.540655,2.4264024514190843,0.02418818923117488
161,II-VI,M_i_neut,Re,CdTe,2.291897,2.3607166225265828,0.020499242961382426
162,II-VI,M_i_B,La,CdTe,2.7099599999999997,2.5820833514677632,0.023611005917283025
163,II-VI,M_B,C,ZnSe,2.846282,2.9784658765824483,0.02692141330349107
164,II-VI,M_i_A,Os,CdTe,2.353152,2.294098223236836,0.01624583071639768
165,IV-IV,M_i_neut,Ta,SiGe,2.0,1.4256050255652504,0.0158450683061725
166,II-VI,M_i_B,Ag,ZnO,4.24242,4.0701993577028555,0.03804587800432504
167,II-VI,M_i_B,Sr,CdO,2.812395,2.876961974095924,0.030817980609859318
168,III-V,M_i_B,Hf,InP,2.196743,2.159020763998492,0.025274028911258052
169,II-VI,M_i_B,Ta,CdTe,2.356633,2.4212766964565073,0.021832920188833753
170,II-VI,M_B,Cr,CdTe,2.051452,2.2591515769865422,0.017020219018018704
171,IV-IV,M_B,Pd,SiC,3.8841349999999997,3.733447759513443,0.0334108310194828
172,III-V,M_i_B,B,AlP,2.806816,2.755656054708913,0.029917725244079964
173,II-VI,M_i_A,Nb,CdTe,2.341123,2.375820272501996,0.016197656016038182
174,III-V,M_i_B,Ta,InAs,1.6457439999999999,1.605542096844755,0.030084219741130395
175,III-V,M_i_B,W,InAs,1.630435,1.5252618036042862,0.02596976681125977
176,III-V,M_i_A,Te,AlAs,2.610303,2.6981487237770287,0.02938662423953661
177,II-VI,M_i_B,Ti,CdS,3.381648,3.2389125343532514,0.024489635943497182
178,II-VI,M_i_A,Zr,ZnTe,2.58507,2.7479549644166212,0.037008142476159425
179,II-VI,M_i_A,Zr,CdTe,2.59645,2.458842328491163,0.015394716364237414
180,III-V,M_i_neut,Mo,AlP,2.546037,2.791087569256903,0.01962419795098133
181,III-V,M_B,Mg,GaP,1.985212,2.3797153214083018,0.04426025805845428
182,II-VI,M_A,Sb,ZnO,4.244441999999999,4.056318290487252,0.0450350585570375
183,II-VI,M_B,Rb,CdTe,2.569753,2.511734862432571,0.015822842665862594
184,II-VI,M_A,Ir,CdO,2.511734,2.3213203014108172,0.02811496492992442
185,II-VI,M_i_B,Rh,CdS,2.81127,3.1521550602381074,0.02580882128684325
186,II-VI,M_i_neut,Ta,CdTe,1.079331,2.369861644427041,0.01466080561139952
187,IV-IV,M_A,Bi,SiC,3.758488,3.6216786029466768,0.03122214155454127
188,II-VI,M_i_neut,Sc,CdTe,2.5665270000000002,2.4720162634541754,0.012934664362350412
189,II-VI,M_B,Fe,CdTe,2.898275,2.2556773769487344,0.012572505496796142
190,II-VI,M_i_B,As,ZnSe,2.658819,3.2727674330644803,0.019691209761879415
191,II-VI,M_B,Co,CdTe,2.086062,2.2347993452863877,0.013201726741526256
192,II-VI,M_i_neut,Ga,CdS,3.373706,3.230311221304002,0.027400838616418843
193,II-VI,M_i_neut,Mo,CdTe,2.361259,2.2990184869961996,0.014203582900648336
194,II-VI,M_i_neut,Co,CdO,2.571491,2.4203908120368784,0.02602060218337901
195,II-VI,M_B,K,CdTe,2.549674,2.491652050818501,0.015960772117021644
196,II-VI,M_i_B,Y,CdTe,2.7255409999999998,2.5656328405283424,0.01711350130781948
197,II-VI,M_i_A,Te,ZnSe,3.248464,3.2731523606469834,0.02412862790177711
198,II-VI,M_B,B,CdTe,1.057379,2.187750195797564,0.017509117716980944
199,II-VI,M_B,Be,CdTe,1.5720100000000001,2.253241278564322,0.02330209116535048
200,III-V,M_i_neut,W,GaSb,0.820047,0.984407179003472,0.028431967544675158
201,II-VI,M_i_A,Zn,ZnS,4.485951999999999,4.319390349336537,0.03145463641235547
202,II-VI,M_A,Zr,CdS,3.3051180000000002,3.232066430420436,0.027413258037148593
203,II-VI,M_B,Li,ZnTe,2.118866,2.4342171376073796,0.044923992790463003
204,II-VI,M_i_neut,Ba,CdTe,2.650286,2.6816716436789445,0.014076779913183068
205,II-VI,M_i_neut,As,CdS,2.804982,3.077788287946694,0.02331514457628411
206,III-V,M_B,Hf,InSb,1.1915440000000002,0.9515015899717849,0.027305382301903117
207,II-VI,M_i_B,Mo,CdTe,2.649126,2.3257021779699842,0.016015032328356212
208,II-VI,M_i_A,Ta,CdTe,2.355066,2.3947966264008778,0.022491528705259844
209,III-V,M_i_A,Cl,GaP,2.546306,2.5248382114943424,0.04813139450134927
210,IV-IV,M_i_neut,La,Ge,1.088535,1.1326389254661642,0.025272307703689496
211,II-VI,M_B,Mg,CdTe,2.041787,2.3973867218840077,0.02188762231917211
212,II-VI,M_B,Mn,CdTe,2.11173,2.3001696978263935,0.018826916818528935
213,II-VI,M_i_B,B,CdSe,2.795287,2.578690213819331,0.024365822547388193
214,IV-IV,M_B,Rh,SiC,3.961979,3.7276172505690512,0.028448675623579465
215,II-VI,M_i_A,La,CdTe,2.584216,2.55478898849752,0.02105872997815436
216,II-VI,M_i_neut,Os,CdTe,2.2623580000000003,2.27740363939679,0.01659559203598735
217,IV-IV,M_B,Rb,SiGe,1.110645,1.548251931578315,0.028353583761768754
218,II-VI,M_B,Cs,CdTe,2.065381,2.3894614241423313,0.03704274313881973
219,III-V,M_i_B,Zr,InN,3.081378,2.812231109749729,0.028007904472253695
220,II-VI,M_B,Si,CdSe,2.176329,2.469968241270437,0.026098445423818218
221,II-VI,M_B,Ir,CdTe,2.132198,2.0928703144277363,0.016456068513722215
222,II-VI,M_i_B,Ti,CdTe,2.5085439999999997,2.4184187472715255,0.012913440639658755
223,II-VI,M_i_A,B,CdTe,2.130558,2.2851199047313067,0.022016266905701527
224,III-V,M_i_neut,Ir,InP,2.0379680000000002,2.0424048306199127,0.022849901279521908
225,II-VI,M_i_B,Ru,CdTe,2.179221,2.330671024138044,0.01150541809738346
226,II-VI,M_i_neut,I,ZnSe,3.511829,3.368373148190912,0.02754461111129423
227,IV-IV,M_i_neut,Zr,Ge,1.0353569999999999,1.0426067300398496,0.01648991415321251
228,II-VI,M_i_A,Y,CdTe,2.55478,2.552074680694029,0.013305907981781858
229,II-VI,M_i_B,Sc,CdTe,2.6745740000000002,2.483243268065535,0.015955969474477753
230,III-V,M_i_B,In,AlAs,2.692723,2.641773108426805,0.024471368652455427
231,II-VI,M_i_neut,B,CdTe,2.335843,2.282469819578335,0.020320514818707107
232,III-V,M_i_B,Os,GaSb,0.7778010000000001,1.0541268515779716,0.028153814975122243
233,II-VI,M_i_neut,Ti,CdTe,2.573397,2.4051187226998687,0.012107651333416476
234,II-VI,M_B,Tl,ZnSe,2.804377,3.3653266562839805,0.02567352025112611
235,IV-IV,M_i_neut,Rb,SiSn,1.5232700000000001,1.4722385344349807,0.02223960353680379
236,II-VI,M_i_neut,Cd,CdS,3.4895169999999998,3.243707421216473,0.02614917174404895
237,IV-IV,M_i_B,As,SiGe,1.318191,1.377190675350048,0.018972646979871822
238,II-VI,M_A,C,CdSe,2.607941,2.361843674445331,0.022077199677074902
239,III-V,M_i_B,Zn,BSb,1.9446729999999999,1.753663825434226,0.024836375397517582
240,II-VI,M_i_neut,Sr,CdTe,2.6855700000000002,2.7162811982276716,0.014090003999792435
241,II-VI,M_i_A,Bi,CdSe,2.621547,2.675290074925153,0.023800288206781064
242,II-VI,M_i_neut,K,CdO,2.7073240000000003,2.6696627977681446,0.029428692717646556
243,II-VI,M_i_A,Sc,CdTe,2.520083,2.474541567029933,0.01308741484217049
244,II-VI,M_i_B,Ba,CdTe,2.799496,2.7167718595858723,0.016437878828051505
245,II-VI,M_B,Li,CdTe,1.9633080000000003,2.1549146811127975,0.04530197442997526
246,II-VI,M_i_B,Rh,CdTe,2.163712,2.3125942324974065,0.013059187612242795
247,IV-IV,M_i_B,P,SiGe,1.230359,1.2812969382536408,0.01565926258452781
248,II-VI,M_i_A,Cu,ZnO,4.17957,3.9467336282215397,0.03490075772897854
249,II-VI,M_i_neut,Se,ZnS,4.15536,4.070535640418467,0.031962733596748054
250,II-VI,M_i_A,Rh,CdTe,2.247275,2.2951274806070545,0.011252075836568703
251,II-VI,M_i_B,Br,CdO,2.2902560000000003,2.5685490584413295,0.03561813511372344
252,II-VI,M_i_B,B,CdTe,2.421351,2.2914668426467175,0.019819603218044945
253,IV-IV,M_i_B,N,GeC,3.537153,3.118398024569715,0.0346035276127002
254,II-VI,M_i_neut,Ru,CdTe,2.2294709999999998,2.306397811562956,0.010221533666584999
255,II-VI,M_i_A,Ru,CdTe,2.3567720000000003,2.314530498229913,0.011212820914027534
256,IV-IV,M_i_A,Tl,SiGe,1.688005,1.6003549900706964,0.022152142079960666
257,II-VI,M_i_B,Te,CdS,2.838851,3.204725808860496,0.020426172713261144
258,II-VI,M_i_B,Tc,CdTe,2.343128,2.358973006460617,0.019593744106649325
259,II-VI,M_A,C,CdTe,2.173102,2.066200145895613,0.020821189069834465
260,II-VI,M_i_A,Tc,CdTe,2.282274,2.345354405511096,0.019007652161305365
261,III-V,M_i_B,Cd,GaP,2.712768,2.5132840033113992,0.03310227762668175
262,II-VI,M_B,Na,CdTe,2.2830209999999997,2.349425068491797,0.02516233848209402
263,II-VI,M_i_A,Li,ZnS,4.641594,4.158887304475576,0.05176230301336706
264,III-V,M_i_B,B,AlSb,1.9532169999999998,1.9108326446376154,0.05178475067717512
265,II-VI,M_i_B,Mn,ZnS,4.4565339999999996,4.3403652927558,0.0331069358043637
266,III-V,M_B,Os,AlSb,1.6260139999999998,1.782407131109342,0.05692394707740676
267,III-V,M_i_neut,In,InN,2.823434,2.806292506699239,0.036009179901501646
268,III-V,M_i_A,Mn,BSb,1.9289049999999999,1.7431580955656933,0.02393445812495375
269,II-VI,M_i_A,Cd,CdS,3.4799919999999998,3.2509110602137135,0.024411152487839566
270,II-VI,M_B,Al,CdTe,1.562686,2.3038864387858284,0.015321934330426203
271,II-VI,M_i_A,Ti,CdTe,2.5623,2.4110592790692347,0.013271406811958054
272,II-VI,M_i_B,S,ZnTe,2.151077,2.3727498250614794,0.03325882467027511
273,IV-IV,M_i_B,O,SiSn,0.988347,0.9575126510960246,0.03141086055045133
274,II-VI,M_i_B,Cd,CdS,3.53326,3.3343046646058547,0.031020747218878347
275,III-V,M_i_A,S,InP,1.975484,2.0172469102978106,0.021977048622270207
276,II-VI,M_i_A,Ir,CdTe,2.143062,2.26949514884533,0.01648256874475885
277,II-VI,M_B,Cd,CdSe,2.480143,2.64065583261958,0.01471651234158552
278,II-VI,M_B,Ni,CdTe,2.085702,2.2075844097215844,0.01278189890541841
279,II-VI,M_A,Rh,CdO,2.441405,2.3590578758479106,0.025869571380859845
280,II-VI,M_i_neut,Pt,CdS,3.35301,3.076283641967835,0.024775941430505058
281,II-VI,M_i_neut,Sb,ZnTe,2.6076650000000003,2.6219264036692427,0.03560544834381876
282,II-VI,M_i_A,Ca,ZnTe,2.757532,2.943887862685064,0.0396314016874595
283,II-VI,M_i_B,Na,ZnTe,2.815497,2.730387012015469,0.033339624224227524
284,II-VI,M_i_B,Bi,CdTe,2.25849,2.4219288275230477,0.022787026394526566
285,II-VI,M_i_B,S,CdS,2.657089,2.9647483933650145,0.02398526913494624
286,II-VI,M_i_B,Ir,CdTe,2.1021,2.3014088589979806,0.019978302868845346
287,II-VI,M_i_neut,Rh,CdTe,2.311384,2.2876512346444655,0.01072576527560769
288,III-V,M_i_neut,Br,InP,2.147064,2.257438066577192,0.02615170695091175
289,IV-IV,M_i_A,Os,GeSn,0.732386,0.8519095016030171,0.021317404072765056
290,II-VI,M_A,P,ZnS,4.035572,4.1417597239239665,0.029647566391507577
291,II-VI,M_B,Sb,CdTe,2.287954,2.206225021158253,0.016682234471849758
292,II-VI,M_i_neut,Ca,CdSe,2.9913220000000003,2.943622227824147,0.01723214610539228
293,IV-IV,M_i_neut,Mn,GeC,3.009623,3.3157602315441657,0.02487203216302233
294,II-VI,M_i_neut,Ca,CdTe,2.646398,2.6560179612449355,0.013961435515822499
295,II-VI,M_B,Zn,CdTe,1.9066319999999999,2.2956310739538357,0.014700610312980113
296,IV-IV,M_A,W,GeC,3.304637,3.0859990129857513,0.032787674644362004
297,III-V,M_i_A,Pd,InN,2.862658,2.6641407006049738,0.037363804855352456
298,II-VI,M_i_B,N,CdTe,2.3551,2.1093019715826786,0.028445067419939768
299,III-V,M_i_B,Nb,InSb,1.236566,1.1811368164023917,0.019235153837223015
300,II-VI,M_i_B,Cs,CdTe,2.812783,2.586799533929012,0.04082797992184514
301,IV-IV,M_i_A,Ta,Ge,0.959542,0.9776260746608438,0.022907855662820217
302,II-VI,M_i_A,K,ZnSe,3.7358849999999997,3.580069796655348,0.019053497126970784
303,II-VI,M_i_neut,Cd,CdO,2.603353,2.528828881701996,0.027161161035719812
304,II-VI,M_A,Sb,CdTe,2.485635,2.2791939957011773,0.013769152464948408
305,II-VI,M_i_neut,N,CdTe,2.163623,2.107524692139111,0.02841179462013125
306,II-VI,M_i_B,Hf,CdTe,2.5049259999999998,2.517507518883564,0.02123502523963082
307,III-V,M_i_B,La,GaSb,1.379529,1.1867829936413137,0.03340437797716584
308,II-VI,M_i_A,V,CdTe,1.066608,2.361792398568281,0.01306500682408455
309,II-VI,M_i_B,Sr,CdSe,3.0458380000000003,3.052571038076054,0.02199393984169968
310,II-VI,M_i_B,V,CdTe,2.4138919999999997,2.3753594365725528,0.016396603205769723
311,IV-IV,M_A,Na,GeSn,0.625262,0.8368261327534763,0.02547910631973574
312,II-VI,M_i_neut,Tc,CdTe,2.280864,2.333381430147115,0.01804950317911438
313,IV-IV,M_A,Os,SiC,3.439861,3.460316383216596,0.03232138246621997
314,IV-IV,M_i_B,As,SiSn,1.199292,1.1530725846857195,0.02102550175476385
315,III-V,M_B,Hg,BSb,1.310093,1.5980277571635135,0.02701728272345903
