,Type,Site,Impurity,AB,(+3/+2)_DFT,train_mean,train_std
23,IV-IV,M_i_A,Mo,GeC,-0.252688,-0.3012062986349603,0.03903031971443731
24,IV-IV,M_A,Rb,SiC,-0.721276,-0.6394528399353179,0.061055165444405916
25,IV-IV,M_i_A,Sn,SnC,0.020709,-0.01473753096447194,0.04044054709794667
26,IV-IV,M_B,Sc,SiC,0.32782100000000003,-0.43551541292625257,0.06303451267100904
27,III-V,M_i_A,S,BAs,-0.733924,-0.6102216162862973,0.04263044964661309
28,III-V,M_B,Zr,AlP,-0.146977,-0.11758066566777652,0.0475292386419456
29,IV-IV,M_B,Nb,SnC,-0.35436799999999996,-0.45389565944291765,0.05616799955879304
30,II-VI,M_i_A,Ta,CdS,0.722341,0.29787397947999034,0.04738195602437134
31,II-VI,M_i_A,Y,ZnS,1.344544,0.36721907019029665,0.038001774603999554
32,IV-IV,M_i_B,Ir,SiC,-0.798557,-0.5614087931330227,0.03443012104550789
33,III-V,M_i_A,Au,BP,-1.09612,-1.1800604590174522,0.0363797381798131
34,IV-IV,M_i_B,Ru,GeC,-0.551838,-0.5481185817559269,0.03706559362326176
35,IV-IV,M_i_B,Ta,SnC,0.675025,0.16824396016732185,0.042471656209499914
36,IV-IV,M_i_B,Si,SnC,0.489159,0.5726201359499036,0.07378694006139418
37,II-VI,M_i_B,Ga,ZnO,0.170787,-0.235070269997947,0.04125323843420408
38,II-VI,M_B,Na,CdS,0.9455879999999999,-0.0881166296373886,0.06882742868624764
39,II-VI,M_i_A,Mo,CdS,0.912949,-0.0233591004913393,0.03126719281208223
40,II-VI,M_i_neut,Pb,ZnS,-0.573932,-0.445463773117882,0.03102295208338558
41,IV-IV,M_B,I,SiC,0.653886,0.26626093277606283,0.08897324053646737
42,II-VI,M_i_neut,La,ZnSe,1.351226,0.329923312997719,0.03480319157506807
43,II-VI,M_i_A,Tc,CdO,-0.369743,0.1343119413695905,0.05831110858099252
44,II-VI,M_B,Zr,CdTe,-0.544794,-0.22487269089308368,0.030710634116995542
45,II-VI,M_B,La,CdTe,-0.03901,0.2750944457136927,0.0523531512365546
46,II-VI,M_B,W,CdTe,-0.7586609999999999,-0.23348438056160128,0.036437819140402394
47,IV-IV,M_i_A,Ru,SiC,-1.031174,-0.66137738427902,0.04061336206074278
48,III-V,M_i_neut,Cl,BSb,-0.77048,-0.6582029831697722,0.05669442620871743
49,II-VI,M_i_B,Al,ZnS,1.53053,0.079851305607373,0.030330498264417007
50,IV-IV,M_i_B,Al,GeC,0.709196,0.06271700615000783,0.041943553797320135
51,III-V,M_i_neut,Pt,BP,-0.809738,-0.857647946084384,0.03764684241878656
52,III-V,M_i_neut,Ag,BP,-1.0559379999999998,-1.0899984810141496,0.045159896129263494
53,III-V,M_i_A,Ba,GaP,-0.5378149999999999,-0.20975270615559624,0.04687642092650399
54,II-VI,M_B,Nb,CdTe,-0.6100260000000001,-0.26522178957162307,0.030752757978420444
55,IV-IV,M_i_A,Tc,SiC,-0.76277,-0.45140653077290305,0.04333102581960817
56,II-VI,M_B,Y,CdTe,-0.156436,0.10599417530894613,0.03872327701186289
57,III-V,M_i_B,I,AlP,-0.162627,-0.5160509038873147,0.04897246536481669
58,II-VI,M_B,Ca,CdSe,0.339708,-0.11966765143593835,0.061500252523304065
59,III-V,M_i_A,Be,GaN,-1.3283719999999999,-0.9898806349781566,0.04220410597859658
60,III-V,M_B,I,InN,-0.427109,-0.06970819984197012,0.07472795178910127
61,IV-IV,M_i_A,B,SiC,-0.395011,-0.5972919617619494,0.048312636516855405
62,II-VI,M_B,Co,ZnS,-1.148369,-0.7533527403164256,0.04321162451616653
63,III-V,M_i_A,W,BP,-0.655551,-0.6132977685633104,0.038191329601727414
64,III-V,M_B,Ba,InP,0.9527389999999999,0.29091086340961214,0.0672828596739544
65,III-V,M_B,La,GaAs,-0.020544,-0.14317221896390087,0.0542735519656189
66,II-VI,M_B,Si,ZnS,-0.904758,-0.661742228757913,0.04111408096064775
67,II-VI,M_i_B,Sn,CdO,0.19346300000000002,-0.11914177305248667,0.045981309121156694
68,III-V,M_i_B,Tc,BAs,-0.890865,-0.8656668179628811,0.02861142483216835
69,II-VI,M_B,Os,CdSe,-0.58324,-0.4108991423856495,0.040597225455804214
70,II-VI,M_B,Mo,CdTe,-0.64244,-0.3636182317724907,0.02621834987707827
71,II-VI,M_B,Re,CdTe,0.7012729999999999,-0.26346507422444276,0.04137052299412763
72,II-VI,M_i_A,Ba,ZnSe,-0.650158,-0.25494598466274726,0.03274292635971858
73,II-VI,M_B,Ti,CdTe,-0.578882,-0.4188780037576526,0.025701383782597516
74,II-VI,M_B,Sc,CdTe,-0.38627399999999995,-0.04910783098386781,0.04078317632518523
75,II-VI,M_i_A,Cl,ZnO,-1.060808,-1.2256319655587053,0.03554021192302008
76,II-VI,M_B,Ta,CdTe,-0.690457,-0.1629304645930683,0.035447672264273776
77,II-VI,M_B,Ba,CdTe,0.699212,0.1606463714681822,0.05256121480147853
78,IV-IV,M_i_neut,O,GeC,-1.353274,-0.8564248871064226,0.03418352701634225
79,II-VI,M_i_A,Sc,ZnS,0.8663639999999999,0.507901505390481,0.06762005120923742
80,II-VI,M_i_neut,Ti,ZnS,0.45633100000000004,0.052429179240163284,0.035865082625585555
81,IV-IV,M_B,Sb,SiC,-0.4812,-0.252730783596387,0.0633710575283967
82,III-V,M_A,Hf,BAs,-0.979216,-1.0631856675571736,0.064208399963572
83,II-VI,M_i_neut,Cs,CdS,-0.574333,-0.19772404898445678,0.057747004261341446
84,IV-IV,M_i_B,C,SnC,-0.270398,-0.5971706677992946,0.03853236231444131
85,IV-IV,M_B,Te,SnC,-0.376481,-0.0936881870826177,0.07719132670910189
86,IV-IV,M_i_B,F,GeC,-1.3288149999999999,-0.9816347858507616,0.07049238488343995
87,II-VI,M_i_neut,Cs,ZnSe,-0.687752,-0.38662287459745504,0.062330058728252695
88,IV-IV,M_A,Pb,SnC,-0.972184,-1.0203869298979367,0.05420667171561513
89,II-VI,M_i_B,Ir,CdS,-0.073768,-0.20084345301672296,0.03803433141971489
90,II-VI,M_i_B,Bi,ZnSe,0.855706,-0.13781990186841347,0.04616891255217886
91,II-VI,M_i_B,Mg,ZnS,-1.093451,-0.681466923236863,0.04503924155918082
92,II-VI,M_B,Sr,CdTe,0.275373,-0.1152302905991616,0.052804258778011516
93,II-VI,M_i_neut,Na,ZnO,-1.30159,-0.8646851770410006,0.05245890723566912
94,IV-IV,M_i_neut,Zn,SiC,-1.17947,-0.8184885781943135,0.03601382080410761
95,IV-IV,M_i_B,Al,SiC,0.34209,-0.027145345402587322,0.04221951964064825
96,II-VI,M_B,I,ZnO,-1.081831,-0.7004919080662585,0.058688440880329186
97,IV-IV,M_A,Rh,GeC,-1.420512,-1.2448371805137257,0.04110553317172411
98,II-VI,M_B,Ca,CdTe,-0.039856,-0.2089998071966436,0.04378970596269635
99,II-VI,M_i_neut,Ir,ZnS,-0.44726499999999997,-0.3378470412127768,0.034032201075963796
100,IV-IV,M_i_B,C,SiGe,-0.993606,-0.7337389409451995,0.03860446564261017
101,IV-IV,M_B,Re,SnC,-1.1004120000000002,-0.5292717587589209,0.05085727834312246
102,III-V,M_i_B,C,AlAs,-0.723079,-0.5989026250795362,0.046837171185319514
103,III-V,M_A,Te,BP,-0.129582,-0.5876509428732456,0.05316125878863969
104,II-VI,M_i_B,C,CdTe,-0.6952229999999999,-0.456595046681693,0.06580546712357681
105,III-V,M_i_neut,Pb,AlP,-0.529543,-0.3463855624453331,0.038748962855019956
106,IV-IV,M_B,Li,GeC,0.031491000000000005,-0.6396125096648763,0.0756591101304865
107,II-VI,M_i_B,Y,CdO,0.044913,0.3907496345114783,0.05214068744810263
108,II-VI,M_i_A,C,CdTe,-0.667967,-0.46338552376996595,0.05797353832409169
109,II-VI,M_i_A,W,CdTe,0.49805600000000005,0.06598284177972821,0.029796541842476907
110,IV-IV,M_A,As,SnC,-1.0414729999999999,-1.153109981180935,0.046321774300870616
111,III-V,M_i_B,Pb,GaP,-0.5150170000000001,-0.4115447229471025,0.03131948571211086
112,IV-IV,M_i_neut,W,SnC,0.148515,0.14032400523642533,0.061525905900216546
113,II-VI,M_i_A,C,ZnTe,-0.7129479999999999,-0.5645481793194561,0.06253452159818691
114,II-VI,M_i_neut,W,ZnTe,0.113647,-0.07625876963892031,0.0289329270537719
115,II-VI,M_i_neut,In,CdO,-0.086644,-0.08607040534921703,0.04909266275017078
116,II-VI,M_i_B,Sb,CdTe,0.469164,0.04507878703971156,0.0327002381966818
117,II-VI,M_i_A,Re,CdTe,0.074895,0.06694634159928652,0.04072703966100624
118,II-VI,M_B,Os,CdTe,0.042179,-0.4576765371976122,0.037605258000801015
119,II-VI,M_i_neut,C,CdTe,0.33,-0.42971330970669364,0.03601289893200805
120,IV-IV,M_B,Bi,GeC,-0.684809,-0.1794491009621984,0.08244104153107915
121,II-VI,M_i_B,Re,CdTe,-0.17776,0.07806709771409184,0.04022673776467393
122,II-VI,M_B,Ru,CdTe,-0.798744,-0.6413733334231926,0.03286626646467937
123,II-VI,M_A,O,CdS,-0.900601,-1.145835138114022,0.057318209699270976
124,II-VI,M_i_A,Al,CdS,0.588676,0.17670141544252674,0.043958583825388614
125,II-VI,M_A,Ru,CdO,-0.09692100000000001,-0.5410532713890598,0.04134866614151036
126,II-VI,M_i_A,Pb,CdO,-0.20585799999999999,-0.4703800653877822,0.047013189658981755
127,II-VI,M_B,Tc,CdTe,-0.538607,-0.5232279352553556,0.03415340763004854
128,II-VI,M_B,V,CdTe,-0.625495,-0.48575598176709195,0.025676310050699938
129,II-VI,M_B,Rh,CdTe,-0.8071119999999999,-0.6909577187407961,0.02627232697474793
130,II-VI,M_i_B,Zr,CdTe,0.7594989999999999,0.2778084575474805,0.031288698208922265
131,II-VI,M_i_B,W,CdTe,0.370395,0.07174331820467998,0.03672484385796123
132,IV-IV,M_i_neut,Sr,Si,-0.48382,-0.43130277004683676,0.030710861443693848
133,II-VI,M_i_A,Be,CdS,-0.72831,-0.6684978208837398,0.04179329700117544
134,II-VI,M_i_neut,La,CdTe,0.6176229999999999,0.39486816397515234,0.06207082637143709
135,IV-IV,M_i_A,C,Si,-0.645159,-0.829824130489842,0.04911649254218043
136,II-VI,M_i_A,Sb,CdTe,0.474972,0.01049204679864216,0.02805904651303569
137,II-VI,M_i_neut,W,CdTe,0.362768,0.08388346838294274,0.03471816428016037
138,II-VI,M_i_neut,Sb,CdTe,-0.605329,0.015730490814018495,0.030848357262042086
139,III-V,M_i_A,Tc,InP,0.014182,-0.09832700160367253,0.03914118101404218
140,IV-IV,M_B,Au,GeC,0.23057399999999997,-0.63950489327599,0.05793078945109173
141,III-V,M_i_B,Ti,BAs,-0.444083,-0.5401080870449751,0.045264647870934
142,II-VI,M_i_B,La,CdSe,0.6743899999999999,0.44971186316512346,0.05281373687230721
143,III-V,M_i_B,Mg,GaN,-1.32587,-0.8025011579216617,0.045526101154821294
144,II-VI,M_i_neut,Zr,CdTe,0.632204,0.27439605164717057,0.03224660373392662
145,II-VI,M_B,Cd,CdS,-0.648334,-0.7094679294178123,0.037154798397570916
146,II-VI,M_i_A,Sn,CdS,-0.528691,-0.10485431551355802,0.03181601943520839
147,II-VI,M_B,Hf,CdTe,-0.577177,-0.044919656194843206,0.028779771375376875
148,II-VI,M_i_B,Rb,CdS,-0.586014,-0.5394295924167564,0.04894849995193954
149,II-VI,M_i_B,Os,CdTe,-0.060551999999999995,-0.18517050019889733,0.034298093144397974
150,II-VI,M_i_neut,Y,CdTe,0.735384,0.3795121658361745,0.047337839907835966
151,II-VI,M_B,Zn,CdS,-0.649977,-0.8842822186484479,0.032405608204613905
152,II-VI,M_i_B,Be,ZnO,-1.3776389999999998,-0.9643891098613674,0.04299736448631837
153,II-VI,M_i_neut,Nb,CdTe,-0.44892600000000005,-0.07992248777430341,0.024648140468008863
154,IV-IV,M_i_A,Pb,Si,-0.421149,-0.4606173964228141,0.02599829295045285
155,II-VI,M_B,C,CdTe,-0.907805,-0.62991425815156,0.05506716284304851
156,II-VI,M_i_A,Mo,CdTe,0.152748,-0.20197965357088896,0.020749322786461497
157,II-VI,M_B,Rh,ZnSe,-0.934089,-0.7226695357290898,0.0298117303511097
158,II-VI,M_i_B,Nb,CdTe,0.594884,-0.07643638454436989,0.0282374505667526
159,III-V,M_i_neut,Sr,AlAs,-0.5392279999999999,-0.5233582792084747,0.047959750636312866
160,IV-IV,M_i_A,Fe,SnC,-0.686228,-0.3116225546002486,0.0364170539889557
161,II-VI,M_i_neut,Re,CdTe,-0.197025,0.08638823872408309,0.03867336488465511
162,II-VI,M_i_B,La,CdTe,0.792454,0.41321483396956227,0.052240289036924
163,II-VI,M_B,C,ZnSe,-1.159807,-0.7959981374763068,0.04438785537011302
164,II-VI,M_i_A,Os,CdTe,-0.527133,-0.20398301173693617,0.03291545451022686
165,IV-IV,M_i_neut,Ta,SiGe,-0.275345,-0.3278410597346616,0.028841820187491617
166,II-VI,M_i_B,Ag,ZnO,-1.139062,-0.9792871368863594,0.04009847119870219
167,II-VI,M_i_B,Sr,CdO,-0.670086,-0.3715136406680503,0.044530253051527545
168,III-V,M_i_B,Hf,InP,0.837469,0.4460455641325539,0.039609068815685156
169,II-VI,M_i_B,Ta,CdTe,0.763033,0.2021906561729053,0.03692639219454291
170,II-VI,M_B,Cr,CdTe,-0.659367,-0.5721268441719247,0.03524054089108977
171,IV-IV,M_B,Pd,SiC,-1.063705,-0.9075957218290707,0.05625252676671891
172,III-V,M_i_B,B,AlP,-0.110623,-0.36137338914422307,0.05216502961575185
173,II-VI,M_i_A,Nb,CdTe,-0.359051,-0.09295591874762735,0.026784530749057768
174,III-V,M_i_B,Ta,InAs,0.429309,0.1774880075837783,0.036982527467597975
175,III-V,M_i_B,W,InAs,0.235893,0.05262809041660528,0.0382687770415657
176,III-V,M_i_A,Te,AlAs,0.144466,-0.2446798742676696,0.0463479891191463
177,II-VI,M_i_B,Ti,CdS,1.007659,0.16881021395491308,0.0331460184696283
178,II-VI,M_i_A,Zr,ZnTe,0.057802,0.13306626009146663,0.02912447967452246
179,II-VI,M_i_A,Zr,CdTe,0.26302,0.2662368789891464,0.0311993873923225
180,III-V,M_i_neut,Mo,AlP,-0.192734,-0.3610423671381936,0.04274226813101611
181,III-V,M_B,Mg,GaP,0.035437,-0.6111741486408732,0.04467815493331796
182,II-VI,M_A,Sb,ZnO,-0.686557,-0.7429027902731218,0.05287676573209491
183,II-VI,M_B,Rb,CdTe,0.826476,-0.04514752284639386,0.05038529568746906
184,II-VI,M_A,Ir,CdO,-0.211997,-0.369374267714209,0.05613950589051972
185,II-VI,M_i_B,Rh,CdS,-0.44783,-0.35712872064497825,0.026551067944881875
186,II-VI,M_i_neut,Ta,CdTe,-0.21581,0.2078076986750476,0.03490183271668279
187,IV-IV,M_A,Bi,SiC,-1.340784,-1.0418757978036421,0.05502074442551976
188,II-VI,M_i_neut,Sc,CdTe,1.0442870000000002,0.5240961399209378,0.04660311195561167
189,II-VI,M_B,Fe,CdTe,-0.724407,-0.7184615561275844,0.036750245683744014
190,II-VI,M_i_B,As,ZnSe,0.5462779999999999,-0.26625012178851903,0.0322072921977843
191,II-VI,M_B,Co,CdTe,-0.8476459999999999,-0.7295495629763977,0.030023101247969725
192,II-VI,M_i_neut,Ga,CdS,-0.5018630000000001,-0.035749221412262826,0.03472518240600045
193,II-VI,M_i_neut,Mo,CdTe,-0.10851300000000001,-0.19269012013605594,0.022096639285839173
194,II-VI,M_i_neut,Co,CdO,-0.835909,-0.6263860947291235,0.033776696603488546
195,II-VI,M_B,K,CdTe,0.838828,-0.1750046089342645,0.0531269103143997
196,II-VI,M_i_B,Y,CdTe,0.9048719999999999,0.38701653550137777,0.04422377314095398
197,II-VI,M_i_A,Te,ZnSe,0.151579,-0.4806855892458001,0.02696871498087861
198,II-VI,M_B,B,CdTe,-0.878714,-0.6615927033137725,0.04361060786616459
199,II-VI,M_B,Be,CdTe,-0.690416,-0.7554846947496128,0.045812687064263065
200,III-V,M_i_neut,W,GaSb,-0.246533,-0.2935422258329427,0.04524781596314148
201,II-VI,M_i_A,Zn,ZnS,-1.0478299999999998,-0.7929408553459049,0.029574120329939998
202,II-VI,M_A,Zr,CdS,-0.8384299999999999,-0.1930343891702786,0.03451077053079826
203,II-VI,M_B,Li,ZnTe,0.138782,-0.45728416456341253,0.04333445236122535
204,II-VI,M_i_neut,Ba,CdTe,-0.49284700000000004,-0.14516390432268128,0.030441780088890487
205,II-VI,M_i_neut,As,CdS,-0.532076,-0.1960424886036425,0.037210007589307655
206,III-V,M_B,Hf,InSb,-0.49819300000000005,-0.10290480634967622,0.0516843770720269
207,II-VI,M_i_B,Mo,CdTe,0.136102,-0.19157274411786798,0.028304539447897004
208,II-VI,M_i_A,Ta,CdTe,-0.132237,0.17923381939635646,0.033483495593101764
209,III-V,M_i_A,Cl,GaP,-0.812837,-0.7824638322659497,0.034371051491176134
210,IV-IV,M_i_neut,La,Ge,-0.23237199999999997,0.1978872756136926,0.05708146694432833
211,II-VI,M_B,Mg,CdTe,-0.655575,-0.6855739630262425,0.03654688296167888
212,II-VI,M_B,Mn,CdTe,-0.663728,-0.839425043841875,0.03300921599604353
213,II-VI,M_i_B,B,CdSe,0.8948860000000001,-0.2832100227806361,0.043532470037624456
214,IV-IV,M_B,Rh,SiC,-1.073818,-0.770988492763024,0.04782046268359391
215,II-VI,M_i_A,La,CdTe,0.7113119999999999,0.3856580438655195,0.05848244364436285
216,II-VI,M_i_neut,Os,CdTe,-0.09349199999999999,-0.17301395703929784,0.034020870370008276
217,IV-IV,M_B,Rb,SiGe,-0.237229,-0.5233025240219449,0.07124534268686314
218,II-VI,M_B,Cs,CdTe,0.8953700000000001,0.21231493696705755,0.07154456920314829
219,III-V,M_i_B,Zr,InN,0.466801,0.46224992874870735,0.03919773929151102
220,II-VI,M_B,Si,CdSe,-0.668667,-0.6705068872766586,0.025631641817129725
221,II-VI,M_B,Ir,CdTe,-0.775468,-0.4556119764231787,0.03510955405815327
222,II-VI,M_i_B,Ti,CdTe,0.382745,0.036950012710652166,0.033585821467448464
223,II-VI,M_i_A,B,CdTe,-0.746374,-0.31066079697681886,0.05607001639351977
224,III-V,M_i_neut,Ir,InP,-0.053274,-0.16114665781273754,0.04270195646307326
225,II-VI,M_i_B,Ru,CdTe,-0.306294,-0.3466888469877748,0.021251516398743984
226,II-VI,M_i_neut,I,ZnSe,-0.27081900000000003,-0.739404167202232,0.027754021401082192
227,IV-IV,M_i_neut,Zr,Ge,-0.26955100000000004,-0.01632209284236209,0.03439767505982364
228,II-VI,M_i_A,Y,CdTe,0.749183,0.3679815164817414,0.04547926734437303
229,II-VI,M_i_B,Sc,CdTe,0.802365,0.5153291109432632,0.054366358055799986
230,III-V,M_i_B,In,AlAs,0.18497,-0.10281505074169753,0.034056762867751576
231,II-VI,M_i_neut,B,CdTe,-0.855699,-0.31735034943477386,0.05288331596805191
232,III-V,M_i_B,Os,GaSb,-0.310262,-0.4539317178822312,0.029604679363185532
233,II-VI,M_i_neut,Ti,CdTe,0.324115,0.03206811971081808,0.03477855669186672
234,II-VI,M_B,Tl,ZnSe,0.570372,-0.04574357883806568,0.058366998106125535
235,IV-IV,M_i_neut,Rb,SiSn,-0.5083409999999999,-0.7527239632627388,0.04426899427518621
236,II-VI,M_i_neut,Cd,CdS,-0.657468,-0.5718288151271681,0.03186047097120816
237,IV-IV,M_i_B,As,SiGe,-0.24411599999999997,-0.19212503377759976,0.03523361102290061
238,II-VI,M_A,C,CdSe,-0.903324,-0.7122064996845261,0.050537078538335375
239,III-V,M_i_B,Zn,BSb,-0.574651,-0.8873450012740859,0.03743481237165435
240,II-VI,M_i_neut,Sr,CdTe,-0.518796,-0.26348911403968156,0.026046670775643318
241,II-VI,M_i_A,Bi,CdSe,0.769197,-0.05687165718836127,0.047818018466798125
242,II-VI,M_i_neut,K,CdO,-0.748056,-0.5972042344379934,0.05089053653906911
243,II-VI,M_i_A,Sc,CdTe,0.43466899999999997,0.5043100041195696,0.06302253970144736
244,II-VI,M_i_B,Ba,CdTe,-0.48718,-0.13528109632269772,0.03414666389051686
245,II-VI,M_B,Li,CdTe,0.259279,-0.33709382459501214,0.038976853555119234
246,II-VI,M_i_B,Rh,CdTe,-0.49369799999999997,-0.40933820548242983,0.021340372147593746
247,IV-IV,M_i_B,P,SiGe,-0.41024099999999997,-0.4647458692424852,0.036332404693603645
248,II-VI,M_i_A,Cu,ZnO,-1.240867,-0.8578869006815723,0.03363889156188625
249,II-VI,M_i_neut,Se,ZnS,-1.0656780000000001,-0.5089365587356999,0.03873503180918407
250,II-VI,M_i_A,Rh,CdTe,-0.502066,-0.4259126204163163,0.023893553630869063
251,II-VI,M_i_B,Br,CdO,-0.7487739999999999,-0.9710390398578245,0.03900453883746715
252,II-VI,M_i_B,B,CdTe,0.940744,-0.2908653211897581,0.045152632160115364
253,IV-IV,M_i_B,N,GeC,-0.364248,-0.6904029998889867,0.07366356685020317
254,II-VI,M_i_neut,Ru,CdTe,-0.331388,-0.34707435120401836,0.021145135211714246
255,II-VI,M_i_A,Ru,CdTe,-0.6064350000000001,-0.36317195430712024,0.024193920928451046
256,IV-IV,M_i_A,Tl,SiGe,-0.615283,-0.5464693601264639,0.03382035975884349
257,II-VI,M_i_B,Te,CdS,0.379207,-0.3440407034732109,0.03211606417864046
258,II-VI,M_i_B,Tc,CdTe,-0.428411,-0.2869410812040257,0.02546692534363464
259,II-VI,M_A,C,CdTe,-0.8662639999999999,-0.7226416336767667,0.04424802262067191
260,II-VI,M_i_A,Tc,CdTe,-0.109734,-0.29450710919824286,0.028211136531304623
261,III-V,M_i_B,Cd,GaP,-0.60258,-0.6082304795101209,0.022034794798045033
262,II-VI,M_B,Na,CdTe,0.373236,-0.2235458388713539,0.04709366145449702
263,II-VI,M_i_A,Li,ZnS,-1.182901,-0.5778513405375578,0.04114756244703279
264,III-V,M_i_B,B,AlSb,-0.659235,-0.4132530034314447,0.049609696884336925
265,II-VI,M_i_B,Mn,ZnS,-1.075607,-0.7129642996662604,0.029025672701718526
266,III-V,M_B,Os,AlSb,-0.8492959999999999,-0.8224922738945135,0.038529852363495196
267,III-V,M_i_neut,In,InN,0.127444,0.07258158535305391,0.03271590112990889
268,III-V,M_i_A,Mn,BSb,-1.7888220000000001,-1.237166441569555,0.042550902553278015
269,II-VI,M_i_A,Cd,CdS,-0.6394029999999999,-0.5789847897429775,0.032108777543061365
270,II-VI,M_B,Al,CdTe,-0.07406599999999999,-0.46586033535014126,0.02992154255439497
271,II-VI,M_i_A,Ti,CdTe,-0.26546,0.022098498859165216,0.03468788346777944
272,II-VI,M_i_B,S,ZnTe,0.19325699999999998,-0.41623627700126675,0.03579156349780677
273,IV-IV,M_i_B,O,SiSn,-0.814928,-0.5830941660376201,0.044813817266769876
274,II-VI,M_i_B,Cd,CdS,-0.650796,-0.5662187484148208,0.030223196316267475
275,III-V,M_i_A,S,InP,-0.418055,-0.18538937463232144,0.03654810868254186
276,II-VI,M_i_A,Ir,CdTe,-0.155773,-0.23541443934223943,0.03337981428793673
277,II-VI,M_B,Cd,CdSe,-0.691377,-0.6912856911655958,0.029761701361667517
278,II-VI,M_B,Ni,CdTe,-0.811973,-0.7907603223529283,0.022797030962163
279,II-VI,M_A,Rh,CdO,-0.378151,-0.6739577412582678,0.03858511307677466
280,II-VI,M_i_neut,Pt,CdS,-0.455082,-0.23637655420396975,0.04575663463639265
281,II-VI,M_i_neut,Sb,ZnTe,0.10273800000000001,-0.08543439677064721,0.03069076773647444
282,II-VI,M_i_A,Ca,ZnTe,-0.656537,-0.43401448471595927,0.027211427747943922
283,II-VI,M_i_B,Na,ZnTe,-0.7728659999999999,-0.637012465038044,0.04522069382679829
284,II-VI,M_i_B,Bi,CdTe,0.557551,-0.00959289297110823,0.04438859498525579
285,II-VI,M_i_B,S,CdS,-0.09309500000000001,-0.30351315692402303,0.03299987058845957
286,II-VI,M_i_B,Ir,CdTe,-0.157884,-0.21198434656317594,0.03523749395235701
287,II-VI,M_i_neut,Rh,CdTe,-0.440964,-0.4105463947598114,0.0231321166369031
288,III-V,M_i_neut,Br,InP,-0.175756,-0.5388820385708628,0.029302140575655947
289,IV-IV,M_i_A,Os,GeSn,-0.292327,-0.47606280750021013,0.033847661861868245
290,II-VI,M_A,P,ZnS,-0.13828,-0.6548361186390342,0.04513879738319689
291,II-VI,M_B,Sb,CdTe,-0.751571,-0.6122459476538918,0.03178571945348643
292,II-VI,M_i_neut,Ca,CdSe,-0.605855,-0.27736031160340663,0.025472257661555586
293,IV-IV,M_i_neut,Mn,GeC,-0.92853,-0.7664424396881255,0.03565863477699132
294,II-VI,M_i_neut,Ca,CdTe,-0.572225,-0.3052692721423344,0.026452365813399027
295,II-VI,M_B,Zn,CdTe,-0.656601,-0.8181823736213314,0.028277925666197513
296,IV-IV,M_A,W,GeC,-1.28362,-1.1383142792620002,0.048965989466581386
297,III-V,M_i_A,Pd,InN,-0.48137700000000005,-0.6886027674467052,0.04026849646414787
298,II-VI,M_i_B,N,CdTe,0.722645,-0.387420376983998,0.051516936320366004
299,III-V,M_i_B,Nb,InSb,0.19556199999999999,-0.17285202000024052,0.028424902309310374
300,II-VI,M_i_B,Cs,CdTe,-0.521375,-0.28047155505964644,0.05392547155933639
301,IV-IV,M_i_A,Ta,Ge,-0.215017,-0.1844768368061333,0.02790482339906911
302,II-VI,M_i_A,K,ZnSe,-0.844347,-0.5180351053216136,0.03454634324300799
