,Type,Site,Impurity,AB,(+3/+2)_DFT,train_mean,train_std
163,II-VI,M_B,C,ZnSe,-1.159807,-0.815670136896036,0.04483342071793646
164,II-VI,M_i_A,Os,CdTe,-0.527133,-0.19468843744616518,0.032447116981381606
165,IV-IV,M_i_neut,Ta,SiGe,-0.275345,-0.28392714332037433,0.022158934103588965
166,II-VI,M_i_B,Ag,ZnO,-1.139062,-0.9919723564013253,0.037781293672364935
167,II-VI,M_i_B,Sr,CdO,-0.670086,-0.3975405954367144,0.043134208623997805
168,III-V,M_i_B,Hf,InP,0.837469,0.5273065017223242,0.029476951004026017
169,II-VI,M_i_B,Ta,CdTe,0.763033,0.3016671145293039,0.03329414747794522
170,II-VI,M_B,Cr,CdTe,-0.659367,-0.5704102968331204,0.03362583384914093
171,IV-IV,M_B,Pd,SiC,-1.063705,-0.9551564549040614,0.057884507483202945
172,III-V,M_i_B,B,AlP,-0.110623,-0.38179934389501435,0.04656632566356943
173,II-VI,M_i_A,Nb,CdTe,-0.359051,-0.039646256112098065,0.02414063093921425
174,III-V,M_i_B,Ta,InAs,0.429309,0.2357052464499488,0.03227989197966058
175,III-V,M_i_B,W,InAs,0.235893,0.11284708358236006,0.03445461564839644
176,III-V,M_i_A,Te,AlAs,0.144466,-0.20176677515397884,0.03842044765689958
177,II-VI,M_i_B,Ti,CdS,1.007659,0.21934190017290023,0.026965655442372807
178,II-VI,M_i_A,Zr,ZnTe,0.057802,0.2058776481236973,0.02669896938446592
179,II-VI,M_i_A,Zr,CdTe,0.26302,0.32775817002947766,0.0259186312867987
180,III-V,M_i_neut,Mo,AlP,-0.192734,-0.293723663402713,0.03588729447212281
181,III-V,M_B,Mg,GaP,0.035437,-0.5610429165376751,0.04005314691789351
182,II-VI,M_A,Sb,ZnO,-0.686557,-0.7866002954214152,0.049773706119462933
183,II-VI,M_B,Rb,CdTe,0.826476,0.053872522041235237,0.045988529662732924
184,II-VI,M_A,Ir,CdO,-0.211997,-0.2709923462142724,0.049140046902911676
185,II-VI,M_i_B,Rh,CdS,-0.44783,-0.3825340329972392,0.024063624590871704
186,II-VI,M_i_neut,Ta,CdTe,-0.21581,0.28664789329520174,0.03200263806285833
187,IV-IV,M_A,Bi,SiC,-1.340784,-1.1187887024608494,0.058032164283883775
188,II-VI,M_i_neut,Sc,CdTe,1.0442870000000002,0.6136914419165166,0.04355884394270841
189,II-VI,M_B,Fe,CdTe,-0.724407,-0.7400620077471607,0.033669211566415724
190,II-VI,M_i_B,As,ZnSe,0.5462779999999999,-0.2722058716084836,0.026642857667998072
191,II-VI,M_B,Co,CdTe,-0.8476459999999999,-0.806344992656765,0.03351053670897574
192,II-VI,M_i_neut,Ga,CdS,-0.5018630000000001,-0.04369861519555092,0.03076693626522639
193,II-VI,M_i_neut,Mo,CdTe,-0.10851300000000001,-0.13964648480332437,0.021097124886344704
194,II-VI,M_i_neut,Co,CdO,-0.835909,-0.6498653177486575,0.028472575624825743
195,II-VI,M_B,K,CdTe,0.838828,-0.14759994301242696,0.043473165618298795
196,II-VI,M_i_B,Y,CdTe,0.9048719999999999,0.39043349352532697,0.041504883295494954
197,II-VI,M_i_A,Te,ZnSe,0.151579,-0.4573795394985115,0.02625321426184779
198,II-VI,M_B,B,CdTe,-0.878714,-0.6579603016102903,0.036849315698572034
199,II-VI,M_B,Be,CdTe,-0.690416,-0.7830456019693577,0.04208456963586573
200,III-V,M_i_neut,W,GaSb,-0.246533,-0.3348152941853411,0.040896995579432945
201,II-VI,M_i_A,Zn,ZnS,-1.0478299999999998,-0.8469575794128253,0.03149119055187955
202,II-VI,M_A,Zr,CdS,-0.8384299999999999,-0.1732288551845179,0.028815212091059045
203,II-VI,M_B,Li,ZnTe,0.138782,-0.4516537833751677,0.04416889235039936
204,II-VI,M_i_neut,Ba,CdTe,-0.49284700000000004,-0.16199803721032455,0.027420900783888313
205,II-VI,M_i_neut,As,CdS,-0.532076,-0.20998059904028304,0.03408123324534899
206,III-V,M_B,Hf,InSb,-0.49819300000000005,-0.169372791737407,0.044490860430931554
207,II-VI,M_i_B,Mo,CdTe,0.136102,-0.12836183821277292,0.025840759316924807
208,II-VI,M_i_A,Ta,CdTe,-0.132237,0.25006347959309094,0.029714261924392575
209,III-V,M_i_A,Cl,GaP,-0.812837,-0.7823603789144828,0.03791337509840584
210,IV-IV,M_i_neut,La,Ge,-0.23237199999999997,0.20694112051079686,0.04977265147668112
211,II-VI,M_B,Mg,CdTe,-0.655575,-0.72179011879845,0.028996613177280035
212,II-VI,M_B,Mn,CdTe,-0.663728,-0.8733740772477212,0.03231075828474814
213,II-VI,M_i_B,B,CdSe,0.8948860000000001,-0.29022337276521776,0.041407785210174575
214,IV-IV,M_B,Rh,SiC,-1.073818,-0.7665621027212028,0.052694249228238836
215,II-VI,M_i_A,La,CdTe,0.7113119999999999,0.42001116731329535,0.05139806214501718
216,II-VI,M_i_neut,Os,CdTe,-0.09349199999999999,-0.15589983912797806,0.034811340773876924
217,IV-IV,M_B,Rb,SiGe,-0.237229,-0.5632354813874374,0.05874854716548424
218,II-VI,M_B,Cs,CdTe,0.8953700000000001,0.17300433891179115,0.054992725015506436
219,III-V,M_i_B,Zr,InN,0.466801,0.5661901437293672,0.03502617272280119
220,II-VI,M_B,Si,CdSe,-0.668667,-0.664845536422304,0.023275919091827864
221,II-VI,M_B,Ir,CdTe,-0.775468,-0.4204386858146158,0.03481803783468436
222,II-VI,M_i_B,Ti,CdTe,0.382745,0.06469692327176187,0.02829740899996875
223,II-VI,M_i_A,B,CdTe,-0.746374,-0.32881756922033106,0.05465137837959564
224,III-V,M_i_neut,Ir,InP,-0.053274,-0.08772572912251295,0.03423500827672541
225,II-VI,M_i_B,Ru,CdTe,-0.306294,-0.35691398074521763,0.018530154673025722
226,II-VI,M_i_neut,I,ZnSe,-0.27081900000000003,-0.7774962470831542,0.027462806720678166
227,IV-IV,M_i_neut,Zr,Ge,-0.26955100000000004,0.005420598146862405,0.02805288880013573
228,II-VI,M_i_A,Y,CdTe,0.749183,0.35744703936853817,0.04232444457760167
229,II-VI,M_i_B,Sc,CdTe,0.802365,0.6103823905752591,0.048966573220440596
230,III-V,M_i_B,In,AlAs,0.18497,-0.14375478812714276,0.03205752211015327
231,II-VI,M_i_neut,B,CdTe,-0.855699,-0.3352675028886928,0.05172889332843178
232,III-V,M_i_B,Os,GaSb,-0.310262,-0.4617791906993426,0.025397917715407302
233,II-VI,M_i_neut,Ti,CdTe,0.324115,0.053779578836179384,0.031207972191323048
234,II-VI,M_B,Tl,ZnSe,0.570372,-0.017531925398110465,0.054558638711528266
235,IV-IV,M_i_neut,Rb,SiSn,-0.5083409999999999,-0.784914568656075,0.042639016037123674
236,II-VI,M_i_neut,Cd,CdS,-0.657468,-0.6123619205981944,0.02562169181049436
237,IV-IV,M_i_B,As,SiGe,-0.24411599999999997,-0.17748480970884098,0.03207621229954392
238,II-VI,M_A,C,CdSe,-0.903324,-0.6913052832699498,0.051179796762275964
239,III-V,M_i_B,Zn,BSb,-0.574651,-0.843931467629913,0.03325996853777121
240,II-VI,M_i_neut,Sr,CdTe,-0.518796,-0.27649732884453354,0.024188623905006812
241,II-VI,M_i_A,Bi,CdSe,0.769197,-0.06058939142281148,0.04377753926866449
242,II-VI,M_i_neut,K,CdO,-0.748056,-0.7145909112238774,0.04919008279198754
243,II-VI,M_i_A,Sc,CdTe,0.43466899999999997,0.5912298562781257,0.056189753122944566
244,II-VI,M_i_B,Ba,CdTe,-0.48718,-0.13623250640912055,0.030675279143467328
245,II-VI,M_B,Li,CdTe,0.259279,-0.31444051161179376,0.03661527622678215
246,II-VI,M_i_B,Rh,CdTe,-0.49369799999999997,-0.43876978091800034,0.020053850841352375
247,IV-IV,M_i_B,P,SiGe,-0.41024099999999997,-0.4502028051701605,0.030155577834989535
248,II-VI,M_i_A,Cu,ZnO,-1.240867,-0.8350971683556068,0.027215412090369547
249,II-VI,M_i_neut,Se,ZnS,-1.0656780000000001,-0.47068629280746055,0.036148688764589876
250,II-VI,M_i_A,Rh,CdTe,-0.502066,-0.47118805327266705,0.022572424976395517
251,II-VI,M_i_B,Br,CdO,-0.7487739999999999,-1.0114025544267147,0.03811659816682469
252,II-VI,M_i_B,B,CdTe,0.940744,-0.3079504663500811,0.04244657201625175
253,IV-IV,M_i_B,N,GeC,-0.364248,-0.7470263709729184,0.06871345970984348
254,II-VI,M_i_neut,Ru,CdTe,-0.331388,-0.3707306811769998,0.01867546456555418
255,II-VI,M_i_A,Ru,CdTe,-0.6064350000000001,-0.38891020363673146,0.022508843533410067
256,IV-IV,M_i_A,Tl,SiGe,-0.615283,-0.6190994156268913,0.029168594298045417
257,II-VI,M_i_B,Te,CdS,0.379207,-0.3281959690530917,0.030850263622970272
258,II-VI,M_i_B,Tc,CdTe,-0.428411,-0.292501634675686,0.024624001130785257
259,II-VI,M_A,C,CdTe,-0.8662639999999999,-0.7118787132027282,0.04662217870658991
260,II-VI,M_i_A,Tc,CdTe,-0.109734,-0.31519833206241976,0.027039554196581748
261,III-V,M_i_B,Cd,GaP,-0.60258,-0.6242842920523864,0.020901458580456236
262,II-VI,M_B,Na,CdTe,0.373236,-0.17652179537212515,0.03695156794886599
263,II-VI,M_i_A,Li,ZnS,-1.182901,-0.6116979083432807,0.04143487610039352
264,III-V,M_i_B,B,AlSb,-0.659235,-0.44091380975930095,0.045881978492007286
265,II-VI,M_i_B,Mn,ZnS,-1.075607,-0.740008840094524,0.02701699313518643
266,III-V,M_B,Os,AlSb,-0.8492959999999999,-0.9528583759562167,0.03497295977429217
267,III-V,M_i_neut,In,InN,0.127444,0.06803883832991164,0.02891924487539269
268,III-V,M_i_A,Mn,BSb,-1.7888220000000001,-1.332782886672229,0.036996438944267546
269,II-VI,M_i_A,Cd,CdS,-0.6394029999999999,-0.6218442208650592,0.024773102293340104
270,II-VI,M_B,Al,CdTe,-0.07406599999999999,-0.39639189840239053,0.0322669378780223
271,II-VI,M_i_A,Ti,CdTe,-0.26546,0.042422471820051474,0.0298836053876785
272,II-VI,M_i_B,S,ZnTe,0.19325699999999998,-0.41063583283676885,0.04109040886979374
273,IV-IV,M_i_B,O,SiSn,-0.814928,-0.5412321810202598,0.04091511091973967
274,II-VI,M_i_B,Cd,CdS,-0.650796,-0.6027459238991921,0.02415941504354563
275,III-V,M_i_A,S,InP,-0.418055,-0.15706851227214713,0.03588497114875465
276,II-VI,M_i_A,Ir,CdTe,-0.155773,-0.15787738850584085,0.02841245184610574
277,II-VI,M_B,Cd,CdSe,-0.691377,-0.6641303722194605,0.024369965945316836
278,II-VI,M_B,Ni,CdTe,-0.811973,-0.7991753993575194,0.024043710329019766
279,II-VI,M_A,Rh,CdO,-0.378151,-0.6789909589296139,0.040349724185503685
280,II-VI,M_i_neut,Pt,CdS,-0.455082,-0.2633239713463682,0.04054660920903123
281,II-VI,M_i_neut,Sb,ZnTe,0.10273800000000001,-0.07891891136799792,0.030173055941127725
282,II-VI,M_i_A,Ca,ZnTe,-0.656537,-0.3789567420818399,0.029541908096748865
283,II-VI,M_i_B,Na,ZnTe,-0.7728659999999999,-0.6567831525994682,0.05277907897445672
284,II-VI,M_i_B,Bi,CdTe,0.557551,0.009820464450677685,0.03680857049981141
285,II-VI,M_i_B,S,CdS,-0.09309500000000001,-0.3173609907117733,0.030449322093977563
286,II-VI,M_i_B,Ir,CdTe,-0.157884,-0.10855124851259448,0.027960533181647373
287,II-VI,M_i_neut,Rh,CdTe,-0.440964,-0.4518860601939839,0.021493579958996718
288,III-V,M_i_neut,Br,InP,-0.175756,-0.513254151552025,0.03218454658035106
289,IV-IV,M_i_A,Os,GeSn,-0.292327,-0.4738986326853702,0.03119838975756233
290,II-VI,M_A,P,ZnS,-0.13828,-0.7358906290375004,0.0474168716517744
291,II-VI,M_B,Sb,CdTe,-0.751571,-0.6171443411143591,0.034629996568568126
292,II-VI,M_i_neut,Ca,CdSe,-0.605855,-0.19910115685446067,0.027976764250757284
293,IV-IV,M_i_neut,Mn,GeC,-0.92853,-0.7997128450090423,0.029767479547588363
294,II-VI,M_i_neut,Ca,CdTe,-0.572225,-0.23953265485058717,0.02804769407520663
295,II-VI,M_B,Zn,CdTe,-0.656601,-0.8373222096201502,0.03156463008207493
296,IV-IV,M_A,W,GeC,-1.28362,-1.1409829211273257,0.04252782834779647
297,III-V,M_i_A,Pd,InN,-0.48137700000000005,-0.7387647634541988,0.034433547365967335
298,II-VI,M_i_B,N,CdTe,0.722645,-0.4750541983825352,0.04525644327234769
299,III-V,M_i_B,Nb,InSb,0.19556199999999999,-0.20370420839467762,0.026137709352457888
300,II-VI,M_i_B,Cs,CdTe,-0.521375,-0.3625780084006579,0.04581249825446022
301,IV-IV,M_i_A,Ta,Ge,-0.215017,-0.14317790668647037,0.027113317925540458
302,II-VI,M_i_A,K,ZnSe,-0.844347,-0.5824043686312401,0.03501103865445332
