,Type,Site,Impurity,AB,(-2/-3)_DFT,train_mean,train_std
134,II-VI,M_i_neut,La,CdTe,2.578718,2.542585629426942,0.018587649537598547
135,IV-IV,M_i_A,C,Si,1.288743,1.3367495126674132,0.022382432529346755
136,II-VI,M_i_A,Sb,CdTe,2.117354,2.3473177672990895,0.01338770526765576
137,II-VI,M_i_neut,W,CdTe,2.292494,2.2804995263561434,0.0168205388886512
138,II-VI,M_i_neut,Sb,CdTe,2.383843,2.3420479687445743,0.012852012968336025
139,III-V,M_i_A,Tc,InP,1.9951720000000002,1.9972074300194151,0.020590903235423046
140,IV-IV,M_B,Au,GeC,3.1181400000000004,3.436824042222226,0.03417810795296925
141,III-V,M_i_B,Ti,BAs,2.293191,2.3041095491128494,0.026706239817567708
142,II-VI,M_i_B,La,CdSe,3.07324,2.899024188381634,0.019146226750952237
143,III-V,M_i_B,Mg,GaN,5.127205,4.842175324114139,0.08456951317952827
144,II-VI,M_i_neut,Zr,CdTe,2.226891,2.45323695567104,0.013435238356232101
145,II-VI,M_B,Cd,CdS,2.91876,3.242194329132078,0.026212153500359634
146,II-VI,M_i_A,Sn,CdS,3.3047940000000002,3.1555525643943363,0.02179958729025012
147,II-VI,M_B,Hf,CdTe,2.175641,2.321689174461418,0.01793442494559564
148,II-VI,M_i_B,Rb,CdS,3.571989,3.5010808867326575,0.024975566141713895
149,II-VI,M_i_B,Os,CdTe,2.104975,2.313339640551007,0.013476644340584168
150,II-VI,M_i_neut,Y,CdTe,2.574491,2.5322729359631198,0.013561386007940527
151,II-VI,M_B,Zn,CdS,2.784595,3.207475892430618,0.028770747445182574
152,II-VI,M_i_B,Be,ZnO,4.147583,3.9696799994225884,0.03999253542532751
153,II-VI,M_i_neut,Nb,CdTe,2.437003,2.369515274107777,0.013304931357912182
154,IV-IV,M_i_A,Pb,Si,1.788904,1.6313171820095924,0.026202790546915662
155,II-VI,M_B,C,CdTe,1.9156419999999998,1.9690149127904568,0.01905405476090655
156,II-VI,M_i_A,Mo,CdTe,2.430486,2.303948890883288,0.013132499390393064
157,II-VI,M_B,Rh,ZnSe,3.09555,3.160707804996566,0.025361356799574852
158,II-VI,M_i_B,Nb,CdTe,2.416249,2.3899936441138614,0.014213016334196728
159,III-V,M_i_neut,Sr,AlAs,2.727993,2.617120315533294,0.030745467352900183
160,IV-IV,M_i_A,Fe,SnC,2.540655,2.4264958339094114,0.02306587233130317
161,II-VI,M_i_neut,Re,CdTe,2.291897,2.359874341100864,0.019460486627746073
162,II-VI,M_i_B,La,CdTe,2.7099599999999997,2.5723175898424757,0.019386681932071298
163,II-VI,M_B,C,ZnSe,2.846282,2.951124455301322,0.023117101212727514
164,II-VI,M_i_A,Os,CdTe,2.353152,2.2915945141449803,0.014623555593698724
165,IV-IV,M_i_neut,Ta,SiGe,2.0,1.4206181209332673,0.01580829821717824
166,II-VI,M_i_B,Ag,ZnO,4.24242,4.050513243493826,0.037087556023841825
167,II-VI,M_i_B,Sr,CdO,2.812395,2.863720059847613,0.028458322034786983
168,III-V,M_i_B,Hf,InP,2.196743,2.1295600220718436,0.021272288635529997
169,II-VI,M_i_B,Ta,CdTe,2.356633,2.417100164758673,0.018990966819279736
170,II-VI,M_B,Cr,CdTe,2.051452,2.2634709811445597,0.016189353291114518
171,IV-IV,M_B,Pd,SiC,3.8841349999999997,3.7490300965357477,0.03207006803760164
172,III-V,M_i_B,B,AlP,2.806816,2.750820697729368,0.027940618832101163
173,II-VI,M_i_A,Nb,CdTe,2.341123,2.377535301410353,0.01469114580862477
174,III-V,M_i_B,Ta,InAs,1.6457439999999999,1.5653877242142638,0.026461930048404247
175,III-V,M_i_B,W,InAs,1.630435,1.478924239473325,0.023209428993486696
176,III-V,M_i_A,Te,AlAs,2.610303,2.7131363763432006,0.02742145641639839
177,II-VI,M_i_B,Ti,CdS,3.381648,3.2464144040917815,0.02211118506110743
178,II-VI,M_i_A,Zr,ZnTe,2.58507,2.7576159052376994,0.03468844907949332
179,II-VI,M_i_A,Zr,CdTe,2.59645,2.460298782222548,0.013609895042140741
180,III-V,M_i_neut,Mo,AlP,2.546037,2.782629793322179,0.017317100504544887
181,III-V,M_B,Mg,GaP,1.985212,2.3927075409163185,0.03927017887464321
182,II-VI,M_A,Sb,ZnO,4.244441999999999,4.044557270548725,0.04607609539770526
183,II-VI,M_B,Rb,CdTe,2.569753,2.5196959342508443,0.014420265025076462
184,II-VI,M_A,Ir,CdO,2.511734,2.3283795213173906,0.02681766389352458
185,II-VI,M_i_B,Rh,CdS,2.81127,3.1538701060118526,0.022682175265624695
186,II-VI,M_i_neut,Ta,CdTe,1.079331,2.375201884462684,0.013408046885942371
187,IV-IV,M_A,Bi,SiC,3.758488,3.613493125151436,0.028268800853779894
188,II-VI,M_i_neut,Sc,CdTe,2.5665270000000002,2.4612290783679898,0.011790975134713305
189,II-VI,M_B,Fe,CdTe,2.898275,2.258113818631597,0.012218960380701294
190,II-VI,M_i_B,As,ZnSe,2.658819,3.2495142305284417,0.017513102027663298
191,II-VI,M_B,Co,CdTe,2.086062,2.236636709919988,0.012348724071472729
192,II-VI,M_i_neut,Ga,CdS,3.373706,3.2553642219914565,0.025271202491544808
193,II-VI,M_i_neut,Mo,CdTe,2.361259,2.2983099985104216,0.013546916459447132
194,II-VI,M_i_neut,Co,CdO,2.571491,2.4311535442817536,0.02444733978790669
195,II-VI,M_B,K,CdTe,2.549674,2.494260371953147,0.014718871595476387
196,II-VI,M_i_B,Y,CdTe,2.7255409999999998,2.5512351250452605,0.014683915465304037
197,II-VI,M_i_A,Te,ZnSe,3.248464,3.2479278956251094,0.021028778272995444
198,II-VI,M_B,B,CdTe,1.057379,2.189917739952204,0.016904483401187862
199,II-VI,M_B,Be,CdTe,1.5720100000000001,2.255177387858638,0.022255920777361216
200,III-V,M_i_neut,W,GaSb,0.820047,0.9776745000537291,0.02632264138427535
201,II-VI,M_i_A,Zn,ZnS,4.485951999999999,4.310686228192482,0.028917320964777924
202,II-VI,M_A,Zr,CdS,3.3051180000000002,3.248102279346149,0.02487420800749718
203,II-VI,M_B,Li,ZnTe,2.118866,2.4472718794716255,0.04434273376019771
204,II-VI,M_i_neut,Ba,CdTe,2.650286,2.6807589579700406,0.01325009265480161
205,II-VI,M_i_neut,As,CdS,2.804982,3.087515961294373,0.021448137184360394
206,III-V,M_B,Hf,InSb,1.1915440000000002,0.947296981555553,0.02569133177593999
207,II-VI,M_i_B,Mo,CdTe,2.649126,2.320008077156278,0.014476132876299017
208,II-VI,M_i_A,Ta,CdTe,2.355066,2.3964898927919385,0.020583633751635817
209,III-V,M_i_A,Cl,GaP,2.546306,2.5281052900434853,0.0464934418370978
210,IV-IV,M_i_neut,La,Ge,1.088535,1.1216216619070287,0.02118321826053651
211,II-VI,M_B,Mg,CdTe,2.041787,2.4021830470283776,0.020200247408515244
212,II-VI,M_B,Mn,CdTe,2.11173,2.3036930040144137,0.017911934463173105
213,II-VI,M_i_B,B,CdSe,2.795287,2.5853815844942902,0.022015484687066232
214,IV-IV,M_B,Rh,SiC,3.961979,3.7416605429208856,0.027118588753126477
215,II-VI,M_i_A,La,CdTe,2.584216,2.5511681365120515,0.019845548328368365
216,II-VI,M_i_neut,Os,CdTe,2.2623580000000003,2.2782954419043664,0.015448160713618547
217,IV-IV,M_B,Rb,SiGe,1.110645,1.5493080856159707,0.026928686311475228
218,II-VI,M_B,Cs,CdTe,2.065381,2.4150081345649443,0.030119988535522745
219,III-V,M_i_B,Zr,InN,3.081378,2.7918470786725953,0.025103620146214648
220,II-VI,M_B,Si,CdSe,2.176329,2.475948132349182,0.022416546529488653
221,II-VI,M_B,Ir,CdTe,2.132198,2.0947922766434894,0.01486294576635858
222,II-VI,M_i_B,Ti,CdTe,2.5085439999999997,2.4169947362973057,0.01174815406821456
223,II-VI,M_i_A,B,CdTe,2.130558,2.289598903899531,0.021032943277474892
224,III-V,M_i_neut,Ir,InP,2.0379680000000002,2.0360766593472457,0.020731793723382
225,II-VI,M_i_B,Ru,CdTe,2.179221,2.328616861846576,0.009215739452936422
226,II-VI,M_i_neut,I,ZnSe,3.511829,3.347613897313496,0.025080835784031943
227,IV-IV,M_i_neut,Zr,Ge,1.0353569999999999,1.0400982571041748,0.014183450589357797
228,II-VI,M_i_A,Y,CdTe,2.55478,2.5412483273606754,0.012138992825165658
229,II-VI,M_i_B,Sc,CdTe,2.6745740000000002,2.4698821176896977,0.014584837700808309
230,III-V,M_i_B,In,AlAs,2.692723,2.6708091270591834,0.022430996209752994
231,II-VI,M_i_neut,B,CdTe,2.335843,2.2868140924476696,0.01951577367588631
232,III-V,M_i_B,Os,GaSb,0.7778010000000001,1.0508235292247705,0.025629996841623075
233,II-VI,M_i_neut,Ti,CdTe,2.573397,2.4067651006042268,0.011160004018736179
234,II-VI,M_B,Tl,ZnSe,2.804377,3.3637383857970975,0.021998663440891
235,IV-IV,M_i_neut,Rb,SiSn,1.5232700000000001,1.4771302741422967,0.022164696598560307
236,II-VI,M_i_neut,Cd,CdS,3.4895169999999998,3.259745208700758,0.023442492212689292
237,IV-IV,M_i_B,As,SiGe,1.318191,1.3718205062704318,0.01712634499276828
238,II-VI,M_A,C,CdSe,2.607941,2.353397926228833,0.021368970792482227
239,III-V,M_i_B,Zn,BSb,1.9446729999999999,1.7553214120519722,0.02593572387129975
240,II-VI,M_i_neut,Sr,CdTe,2.6855700000000002,2.7099980306425016,0.01235929154354516
241,II-VI,M_i_A,Bi,CdSe,2.621547,2.675687473384854,0.021602242599726932
242,II-VI,M_i_neut,K,CdO,2.7073240000000003,2.682063593143917,0.028312028879852853
243,II-VI,M_i_A,Sc,CdTe,2.520083,2.462914951668915,0.01217369175716627
244,II-VI,M_i_B,Ba,CdTe,2.799496,2.7081865919076122,0.013516143285905493
245,II-VI,M_B,Li,CdTe,1.9633080000000003,2.1607825174916626,0.04315748988945303
246,II-VI,M_i_B,Rh,CdTe,2.163712,2.3092854251568986,0.010562229123028106
247,IV-IV,M_i_B,P,SiGe,1.230359,1.276445699752084,0.014181690060978563
248,II-VI,M_i_A,Cu,ZnO,4.17957,3.936974501973014,0.0335262975019705
249,II-VI,M_i_neut,Se,ZnS,4.15536,4.049938577817746,0.02913989129191857
250,II-VI,M_i_A,Rh,CdTe,2.247275,2.2952645216761534,0.009731100381662182
251,II-VI,M_i_B,Br,CdO,2.2902560000000003,2.557034698919828,0.03543970342826268
252,II-VI,M_i_B,B,CdTe,2.421351,2.2948300551336116,0.01893664028401519
253,IV-IV,M_i_B,N,GeC,3.537153,3.103962644521886,0.03395536176888941
254,II-VI,M_i_neut,Ru,CdTe,2.2294709999999998,2.3093556349516686,0.008407001320296908
255,II-VI,M_i_A,Ru,CdTe,2.3567720000000003,2.3163307099031263,0.009125333251025164
256,IV-IV,M_i_A,Tl,SiGe,1.688005,1.600963778231598,0.02000752570517987
257,II-VI,M_i_B,Te,CdS,2.838851,3.19850653313355,0.018657003805543356
258,II-VI,M_i_B,Tc,CdTe,2.343128,2.353240403402496,0.018316515191649407
259,II-VI,M_A,C,CdTe,2.173102,2.0547727868627477,0.020556283328813908
260,II-VI,M_i_A,Tc,CdTe,2.282274,2.3427990898805815,0.01781186054517563
261,III-V,M_i_B,Cd,GaP,2.712768,2.512356664449156,0.03195027950106264
262,II-VI,M_B,Na,CdTe,2.2830209999999997,2.3494411520978873,0.024153244486981314
263,II-VI,M_i_A,Li,ZnS,4.641594,4.155090186501062,0.04836509088662638
264,III-V,M_i_B,B,AlSb,1.9532169999999998,1.901773527810036,0.05458118776144764
265,II-VI,M_i_B,Mn,ZnS,4.4565339999999996,4.3282108548288285,0.029813327141256587
266,III-V,M_B,Os,AlSb,1.6260139999999998,1.7801253261305257,0.06070186612535678
267,III-V,M_i_neut,In,InN,2.823434,2.814836298665868,0.033895290359107884
268,III-V,M_i_A,Mn,BSb,1.9289049999999999,1.7340126245433893,0.02625990347234815
269,II-VI,M_i_A,Cd,CdS,3.4799919999999998,3.2656205037112755,0.022033904914110527
270,II-VI,M_B,Al,CdTe,1.562686,2.3075552144903986,0.014337180753947923
271,II-VI,M_i_A,Ti,CdTe,2.5623,2.4115432929995237,0.01229846865795231
272,II-VI,M_i_B,S,ZnTe,2.151077,2.3689093279081788,0.0309074152600965
273,IV-IV,M_i_B,O,SiSn,0.988347,0.9532540559156129,0.03006019842391817
274,II-VI,M_i_B,Cd,CdS,3.53326,3.335994245061177,0.02730783690849102
275,III-V,M_i_A,S,InP,1.975484,2.011132909829519,0.02056551048816164
276,II-VI,M_i_A,Ir,CdTe,2.143062,2.265607141481773,0.015202362377431854
277,II-VI,M_B,Cd,CdSe,2.480143,2.6524476139711277,0.013471061020509961
278,II-VI,M_B,Ni,CdTe,2.085702,2.2084340264587663,0.012048859249843457
279,II-VI,M_A,Rh,CdO,2.441405,2.367509372961832,0.024892505210971118
280,II-VI,M_i_neut,Pt,CdS,3.35301,3.0870673592538487,0.022480948767306833
281,II-VI,M_i_neut,Sb,ZnTe,2.6076650000000003,2.629263469102399,0.033415754422946496
282,II-VI,M_i_A,Ca,ZnTe,2.757532,2.9401632717979185,0.03639837081506063
283,II-VI,M_i_B,Na,ZnTe,2.815497,2.7383844322493722,0.03214324995937627
284,II-VI,M_i_B,Bi,CdTe,2.25849,2.4103593232352987,0.01775844630106823
285,II-VI,M_i_B,S,CdS,2.657089,2.9647581996592436,0.022176108427236774
286,II-VI,M_i_B,Ir,CdTe,2.1021,2.2905763929555305,0.015897003042894924
287,II-VI,M_i_neut,Rh,CdTe,2.311384,2.2897540501523443,0.00916282433418425
288,III-V,M_i_neut,Br,InP,2.147064,2.252399654947868,0.024294454460293765
289,IV-IV,M_i_A,Os,GeSn,0.732386,0.8488881246858149,0.01907467764190169
290,II-VI,M_A,P,ZnS,4.035572,4.12796127436708,0.02703988169399513
291,II-VI,M_B,Sb,CdTe,2.287954,2.2063343881520128,0.014886439471876498
292,II-VI,M_i_neut,Ca,CdSe,2.9913220000000003,2.9372978052561356,0.01476478836760943
293,IV-IV,M_i_neut,Mn,GeC,3.009623,3.3189800931637423,0.024378200643187645
294,II-VI,M_i_neut,Ca,CdTe,2.646398,2.6465411497212132,0.012438696311952982
295,II-VI,M_B,Zn,CdTe,1.9066319999999999,2.2993581368928346,0.013929235065363758
296,IV-IV,M_A,W,GeC,3.304637,3.072630322306062,0.030260861827579855
297,III-V,M_i_A,Pd,InN,2.862658,2.6638095626092566,0.03452518306548868
298,II-VI,M_i_B,N,CdTe,2.3551,2.089474644778022,0.025870166760001874
299,III-V,M_i_B,Nb,InSb,1.236566,1.1678807718655584,0.018980034848804114
300,II-VI,M_i_B,Cs,CdTe,2.812783,2.5991832129032977,0.031472042048515
301,IV-IV,M_i_A,Ta,Ge,0.959542,0.97159434439136,0.021202709227259506
302,II-VI,M_i_A,K,ZnSe,3.7358849999999997,3.5647185592470265,0.01923780682236273
303,II-VI,M_i_neut,Cd,CdO,2.603353,2.5393396705531015,0.025100076946161436
304,II-VI,M_A,Sb,CdTe,2.485635,2.2855726582697065,0.013585436177271697
305,II-VI,M_i_neut,N,CdTe,2.163623,2.088129572376654,0.026515107938415657
306,II-VI,M_i_B,Hf,CdTe,2.5049259999999998,2.5145066457926917,0.017791663873465
307,III-V,M_i_B,La,GaSb,1.379529,1.1682848096469443,0.03163637279370428
308,II-VI,M_i_A,V,CdTe,1.066608,2.3630796184029346,0.01210869989285618
309,II-VI,M_i_B,Sr,CdSe,3.0458380000000003,3.0411684352534527,0.018414771455491304
310,II-VI,M_i_B,V,CdTe,2.4138919999999997,2.3743594641085637,0.015577244799398099
311,IV-IV,M_A,Na,GeSn,0.625262,0.8262522916163633,0.023876300393692713
312,II-VI,M_i_neut,Tc,CdTe,2.280864,2.3330647172023844,0.01715695617069479
313,IV-IV,M_A,Os,SiC,3.439861,3.4528742836713526,0.028412417715324836
314,IV-IV,M_i_B,As,SiSn,1.199292,1.153016550620579,0.01988005005201705
315,III-V,M_B,Hg,BSb,1.310093,1.6034507545625594,0.02696357851901017
