,Type,Site,Impurity,AB,(+3/+2)_DFT,train_mean,train_std
38,II-VI,M_B,Na,CdS,0.9455879999999999,0.04476793141770114,0.04638307627231221
39,II-VI,M_i_A,Mo,CdS,0.912949,0.048398952460986334,0.02444661998884249
40,II-VI,M_i_neut,Pb,ZnS,-0.573932,-0.44515533697148235,0.025617010276084384
41,IV-IV,M_B,I,SiC,0.653886,0.3111144223048089,0.07726371457307618
42,II-VI,M_i_neut,La,ZnSe,1.351226,0.3843067269915311,0.028958221578307217
43,II-VI,M_i_A,Tc,CdO,-0.369743,0.22328215304841387,0.051191609699678314
44,II-VI,M_B,Zr,CdTe,-0.544794,-0.21372407804574456,0.029262079298291156
45,II-VI,M_B,La,CdTe,-0.03901,0.3109457830281859,0.04343517341197433
46,II-VI,M_B,W,CdTe,-0.7586609999999999,-0.18355226964596089,0.03397952854406222
47,IV-IV,M_i_A,Ru,SiC,-1.031174,-0.7454279643648274,0.030867051037800252
48,III-V,M_i_neut,Cl,BSb,-0.77048,-0.5328774497836987,0.05555232444120278
49,II-VI,M_i_B,Al,ZnS,1.53053,0.16665983901069367,0.02865668969649448
50,IV-IV,M_i_B,Al,GeC,0.709196,0.1364242444932514,0.038709018793207005
51,III-V,M_i_neut,Pt,BP,-0.809738,-0.877735447724491,0.03691952783968498
52,III-V,M_i_neut,Ag,BP,-1.0559379999999998,-1.0678701201567764,0.03639941684059308
53,III-V,M_i_A,Ba,GaP,-0.5378149999999999,-0.24214340901563416,0.041518917640282725
54,II-VI,M_B,Nb,CdTe,-0.6100260000000001,-0.2415051256620083,0.02939408251423675
55,IV-IV,M_i_A,Tc,SiC,-0.76277,-0.4603199759804153,0.03428315796266746
56,II-VI,M_B,Y,CdTe,-0.156436,0.11187974517383696,0.028065366204725405
57,III-V,M_i_B,I,AlP,-0.162627,-0.5193403358325483,0.04240907597091141
58,II-VI,M_B,Ca,CdSe,0.339708,-0.037327888737141546,0.04308730852909055
59,III-V,M_i_A,Be,GaN,-1.3283719999999999,-1.0351786556808231,0.03594725168187407
60,III-V,M_B,I,InN,-0.427109,0.036423807087365936,0.07186397986084053
61,IV-IV,M_i_A,B,SiC,-0.395011,-0.6554297998683736,0.04476075382850026
62,II-VI,M_B,Co,ZnS,-1.148369,-0.7365583863187865,0.03985314644691132
63,III-V,M_i_A,W,BP,-0.655551,-0.5296369173542329,0.031385236087312744
64,III-V,M_B,Ba,InP,0.9527389999999999,0.37055106774756613,0.05711748653503902
65,III-V,M_B,La,GaAs,-0.020544,-0.1716630894579993,0.03646579115032696
66,II-VI,M_B,Si,ZnS,-0.904758,-0.5506107307735129,0.03555965548263928
67,II-VI,M_i_B,Sn,CdO,0.19346300000000002,-0.08134779036072955,0.04035278606887863
68,III-V,M_i_B,Tc,BAs,-0.890865,-0.8929095519529551,0.023864186454425135
69,II-VI,M_B,Os,CdSe,-0.58324,-0.3991731231706388,0.04015730762882091
70,II-VI,M_B,Mo,CdTe,-0.64244,-0.3469057486478529,0.02729395309628678
71,II-VI,M_B,Re,CdTe,0.7012729999999999,-0.24613256871028696,0.03988805066538382
72,II-VI,M_i_A,Ba,ZnSe,-0.650158,-0.2709420993652696,0.03405962243714009
73,II-VI,M_B,Ti,CdTe,-0.578882,-0.41110437984553166,0.02317606047945524
74,II-VI,M_B,Sc,CdTe,-0.38627399999999995,0.019700181071815148,0.03751094712184409
75,II-VI,M_i_A,Cl,ZnO,-1.060808,-1.2953406412450097,0.03469413458657283
76,II-VI,M_B,Ta,CdTe,-0.690457,-0.11941438220870777,0.034402699630558746
77,II-VI,M_B,Ba,CdTe,0.699212,0.19173083342630995,0.03620033414855045
78,IV-IV,M_i_neut,O,GeC,-1.353274,-0.8515366884028289,0.0337631712552712
79,II-VI,M_i_A,Sc,ZnS,0.8663639999999999,0.6078868744619835,0.058344325338682786
80,II-VI,M_i_neut,Ti,ZnS,0.45633100000000004,0.10321512222921306,0.0288298703437129
81,IV-IV,M_B,Sb,SiC,-0.4812,-0.23351931256316907,0.05659050377808307
82,III-V,M_A,Hf,BAs,-0.979216,-1.0476227832262934,0.04532979507051109
83,II-VI,M_i_neut,Cs,CdS,-0.574333,-0.29374520149309324,0.04536421792887907
84,IV-IV,M_i_B,C,SnC,-0.270398,-0.619893046448078,0.0350424891442058
85,IV-IV,M_B,Te,SnC,-0.376481,-0.051617182402380425,0.06796439229177215
86,IV-IV,M_i_B,F,GeC,-1.3288149999999999,-0.9639864418958073,0.06282839954200879
87,II-VI,M_i_neut,Cs,ZnSe,-0.687752,-0.5030803800322139,0.055856403536998694
88,IV-IV,M_A,Pb,SnC,-0.972184,-1.0386042189485645,0.05005227297754423
89,II-VI,M_i_B,Ir,CdS,-0.073768,-0.10769378307684492,0.02801554035437541
90,II-VI,M_i_B,Bi,ZnSe,0.855706,-0.131470136365182,0.039436475838078563
91,II-VI,M_i_B,Mg,ZnS,-1.093451,-0.7000034769035279,0.039241254866012314
92,II-VI,M_B,Sr,CdTe,0.275373,-0.08752762373685963,0.03580098360248683
93,II-VI,M_i_neut,Na,ZnO,-1.30159,-0.9833228164778612,0.05146536452495997
94,IV-IV,M_i_neut,Zn,SiC,-1.17947,-0.8576236553463541,0.035003072513977676
95,IV-IV,M_i_B,Al,SiC,0.34209,0.03930387269375451,0.0376814117990508
96,II-VI,M_B,I,ZnO,-1.081831,-0.7255956450426435,0.060330208182068724
97,IV-IV,M_A,Rh,GeC,-1.420512,-1.3021407918327559,0.03692123879444889
98,II-VI,M_B,Ca,CdTe,-0.039856,-0.13178927910302943,0.03317844335089009
99,II-VI,M_i_neut,Ir,ZnS,-0.44726499999999997,-0.2371190351374107,0.027202719850138155
100,IV-IV,M_i_B,C,SiGe,-0.993606,-0.7236795384555871,0.03399236239930401
101,IV-IV,M_B,Re,SnC,-1.1004120000000002,-0.5162274524982786,0.04538191865049951
102,III-V,M_i_B,C,AlAs,-0.723079,-0.5854537900025182,0.041774838101792264
103,III-V,M_A,Te,BP,-0.129582,-0.6284396812305293,0.04511415675880677
104,II-VI,M_i_B,C,CdTe,-0.6952229999999999,-0.435669449725688,0.05958050972663698
105,III-V,M_i_neut,Pb,AlP,-0.529543,-0.33336196302200644,0.029738262827788263
106,IV-IV,M_B,Li,GeC,0.031491000000000005,-0.6157168827169385,0.058541800411527116
107,II-VI,M_i_B,Y,CdO,0.044913,0.39146772671796437,0.04572265015540832
108,II-VI,M_i_A,C,CdTe,-0.667967,-0.4415431472842141,0.05457015813486953
109,II-VI,M_i_A,W,CdTe,0.49805600000000005,0.13747796906253582,0.02686826522637286
110,IV-IV,M_A,As,SnC,-1.0414729999999999,-1.1623568086434457,0.040270530633694714
111,III-V,M_i_B,Pb,GaP,-0.5150170000000001,-0.3959583108983429,0.021173552083261233
112,IV-IV,M_i_neut,W,SnC,0.148515,0.18453747650168256,0.04861559568520007
113,II-VI,M_i_A,C,ZnTe,-0.7129479999999999,-0.5357933591201975,0.057897341964902295
114,II-VI,M_i_neut,W,ZnTe,0.113647,0.03264176770404333,0.02730556181953597
115,II-VI,M_i_neut,In,CdO,-0.086644,-0.1235518633199764,0.04722234463693445
116,II-VI,M_i_B,Sb,CdTe,0.469164,0.056773196694021234,0.030677666665240428
117,II-VI,M_i_A,Re,CdTe,0.074895,0.09755935749414432,0.03796755397660653
118,II-VI,M_B,Os,CdTe,0.042179,-0.4669110474016026,0.03627220051630829
119,II-VI,M_i_neut,C,CdTe,0.33,-0.40932684047839746,0.03480718564628057
120,IV-IV,M_B,Bi,GeC,-0.684809,-0.19516743931615838,0.07544384907704109
121,II-VI,M_i_B,Re,CdTe,-0.17776,0.13142236336447694,0.037942965567927554
122,II-VI,M_B,Ru,CdTe,-0.798744,-0.6741994588849988,0.030298499945330484
123,II-VI,M_A,O,CdS,-0.900601,-1.1890580619281823,0.046937279359305424
124,II-VI,M_i_A,Al,CdS,0.588676,0.26815847342386656,0.03757599290044784
125,II-VI,M_A,Ru,CdO,-0.09692100000000001,-0.5426856884012576,0.04267892932129423
126,II-VI,M_i_A,Pb,CdO,-0.20585799999999999,-0.47060836628096875,0.04669515192615317
127,II-VI,M_B,Tc,CdTe,-0.538607,-0.5803083914135241,0.03127638269669125
128,II-VI,M_B,V,CdTe,-0.625495,-0.4900617647776032,0.026345786572525377
129,II-VI,M_B,Rh,CdTe,-0.8071119999999999,-0.7379184632913562,0.02528209634909422
130,II-VI,M_i_B,Zr,CdTe,0.7594989999999999,0.3503646408495805,0.025487141546577732
131,II-VI,M_i_B,W,CdTe,0.370395,0.16643763725881988,0.029885663366407984
132,IV-IV,M_i_neut,Sr,Si,-0.48382,-0.4628306765938839,0.02628604934567359
133,II-VI,M_i_A,Be,CdS,-0.72831,-0.7110705208259196,0.037237916718560415
134,II-VI,M_i_neut,La,CdTe,0.6176229999999999,0.433690916059531,0.05294944723629987
135,IV-IV,M_i_A,C,Si,-0.645159,-0.8376016671632266,0.044191135531137245
136,II-VI,M_i_A,Sb,CdTe,0.474972,0.011803074578514604,0.02523556330338111
137,II-VI,M_i_neut,W,CdTe,0.362768,0.16158758559544154,0.030988674695023942
138,II-VI,M_i_neut,Sb,CdTe,-0.605329,0.021704142498529512,0.029962241615270856
139,III-V,M_i_A,Tc,InP,0.014182,-0.10563152628951267,0.03470158422484737
140,IV-IV,M_B,Au,GeC,0.23057399999999997,-0.5414719084961757,0.04670597756771502
141,III-V,M_i_B,Ti,BAs,-0.444083,-0.5396812008051889,0.034914054542855094
142,II-VI,M_i_B,La,CdSe,0.6743899999999999,0.5077141061298771,0.0491780688356624
143,III-V,M_i_B,Mg,GaN,-1.32587,-0.792747275682647,0.03503553621333197
144,II-VI,M_i_neut,Zr,CdTe,0.632204,0.3397400259815508,0.025900868263524536
145,II-VI,M_B,Cd,CdS,-0.648334,-0.6253269110426152,0.030252435315955617
146,II-VI,M_i_A,Sn,CdS,-0.528691,-0.08201933472123188,0.02755485977958475
147,II-VI,M_B,Hf,CdTe,-0.577177,0.013108865348757414,0.024907122047533203
148,II-VI,M_i_B,Rb,CdS,-0.586014,-0.5310724131583113,0.04248010790241219
149,II-VI,M_i_B,Os,CdTe,-0.060551999999999995,-0.14987041292896647,0.030987649629047497
150,II-VI,M_i_neut,Y,CdTe,0.735384,0.3660298925810687,0.04154029251094665
151,II-VI,M_B,Zn,CdS,-0.649977,-0.8361534554359288,0.028242600361368875
152,II-VI,M_i_B,Be,ZnO,-1.3776389999999998,-0.9971245854946696,0.03662529695629123
153,II-VI,M_i_neut,Nb,CdTe,-0.44892600000000005,-0.026251081217937573,0.020656938288123452
154,IV-IV,M_i_A,Pb,Si,-0.421149,-0.47662407339213597,0.022805849614693615
155,II-VI,M_B,C,CdTe,-0.907805,-0.6057313434070458,0.05445029381794758
156,II-VI,M_i_A,Mo,CdTe,0.152748,-0.1557302750942012,0.019442587757212516
157,II-VI,M_B,Rh,ZnSe,-0.934089,-0.7031938620639876,0.03139341530739482
158,II-VI,M_i_B,Nb,CdTe,0.594884,-0.013830430034885464,0.02341061247114338
159,III-V,M_i_neut,Sr,AlAs,-0.5392279999999999,-0.5352310362670817,0.04148398745777602
160,IV-IV,M_i_A,Fe,SnC,-0.686228,-0.37097993385833095,0.03270803106585838
161,II-VI,M_i_neut,Re,CdTe,-0.197025,0.1268951318525261,0.03639945035828889
162,II-VI,M_i_B,La,CdTe,0.792454,0.460028086042607,0.04525131873640961
163,II-VI,M_B,C,ZnSe,-1.159807,-0.8029893168348569,0.0431331271808267
164,II-VI,M_i_A,Os,CdTe,-0.527133,-0.19211923984759868,0.03145400928660954
165,IV-IV,M_i_neut,Ta,SiGe,-0.275345,-0.2886838710805645,0.021262791194248037
166,II-VI,M_i_B,Ag,ZnO,-1.139062,-0.9916851303294912,0.036505532619465056
167,II-VI,M_i_B,Sr,CdO,-0.670086,-0.39452084805245713,0.04187165518378979
168,III-V,M_i_B,Hf,InP,0.837469,0.5133041132003179,0.028757498784930682
169,II-VI,M_i_B,Ta,CdTe,0.763033,0.29185624756860556,0.03204508348578
170,II-VI,M_B,Cr,CdTe,-0.659367,-0.5675025935851716,0.03228005104107362
171,IV-IV,M_B,Pd,SiC,-1.063705,-0.9564587754113709,0.0549493525459623
172,III-V,M_i_B,B,AlP,-0.110623,-0.3874889596771539,0.04502903232977711
173,II-VI,M_i_A,Nb,CdTe,-0.359051,-0.04139215508492966,0.023298885829497462
174,III-V,M_i_B,Ta,InAs,0.429309,0.22777334717810854,0.030576351734961663
175,III-V,M_i_B,W,InAs,0.235893,0.1060596085399828,0.03282295594941151
176,III-V,M_i_A,Te,AlAs,0.144466,-0.2030488968406762,0.036683455958699256
177,II-VI,M_i_B,Ti,CdS,1.007659,0.21528285763519336,0.026221061874339105
178,II-VI,M_i_A,Zr,ZnTe,0.057802,0.20234161418143123,0.02589355152603139
179,II-VI,M_i_A,Zr,CdTe,0.26302,0.3245428566598852,0.025629653967127953
180,III-V,M_i_neut,Mo,AlP,-0.192734,-0.2997692319521129,0.034495488574516946
181,III-V,M_B,Mg,GaP,0.035437,-0.5682291514164695,0.03798152818410248
182,II-VI,M_A,Sb,ZnO,-0.686557,-0.7729984329047964,0.047257847955868494
183,II-VI,M_B,Rb,CdTe,0.826476,0.040399377980675576,0.043339381644075206
184,II-VI,M_A,Ir,CdO,-0.211997,-0.2709122184643422,0.047151119491581
185,II-VI,M_i_B,Rh,CdS,-0.44783,-0.38675295131082177,0.02335110808392975
186,II-VI,M_i_neut,Ta,CdTe,-0.21581,0.2823855407867911,0.030973505574004856
187,IV-IV,M_A,Bi,SiC,-1.340784,-1.1121966046735552,0.0546788519867505
188,II-VI,M_i_neut,Sc,CdTe,1.0442870000000002,0.6104126860216281,0.042902668237387656
189,II-VI,M_B,Fe,CdTe,-0.724407,-0.7366797697525034,0.03221359399015472
190,II-VI,M_i_B,As,ZnSe,0.5462779999999999,-0.2782224486790401,0.025586216502772294
191,II-VI,M_B,Co,CdTe,-0.8476459999999999,-0.7989046279861574,0.032527655324541674
192,II-VI,M_i_neut,Ga,CdS,-0.5018630000000001,-0.0508000273462091,0.029727576674925805
193,II-VI,M_i_neut,Mo,CdTe,-0.10851300000000001,-0.1414556562119345,0.020360093467669507
194,II-VI,M_i_neut,Co,CdO,-0.835909,-0.6428657267104408,0.027056546376524743
195,II-VI,M_B,K,CdTe,0.838828,-0.157114303652367,0.041197566529079147
196,II-VI,M_i_B,Y,CdTe,0.9048719999999999,0.38233586791027807,0.040107055941005165
197,II-VI,M_i_A,Te,ZnSe,0.151579,-0.4567180036909028,0.024820260742494486
198,II-VI,M_B,B,CdTe,-0.878714,-0.6532859686034891,0.035379303133610956
199,II-VI,M_B,Be,CdTe,-0.690416,-0.7824886637688436,0.04089741147581184
200,III-V,M_i_neut,W,GaSb,-0.246533,-0.3269738264915606,0.03866289114714734
201,II-VI,M_i_A,Zn,ZnS,-1.0478299999999998,-0.8444244594675048,0.03017826373860034
202,II-VI,M_A,Zr,CdS,-0.8384299999999999,-0.17643429183797923,0.027845153020698683
203,II-VI,M_B,Li,ZnTe,0.138782,-0.45076251190710515,0.04189851925719654
204,II-VI,M_i_neut,Ba,CdTe,-0.49284700000000004,-0.15669447630668837,0.026423703064151607
205,II-VI,M_i_neut,As,CdS,-0.532076,-0.21926847856751758,0.032959719201769315
206,III-V,M_B,Hf,InSb,-0.49819300000000005,-0.16533532001327003,0.042439224077080194
207,II-VI,M_i_B,Mo,CdTe,0.136102,-0.1334106606580084,0.024805509867830453
208,II-VI,M_i_A,Ta,CdTe,-0.132237,0.24656641667051468,0.02900311732362996
209,III-V,M_i_A,Cl,GaP,-0.812837,-0.7788227607156728,0.036622094288108115
210,IV-IV,M_i_neut,La,Ge,-0.23237199999999997,0.20315371092429207,0.04818248421125962
211,II-VI,M_B,Mg,CdTe,-0.655575,-0.717431801035674,0.027828988592664895
212,II-VI,M_B,Mn,CdTe,-0.663728,-0.8651098839904783,0.031134473571393144
213,II-VI,M_i_B,B,CdSe,0.8948860000000001,-0.29613212893872987,0.040117251099173405
214,IV-IV,M_B,Rh,SiC,-1.073818,-0.7729936158880016,0.05014426719947616
215,II-VI,M_i_A,La,CdTe,0.7113119999999999,0.41615323524951703,0.04983301516821061
216,II-VI,M_i_neut,Os,CdTe,-0.09349199999999999,-0.15422941116205607,0.033705240319915404
217,IV-IV,M_B,Rb,SiGe,-0.237229,-0.564726736012321,0.05544182658163372
218,II-VI,M_B,Cs,CdTe,0.8953700000000001,0.15959913926419328,0.053011244508698666
219,III-V,M_i_B,Zr,InN,0.466801,0.555970989135838,0.03368836636134358
220,II-VI,M_B,Si,CdSe,-0.668667,-0.6586494153066843,0.02198670200351059
221,II-VI,M_B,Ir,CdTe,-0.775468,-0.4129151650114512,0.03325163522339801
222,II-VI,M_i_B,Ti,CdTe,0.382745,0.06403039731704623,0.027678102036637012
223,II-VI,M_i_A,B,CdTe,-0.746374,-0.3337026525741948,0.052780654025141364
224,III-V,M_i_neut,Ir,InP,-0.053274,-0.08917243503095698,0.03281510237412914
225,II-VI,M_i_B,Ru,CdTe,-0.306294,-0.360425138373475,0.017964619561731607
226,II-VI,M_i_neut,I,ZnSe,-0.27081900000000003,-0.774100014646591,0.026152576083016504
227,IV-IV,M_i_neut,Zr,Ge,-0.26955100000000004,0.003866514924216041,0.027413580541343924
228,II-VI,M_i_A,Y,CdTe,0.749183,0.352955429095363,0.04113042731693076
229,II-VI,M_i_B,Sc,CdTe,0.802365,0.6053552831217025,0.04832980182199036
230,III-V,M_i_B,In,AlAs,0.18497,-0.14813385489092307,0.030717616080401845
231,II-VI,M_i_neut,B,CdTe,-0.855699,-0.34000858650765065,0.05013853010752016
232,III-V,M_i_B,Os,GaSb,-0.310262,-0.4613942263265979,0.024183352814582608
233,II-VI,M_i_neut,Ti,CdTe,0.324115,0.055098092135830876,0.030540617178533475
234,II-VI,M_B,Tl,ZnSe,0.570372,-0.03307058110968503,0.05338262345850867
235,IV-IV,M_i_neut,Rb,SiSn,-0.5083409999999999,-0.7834363254547686,0.04150385172409805
236,II-VI,M_i_neut,Cd,CdS,-0.657468,-0.6060875540460041,0.02428800635515951
237,IV-IV,M_i_B,As,SiGe,-0.24411599999999997,-0.1862819260632338,0.030074450186485475
238,II-VI,M_A,C,CdSe,-0.903324,-0.6838534590634022,0.04972317969928168
239,III-V,M_i_B,Zn,BSb,-0.574651,-0.8405021822104622,0.03181199916246286
240,II-VI,M_i_neut,Sr,CdTe,-0.518796,-0.272422440093108,0.023549443957037647
241,II-VI,M_i_A,Bi,CdSe,0.769197,-0.06257177974183721,0.04177996308175483
242,II-VI,M_i_neut,K,CdO,-0.748056,-0.7104525363801634,0.04750773146380451
243,II-VI,M_i_A,Sc,CdTe,0.43466899999999997,0.5884684291527675,0.055514699080883204
244,II-VI,M_i_B,Ba,CdTe,-0.48718,-0.13565325958004393,0.02963879267639138
245,II-VI,M_B,Li,CdTe,0.259279,-0.3137836131453558,0.03455519647368045
246,II-VI,M_i_B,Rh,CdTe,-0.49369799999999997,-0.4419170635200949,0.019381645019182603
247,IV-IV,M_i_B,P,SiGe,-0.41024099999999997,-0.4467098884831843,0.028344619015795415
248,II-VI,M_i_A,Cu,ZnO,-1.240867,-0.8332726778020696,0.02647109621359131
249,II-VI,M_i_neut,Se,ZnS,-1.0656780000000001,-0.4710694687444457,0.03495923018218418
250,II-VI,M_i_A,Rh,CdTe,-0.502066,-0.47040221682838357,0.021940918489366974
251,II-VI,M_i_B,Br,CdO,-0.7487739999999999,-1.0046579886932572,0.03666001847872918
252,II-VI,M_i_B,B,CdTe,0.940744,-0.31320138611413456,0.04093148066967141
253,IV-IV,M_i_B,N,GeC,-0.364248,-0.7520267796942571,0.06676921366944356
254,II-VI,M_i_neut,Ru,CdTe,-0.331388,-0.37072156231643927,0.018218163883397417
255,II-VI,M_i_A,Ru,CdTe,-0.6064350000000001,-0.388725644234697,0.02182566690645257
256,IV-IV,M_i_A,Tl,SiGe,-0.615283,-0.6206259374119858,0.027791774917419403
257,II-VI,M_i_B,Te,CdS,0.379207,-0.32934909666763545,0.02920748744104129
258,II-VI,M_i_B,Tc,CdTe,-0.428411,-0.29333560197496655,0.02366450333856461
259,II-VI,M_A,C,CdTe,-0.8662639999999999,-0.7057172957437293,0.045332357389559305
260,II-VI,M_i_A,Tc,CdTe,-0.109734,-0.31252059213281136,0.02590338198124225
261,III-V,M_i_B,Cd,GaP,-0.60258,-0.6220099573283769,0.01999281678242825
262,II-VI,M_B,Na,CdTe,0.373236,-0.1809286441131103,0.03525492905227325
263,II-VI,M_i_A,Li,ZnS,-1.182901,-0.6049588055415932,0.03947283305808832
264,III-V,M_i_B,B,AlSb,-0.659235,-0.4443026145032829,0.04413876121017088
265,II-VI,M_i_B,Mn,ZnS,-1.075607,-0.7322799759833061,0.026044925792861606
266,III-V,M_B,Os,AlSb,-0.8492959999999999,-0.943202619074855,0.033822607357346234
267,III-V,M_i_neut,In,InN,0.127444,0.060554934975670625,0.027780243492806042
268,III-V,M_i_A,Mn,BSb,-1.7888220000000001,-1.3115686792799053,0.03531729844444384
269,II-VI,M_i_A,Cd,CdS,-0.6394029999999999,-0.6158144394834684,0.023597348765605444
270,II-VI,M_B,Al,CdTe,-0.07406599999999999,-0.3961113440129168,0.030697437000679607
271,II-VI,M_i_A,Ti,CdTe,-0.26546,0.04388559705127893,0.029066051091675416
272,II-VI,M_i_B,S,ZnTe,0.19325699999999998,-0.40714553114059837,0.03935384233178771
273,IV-IV,M_i_B,O,SiSn,-0.814928,-0.5398263151995355,0.03905508649914304
274,II-VI,M_i_B,Cd,CdS,-0.650796,-0.5996676522002842,0.022930613250780454
275,III-V,M_i_A,S,InP,-0.418055,-0.15966958294437097,0.03477571248962226
276,II-VI,M_i_A,Ir,CdTe,-0.155773,-0.15729448512688116,0.027391709654329542
277,II-VI,M_B,Cd,CdSe,-0.691377,-0.6618478594007451,0.022891013316287866
278,II-VI,M_B,Ni,CdTe,-0.811973,-0.7932766472398048,0.022980792229577107
279,II-VI,M_A,Rh,CdO,-0.378151,-0.6757232673033436,0.038136629005180944
280,II-VI,M_i_neut,Pt,CdS,-0.455082,-0.2638896800531705,0.03888754824494922
281,II-VI,M_i_neut,Sb,ZnTe,0.10273800000000001,-0.0823110057624055,0.02932825276450796
282,II-VI,M_i_A,Ca,ZnTe,-0.656537,-0.37907625496673464,0.02826635666919815
283,II-VI,M_i_B,Na,ZnTe,-0.7728659999999999,-0.6502185348310613,0.04993805327910713
284,II-VI,M_i_B,Bi,CdTe,0.557551,-0.000675610441261075,0.03475413044131539
285,II-VI,M_i_B,S,CdS,-0.09309500000000001,-0.31623036237003666,0.02930761203769125
286,II-VI,M_i_B,Ir,CdTe,-0.157884,-0.11459646984560323,0.026885647271391283
287,II-VI,M_i_neut,Rh,CdTe,-0.440964,-0.4514581044094445,0.02098477111045528
288,III-V,M_i_neut,Br,InP,-0.175756,-0.5142406126818633,0.03094662059073019
289,IV-IV,M_i_A,Os,GeSn,-0.292327,-0.4733881525265547,0.029831600079983124
290,II-VI,M_A,P,ZnS,-0.13828,-0.7292351266643364,0.045454323336206075
291,II-VI,M_B,Sb,CdTe,-0.751571,-0.6113759849367685,0.032991176456944056
292,II-VI,M_i_neut,Ca,CdSe,-0.605855,-0.19890890083914975,0.02643393795473862
293,IV-IV,M_i_neut,Mn,GeC,-0.92853,-0.7898544828978757,0.028774290852191627
294,II-VI,M_i_neut,Ca,CdTe,-0.572225,-0.23909407105142924,0.026724328447155447
295,II-VI,M_B,Zn,CdTe,-0.656601,-0.8358907926219047,0.029672088470169538
296,IV-IV,M_A,W,GeC,-1.28362,-1.1358801140134591,0.04154031295278678
297,III-V,M_i_A,Pd,InN,-0.48137700000000005,-0.7271470172895282,0.03254910841832422
298,II-VI,M_i_B,N,CdTe,0.722645,-0.48755249384621047,0.043539385101110425
299,III-V,M_i_B,Nb,InSb,0.19556199999999999,-0.20175170464649436,0.025269589778831585
300,II-VI,M_i_B,Cs,CdTe,-0.521375,-0.36427238105799753,0.044444652185687834
301,IV-IV,M_i_A,Ta,Ge,-0.215017,-0.145332276727319,0.02588950343939909
302,II-VI,M_i_A,K,ZnSe,-0.844347,-0.5807464335089151,0.03388076210595405
