Type,AB,Site,Impurity,true val,mean,std
II-VI,CdO,M_B,Si,0,2.314978413,0.04706161
II-VI,CdO,M_B,Ge,0,2.36618426,0.029548898
II-VI,CdO,M_B,Sn,0,2.391738917,0.03694858
II-VI,CdO,M_B,Pb,0,2.299226681,0.074839483
II-VI,CdO,M_B,N,0,2.154820464,0.067562757
II-VI,CdO,M_B,P,0,2.289835409,0.055137394
II-VI,CdO,M_B,As,0,2.37145307,0.033942854
II-VI,CdO,M_B,Sb,0,2.329554206,0.060420289
II-VI,CdO,M_B,Bi,0,2.329653494,0.09543717
II-VI,CdO,M_B,O,0,2.154668793,0.06353074
II-VI,CdO,M_B,S,0,2.24383006,0.054026274
II-VI,CdO,M_B,Se,0,2.346397247,0.041354318
II-VI,CdO,M_B,Te,0,2.34969659,0.077094131
II-VI,CdO,M_B,F,0,2.103944336,0.069685796
II-VI,CdO,M_B,Cl,0,2.218506911,0.062616794
II-VI,CdO,M_B,Br,0,2.361155316,0.077663959
II-VI,CdO,M_B,I,0,2.352823371,0.085674585
II-VI,CdO,M_B,Sc,0,2.344937875,0.041596959
II-VI,CdO,M_B,Ti,0,2.329726327,0.036828038
II-VI,CdO,M_B,V,0,2.30370244,0.030248217
II-VI,CdO,M_B,Cr,0,2.287385943,0.030671342
II-VI,CdO,M_B,Mn,0,2.28421659,0.04460168
II-VI,CdO,M_B,Fe,0,2.305676136,0.034627975
II-VI,CdO,M_B,Co,0,2.367259756,0.035548132
II-VI,CdO,M_B,Ni,0,2.360253389,0.034110887
II-VI,CdO,M_B,Cu,0,2.349600864,0.028685855
II-VI,CdO,M_B,Zn,0,2.359068713,0.035128979
II-VI,CdO,M_B,Y,0,2.476037718,0.077732702
II-VI,CdO,M_B,Zr,0,2.426230882,0.034466217
II-VI,CdO,M_B,Nb,0,2.389475969,0.036957884
II-VI,CdO,M_B,Mo,0,2.378206631,0.040265546
II-VI,CdO,M_B,Tc,0,2.348433103,0.04347522
II-VI,CdO,M_B,Ru,0,2.382463764,0.056290348
II-VI,CdO,M_B,Rh,0,2.409741392,0.033306296
II-VI,CdO,M_B,Pd,0,2.417372525,0.034967457
II-VI,CdO,M_B,Ag,0,2.426768551,0.029001549
II-VI,CdO,M_B,Cd,0,2.387322948,0.034069343
II-VI,CdO,M_B,La,0,2.488403411,0.08992093
II-VI,CdO,M_B,Hf,0,2.31480318,0.062990606
II-VI,CdO,M_B,Ta,0,2.299262419,0.066819748
II-VI,CdO,M_B,W,0,2.269214951,0.070221408
II-VI,CdO,M_B,Re,0,2.252815496,0.06682933
II-VI,CdO,M_B,Os,0,2.289207755,0.06996093
II-VI,CdO,M_B,Ir,0,2.276799092,0.070128304
II-VI,CdO,M_B,Pt,0,2.259157431,0.067147388
II-VI,CdO,M_B,Au,0,2.263937142,0.06330564
II-VI,CdO,M_B,Hg,0,2.287762525,0.064064938
II-VI,CdO,M_B,Ce,0,2.505651517,0.091120519
II-VI,CdO,M_B,Pr,0,2.50992935,0.091862666
II-VI,CdO,M_B,Nd,0,2.491364913,0.089607461
II-VI,CdO,M_B,Pm,0,2.470500537,0.096205725
II-VI,CdO,M_B,Sm,0,2.459889385,0.099438068
II-VI,CdO,M_B,Eu,0,2.519021913,0.092251084
II-VI,CdO,M_B,Gd,0,2.454862826,0.10350054
II-VI,CdO,M_B,Tb,0,2.407738923,0.094703522
II-VI,CdO,M_B,Dy,0,2.353700508,0.09134315
II-VI,CdO,M_B,Ho,0,2.344298063,0.092097735
II-VI,CdO,M_B,Er,0,2.32868563,0.085718818
II-VI,CdO,M_B,Tm,0,2.32588171,0.085513624
II-VI,CdO,M_B,Yb,0,2.384671431,0.116814865
II-VI,CdO,M_B,Lu,0,2.309808961,0.083283727
II-VI,CdO,M_i_A,Li,0,2.323291453,0.065796366
II-VI,CdO,M_i_A,Na,0,2.378170121,0.066443601
II-VI,CdO,M_i_A,K,0,2.471777095,0.0844264
II-VI,CdO,M_i_A,Rb,0,2.506652476,0.090500581
II-VI,CdO,M_i_A,Cs,0,2.567597557,0.085658579
II-VI,CdO,M_i_A,Be,0,1.993195748,0.063892129
II-VI,CdO,M_i_A,Mg,0,2.245358315,0.055438226
II-VI,CdO,M_i_A,Ca,0,2.417866564,0.059886714
II-VI,CdO,M_i_A,Sr,0,2.442754458,0.057962875
II-VI,CdO,M_i_A,Ba,0,2.520000236,0.058039218
II-VI,CdO,M_i_A,B,0,1.857142152,0.065359036
II-VI,CdO,M_i_A,Al,0,2.213421729,0.063142058
II-VI,CdO,M_i_A,Ga,0,2.233969929,0.06531491
II-VI,CdO,M_i_A,In,0,2.30555403,0.032519538
II-VI,CdO,M_i_A,Tl,0,2.398610096,0.016131106
II-VI,CdO,M_i_A,C,0,1.760773705,0.079565603
II-VI,CdO,M_i_A,Si,0,1.980690476,0.078327109
II-VI,CdO,M_i_A,Ge,0,2.090952285,0.067058871
II-VI,CdO,M_i_A,Sn,0,2.270835095,0.060789718
II-VI,CdO,M_i_A,Pb,0,2.342264731,0.034317214
II-VI,CdO,M_i_A,N,0,1.684433623,0.121119798
II-VI,CdO,M_i_A,P,0,1.814198189,0.081016921
II-VI,CdO,M_i_A,As,0,1.957039938,0.107220555
II-VI,CdO,M_i_A,Sb,0,2.185095737,0.064527029
II-VI,CdO,M_i_A,Bi,0,2.313997154,0.04315223
II-VI,CdO,M_i_A,O,0,1.606000203,0.150945419
II-VI,CdO,M_i_A,S,0,1.701173617,0.140926826
II-VI,CdO,M_i_A,Se,0,1.866844332,0.121037757
II-VI,CdO,M_i_A,Te,0,2.072825059,0.107846289
II-VI,CdO,M_i_A,F,0,1.760042014,0.100664071
II-VI,CdO,M_i_A,Cl,0,1.86176995,0.098487369
II-VI,CdO,M_i_A,Br,0,1.963263732,0.137132087
II-VI,CdO,M_i_A,I,0,2.057483466,0.099120437
II-VI,CdO,M_i_A,Sc,0,2.340626591,0.036317707
II-VI,CdO,M_i_A,Ti,0,2.267765658,0.037524394
II-VI,CdO,M_i_A,V,0,2.135160806,0.031296461
II-VI,CdO,M_i_A,Cr,0,2.134754848,0.026284155
II-VI,CdO,M_i_A,Mn,0,2.097679223,0.02290086
II-VI,CdO,M_i_A,Fe,0,2.105222188,0.020569524
II-VI,CdO,M_i_A,Co,0,2.113519621,0.03660381
II-VI,CdO,M_i_A,Ni,0,2.094533692,0.038169247
II-VI,CdO,M_i_A,Cu,0,2.098367365,0.037808144
II-VI,CdO,M_i_A,Zn,0,2.148305944,0.049582182
II-VI,CdO,M_i_A,Y,0,2.367590676,0.038610466
II-VI,CdO,M_i_A,Zr,0,2.325704195,0.044506739
II-VI,CdO,M_i_A,Nb,0,2.291187857,0.031828282
II-VI,CdO,M_i_A,Mo,0,2.142844992,0.040797244
II-VI,CdO,M_i_A,Tc,0,2.0630637,0.062509337
II-VI,CdO,M_i_A,Ru,0,2.058188809,0.045346954
II-VI,CdO,M_i_A,Rh,0,2.075866024,0.066763033
II-VI,CdO,M_i_A,Pd,0,2.122477497,0.070471154
II-VI,CdO,M_i_A,Ag,0,2.228855281,0.053362589
II-VI,CdO,M_i_A,Cd,0,2.24816549,0.038203498
II-VI,CdO,M_i_A,La,0,2.418690111,0.02239375
II-VI,CdO,M_i_A,Hf,0,2.377925094,0.02207062
II-VI,CdO,M_i_A,Ta,0,2.35968336,0.028737608
II-VI,CdO,M_i_A,W,0,2.236264752,0.0254175
II-VI,CdO,M_i_A,Re,0,2.16523222,0.046577355
II-VI,CdO,M_i_A,Os,0,2.121592717,0.042939917
II-VI,CdO,M_i_A,Ir,0,2.158610841,0.045709902
II-VI,CdO,M_i_A,Pt,0,2.166273018,0.044518811
II-VI,CdO,M_i_A,Au,0,2.251960342,0.036005822
II-VI,CdO,M_i_A,Hg,0,2.301790422,0.030144908
II-VI,CdO,M_i_A,Ce,0,2.428359743,0.029576008
II-VI,CdO,M_i_A,Pr,0,2.420401653,0.028541155
II-VI,CdO,M_i_A,Nd,0,2.441818138,0.030541965
II-VI,CdO,M_i_A,Pm,0,2.441298902,0.029846777
II-VI,CdO,M_i_A,Sm,0,2.436172917,0.030272968
II-VI,CdO,M_i_A,Eu,0,2.473586921,0.048978819
II-VI,CdO,M_i_A,Gd,0,2.4345133,0.026971508
II-VI,CdO,M_i_A,Tb,0,2.432624111,0.027294348
II-VI,CdO,M_i_A,Dy,0,2.438007517,0.030819429
II-VI,CdO,M_i_A,Ho,0,2.435334792,0.031836766
II-VI,CdO,M_i_A,Er,0,2.43239364,0.03205015
II-VI,CdO,M_i_A,Tm,0,2.433447839,0.030874756
II-VI,CdO,M_i_A,Yb,0,2.426346195,0.034861377
II-VI,CdO,M_i_A,Lu,0,2.417750979,0.024739811
II-VI,CdO,M_i_B,Li,0,2.324219435,0.067090271
II-VI,CdO,M_i_B,Na,0,2.379337813,0.066539039
II-VI,CdO,M_i_B,K,0,2.473797729,0.084491085
II-VI,CdO,M_i_B,Rb,0,2.508218111,0.089385058
II-VI,CdO,M_i_B,Cs,0,2.578036171,0.083768049
II-VI,CdO,M_i_B,Be,0,1.993326712,0.063448973
II-VI,CdO,M_i_B,Mg,0,2.248655429,0.058337464
II-VI,CdO,M_i_B,Ca,0,2.418446853,0.05955771
II-VI,CdO,M_i_B,Sr,0,2.448771235,0.0580116
II-VI,CdO,M_i_B,Ba,0,2.529853718,0.057000237
II-VI,CdO,M_i_B,B,0,1.857106494,0.065779544
II-VI,CdO,M_i_B,Al,0,2.212522776,0.06363383
II-VI,CdO,M_i_B,Ga,0,2.240492916,0.065580249
II-VI,CdO,M_i_B,In,0,2.313818532,0.030446654
II-VI,CdO,M_i_B,Tl,0,2.398265786,0.016108668
II-VI,CdO,M_i_B,C,0,1.759623096,0.080363523
II-VI,CdO,M_i_B,Si,0,1.980114857,0.078714052
II-VI,CdO,M_i_B,Ge,0,2.097643484,0.070947775
II-VI,CdO,M_i_B,Sn,0,2.283487064,0.059192594
II-VI,CdO,M_i_B,Pb,0,2.342671512,0.034348186
II-VI,CdO,M_i_B,N,0,1.682449469,0.122340329
II-VI,CdO,M_i_B,P,0,1.814958158,0.08167622
II-VI,CdO,M_i_B,As,0,1.96292514,0.112351003
II-VI,CdO,M_i_B,Sb,0,2.196434256,0.063460178
II-VI,CdO,M_i_B,Bi,0,2.30758423,0.043951426
II-VI,CdO,M_i_B,O,0,1.600514374,0.158192915
II-VI,CdO,M_i_B,S,0,1.701256187,0.139987378
II-VI,CdO,M_i_B,Se,0,1.871734898,0.125586604
II-VI,CdO,M_i_B,Te,0,2.062180389,0.098809634
II-VI,CdO,M_i_B,F,0,1.753312637,0.107214398
II-VI,CdO,M_i_B,Cl,0,1.863292686,0.097284011
II-VI,CdO,M_i_B,Br,0,1.967197686,0.140047684
II-VI,CdO,M_i_B,I,0,2.074050197,0.096358959
II-VI,CdO,M_i_B,Sc,0,2.345994044,0.036736356
II-VI,CdO,M_i_B,Ti,0,2.272860437,0.040477421
II-VI,CdO,M_i_B,V,0,2.140536681,0.033443372
II-VI,CdO,M_i_B,Cr,0,2.139521219,0.02888985
II-VI,CdO,M_i_B,Mn,0,2.103053378,0.024297706
II-VI,CdO,M_i_B,Fe,0,2.110400224,0.023082575
II-VI,CdO,M_i_B,Co,0,2.118661405,0.039106717
II-VI,CdO,M_i_B,Ni,0,2.099225803,0.040524621
II-VI,CdO,M_i_B,Cu,0,2.104962116,0.040841071
II-VI,CdO,M_i_B,Zn,0,2.153814103,0.050635416
II-VI,CdO,M_i_B,Y,0,2.375732496,0.039658025
II-VI,CdO,M_i_B,Zr,0,2.332484647,0.043720023
II-VI,CdO,M_i_B,Nb,0,2.299762088,0.032813571
II-VI,CdO,M_i_B,Mo,0,2.159654433,0.038312649
II-VI,CdO,M_i_B,Tc,0,2.083575508,0.054638518
II-VI,CdO,M_i_B,Ru,0,2.074089197,0.039408204
II-VI,CdO,M_i_B,Rh,0,2.090999234,0.062234553
II-VI,CdO,M_i_B,Pd,0,2.134495149,0.066562941
II-VI,CdO,M_i_B,Ag,0,2.242307814,0.049276425
II-VI,CdO,M_i_B,Cd,0,2.256441316,0.037423637
II-VI,CdO,M_i_B,La,0,2.42709838,0.022349514
II-VI,CdO,M_i_B,Hf,0,2.381607101,0.022269993
II-VI,CdO,M_i_B,Ta,0,2.360552477,0.027434784
II-VI,CdO,M_i_B,W,0,2.239660666,0.026021812
II-VI,CdO,M_i_B,Re,0,2.169968675,0.043938209
II-VI,CdO,M_i_B,Os,0,2.122778593,0.043261428
II-VI,CdO,M_i_B,Ir,0,2.158654924,0.044386696
II-VI,CdO,M_i_B,Pt,0,2.165392425,0.045053283
II-VI,CdO,M_i_B,Au,0,2.251828053,0.036847628
II-VI,CdO,M_i_B,Hg,0,2.300844325,0.030028078
II-VI,CdO,M_i_B,Ce,0,2.435897281,0.029779133
II-VI,CdO,M_i_B,Pr,0,2.427323102,0.027372861
II-VI,CdO,M_i_B,Nd,0,2.449786724,0.031889411
II-VI,CdO,M_i_B,Pm,0,2.449233376,0.030950681
II-VI,CdO,M_i_B,Sm,0,2.444259623,0.031662425
II-VI,CdO,M_i_B,Eu,0,2.482210118,0.047505777
II-VI,CdO,M_i_B,Gd,0,2.442633023,0.028258342
II-VI,CdO,M_i_B,Tb,0,2.440547216,0.028668106
II-VI,CdO,M_i_B,Dy,0,2.445850364,0.031852862
II-VI,CdO,M_i_B,Ho,0,2.44284633,0.03251344
II-VI,CdO,M_i_B,Er,0,2.439609251,0.032065244
II-VI,CdO,M_i_B,Tm,0,2.440755509,0.031107379
II-VI,CdO,M_i_B,Yb,0,2.43245439,0.032156216
II-VI,CdO,M_i_B,Lu,0,2.422565258,0.024948037
II-VI,CdO,M_i_neut,Li,0,2.323236563,0.065846455
II-VI,CdO,M_i_neut,Na,0,2.378170121,0.066443601
II-VI,CdO,M_i_neut,K,0,2.471306732,0.084346228
II-VI,CdO,M_i_neut,Rb,0,2.506424193,0.090105811
II-VI,CdO,M_i_neut,Cs,0,2.568126299,0.085300216
II-VI,CdO,M_i_neut,Be,0,1.993076222,0.06378912
II-VI,CdO,M_i_neut,Mg,0,2.24520268,0.055442687
II-VI,CdO,M_i_neut,Ca,0,2.417435237,0.059161738
II-VI,CdO,M_i_neut,Sr,0,2.44272054,0.057641663
II-VI,CdO,M_i_neut,Ba,0,2.520423688,0.057909606
II-VI,CdO,M_i_neut,B,0,1.856718756,0.065469219
II-VI,CdO,M_i_neut,Al,0,2.213324846,0.063032716
II-VI,CdO,M_i_neut,Ga,0,2.233881719,0.065305969
II-VI,CdO,M_i_neut,In,0,2.305983276,0.032843626
II-VI,CdO,M_i_neut,Tl,0,2.398659359,0.015323224
II-VI,CdO,M_i_neut,C,0,1.761334317,0.079406365
II-VI,CdO,M_i_neut,Si,0,1.980827098,0.079241229
II-VI,CdO,M_i_neut,Ge,0,2.090842281,0.067718797
II-VI,CdO,M_i_neut,Sn,0,2.272240173,0.060825646
II-VI,CdO,M_i_neut,Pb,0,2.342567103,0.034414641
II-VI,CdO,M_i_neut,N,0,1.687541542,0.11917089
II-VI,CdO,M_i_neut,P,0,1.815575609,0.081404479
II-VI,CdO,M_i_neut,As,0,1.95884477,0.108367639
II-VI,CdO,M_i_neut,Sb,0,2.186514049,0.065735216
II-VI,CdO,M_i_neut,Bi,0,2.305975938,0.043135477
II-VI,CdO,M_i_neut,O,0,1.608647539,0.14938863
II-VI,CdO,M_i_neut,S,0,1.702467046,0.140688992
II-VI,CdO,M_i_neut,Se,0,1.868774844,0.121951625
II-VI,CdO,M_i_neut,Te,0,2.051992747,0.101425879
II-VI,CdO,M_i_neut,F,0,1.760042014,0.100664071
II-VI,CdO,M_i_neut,Cl,0,1.862988712,0.098681176
II-VI,CdO,M_i_neut,Br,0,1.963670502,0.137409124
II-VI,CdO,M_i_neut,I,0,2.062025247,0.099497304
II-VI,CdO,M_i_neut,Sc,0,2.340122094,0.036034032
II-VI,CdO,M_i_neut,Ti,0,2.26711584,0.036795686
II-VI,CdO,M_i_neut,V,0,2.134309982,0.030725074
II-VI,CdO,M_i_neut,Cr,0,2.134107811,0.025453733
II-VI,CdO,M_i_neut,Mn,0,2.097195593,0.022443068
II-VI,CdO,M_i_neut,Fe,0,2.104724041,0.020234031
II-VI,CdO,M_i_neut,Co,0,2.113438665,0.036871077
II-VI,CdO,M_i_neut,Ni,0,2.09425798,0.038316879
II-VI,CdO,M_i_neut,Cu,0,2.098310823,0.038019138
II-VI,CdO,M_i_neut,Zn,0,2.147714806,0.049528749
II-VI,CdO,M_i_neut,Y,0,2.367881232,0.038014031
II-VI,CdO,M_i_neut,Zr,0,2.325738358,0.043397214
II-VI,CdO,M_i_neut,Nb,0,2.291994273,0.031234311
II-VI,CdO,M_i_neut,Mo,0,2.143420175,0.041312622
II-VI,CdO,M_i_neut,Tc,0,2.065784432,0.061681127
II-VI,CdO,M_i_neut,Ru,0,2.059599855,0.045527501
II-VI,CdO,M_i_neut,Rh,0,2.077278843,0.067025582
II-VI,CdO,M_i_neut,Pd,0,2.123026029,0.070368806
II-VI,CdO,M_i_neut,Ag,0,2.230873741,0.052330439
II-VI,CdO,M_i_neut,Cd,0,2.249161239,0.037890327
II-VI,CdO,M_i_neut,La,0,2.421461371,0.022407706
II-VI,CdO,M_i_neut,Hf,0,2.38165658,0.020938019
II-VI,CdO,M_i_neut,Ta,0,2.36160336,0.026182902
II-VI,CdO,M_i_neut,W,0,2.239805108,0.025210235
II-VI,CdO,M_i_neut,Re,0,2.170666723,0.043111878
II-VI,CdO,M_i_neut,Os,0,2.123612669,0.043022143
II-VI,CdO,M_i_neut,Ir,0,2.159585124,0.043948908
II-VI,CdO,M_i_neut,Pt,0,2.165187557,0.044643073
II-VI,CdO,M_i_neut,Au,0,2.250931094,0.035862843
II-VI,CdO,M_i_neut,Hg,0,2.301942958,0.029556853
II-VI,CdO,M_i_neut,Ce,0,2.431727953,0.030355736
II-VI,CdO,M_i_neut,Pr,0,2.424288942,0.028700582
II-VI,CdO,M_i_neut,Nd,0,2.446899829,0.032475844
II-VI,CdO,M_i_neut,Pm,0,2.446423111,0.031718329
II-VI,CdO,M_i_neut,Sm,0,2.441560353,0.032445306
II-VI,CdO,M_i_neut,Eu,0,2.479969713,0.048435776
II-VI,CdO,M_i_neut,Gd,0,2.440047551,0.02870658
II-VI,CdO,M_i_neut,Tb,0,2.438177499,0.029168411
II-VI,CdO,M_i_neut,Dy,0,2.443623589,0.032739583
II-VI,CdO,M_i_neut,Ho,0,2.440948092,0.033160039
II-VI,CdO,M_i_neut,Er,0,2.438149905,0.032695043
II-VI,CdO,M_i_neut,Tm,0,2.439371523,0.031553508
II-VI,CdO,M_i_neut,Yb,0,2.43153276,0.033038449
II-VI,CdO,M_i_neut,Lu,0,2.42246013,0.024349847
II-VI,CdS,M_A,Li,0,2.546439618,0.055097271
II-VI,CdS,M_A,Na,0,2.681496457,0.054681207
II-VI,CdS,M_A,K,0,2.861098662,0.055176203
II-VI,CdS,M_A,Rb,0,2.877562016,0.061275174
II-VI,CdS,M_A,Cs,0,2.928046311,0.079803027
II-VI,CdS,M_A,Be,0,2.208174739,0.154784162
II-VI,CdS,M_A,Mg,0,2.49944538,0.077781689
II-VI,CdS,M_A,Ca,0,2.740255224,0.070341056
II-VI,CdS,M_A,Sr,0,2.801933179,0.065843932
II-VI,CdS,M_A,Ba,0,2.85103851,0.060907037
II-VI,CdS,M_A,B,0,2.094306375,0.15018382
II-VI,CdS,M_A,Al,0,2.340276551,0.111712548
II-VI,CdS,M_A,Ga,0,2.39492809,0.092722022
II-VI,CdS,M_A,In,0,2.639920004,0.071053569
II-VI,CdS,M_A,Tl,0,2.719418719,0.049449779
II-VI,CdS,M_A,C,0,2.064302941,0.149229103
II-VI,CdS,M_A,Si,0,2.14800778,0.133672605
II-VI,CdS,M_A,Ge,0,2.232665135,0.116860555
II-VI,CdS,M_A,Sn,0,2.451021412,0.077585136
II-VI,CdS,M_A,Pb,0,2.645499934,0.077623928
II-VI,CdS,M_A,N,0,1.975830963,0.177503434
II-VI,CdS,M_A,P,0,2.033061699,0.156901521
II-VI,CdS,M_A,As,0,2.124901914,0.161708315
II-VI,CdS,M_A,Sb,0,2.383121581,0.097464565
II-VI,CdS,M_A,Bi,0,2.547652084,0.108181191
II-VI,CdS,M_A,O,0,1.958169683,0.155592652
II-VI,CdS,M_A,S,0,2.022768842,0.159613511
II-VI,CdS,M_A,Se,0,2.07938536,0.160020394
II-VI,CdS,M_A,Te,0,2.244032099,0.151150066
II-VI,CdS,M_A,F,0,2.00821864,0.163594661
II-VI,CdS,M_A,Cl,0,2.10424168,0.194929023
II-VI,CdS,M_A,Br,0,2.183498225,0.209632522
II-VI,CdS,M_A,I,0,2.215906477,0.213359934
II-VI,CdS,M_A,Sc,0,2.683383387,0.043635556
II-VI,CdS,M_A,Ti,0,2.421846949,0.085073075
II-VI,CdS,M_A,V,0,2.382291684,0.083021762
II-VI,CdS,M_A,Cr,0,2.462127268,0.076443301
II-VI,CdS,M_A,Mn,0,2.389389665,0.09215668
II-VI,CdS,M_A,Fe,0,2.430839503,0.077554355
II-VI,CdS,M_A,Co,0,2.455858452,0.091478411
II-VI,CdS,M_A,Ni,0,2.43136835,0.101606164
II-VI,CdS,M_A,Cu,0,2.427021776,0.102551117
II-VI,CdS,M_A,Zn,0,2.316315033,0.120455698
II-VI,CdS,M_A,Y,0,2.805725399,0.05528696
II-VI,CdS,M_A,Zr,0,2.69786925,0.046617808
II-VI,CdS,M_A,Nb,0,2.444650095,0.068751323
II-VI,CdS,M_A,Mo,0,2.370073794,0.080352018
II-VI,CdS,M_A,Tc,0,2.374287073,0.083158258
II-VI,CdS,M_A,Ru,0,2.463047211,0.082963521
II-VI,CdS,M_A,Rh,0,2.45655301,0.078636651
II-VI,CdS,M_A,Pd,0,2.463256423,0.080968131
II-VI,CdS,M_A,Ag,0,2.513982242,0.103412591
II-VI,CdS,M_A,Cd,0,2.408830352,0.109839037
II-VI,CdS,M_A,La,0,2.76272023,0.058488715
II-VI,CdS,M_A,Hf,0,2.631635943,0.028489007
